,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,159351,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,158192,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
3,Corleone,"RAF Camora",142179,https://open.spotify.com/track/5muvgRZXDU9DBmKcOolqkw
4,"Psycho (feat. Ty Dolla $ign)","Post Malone",134671,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
5,"Sick Boy","The Chainsmokers",134306,https://open.spotify.com/track/2IKZkwHI5zsZf70STuhvOX
6,FRIENDS,Marshmello,133306,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
7,"Leave a Light On","Tom Walker",114934,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
8,"River (feat. Ed Sheeran)",Eminem,113887,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
9,IDGAF,"Dua Lipa",104102,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
10,"Was du Liebe nennst",Bausa,98672,https://open.spotify.com/track/2hIY4sjfMeKwXXh2LvhrMo
11,Rooftop,"Nico Santos",94374,https://open.spotify.com/track/637yH6Qs3wXdgjPjO7QGdr
12,Crazy,"Lost Frequencies",93139,https://open.spotify.com/track/1ZtEZjYb4e0V0gqwRYeeAY
13,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",91782,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
14,rockstar,"Post Malone",83779,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
15,Primo,"RAF Camora",81210,https://open.spotify.com/track/7y5chiQbuvviOYUfUmOPqo
16,"Échame La Culpa","Luis Fonsi",80773,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
17,Balenciaga,Ufo361,80100,https://open.spotify.com/track/3H8n2CHfv2tV1UYsIO0OwG
18,"All The Stars (with SZA)","Kendrick Lamar",77886,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
19,"Him & I (with Halsey)",G-Eazy,74756,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
20,Wolves,"Selena Gomez",74469,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
21,"The Middle",Zedd,74238,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
22,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",74183,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
23,Silence,Marshmello,74102,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
24,"Let You Down",NF,73313,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
25,"Qa bone",Azet,72791,https://open.spotify.com/track/6X0pg9AHaLYLq8Cy5j8Suz
26,"Gotham City","RAF Camora",70217,https://open.spotify.com/track/2axf5shPhjS8qdaGr5MWaS
27,"Havana (feat. Young Thug)","Camila Cabello",69728,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
28,Mine,Bazzi,69586,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
29,Magisch,Olexesh,66569,https://open.spotify.com/track/5hqelGWfhBo8On7e7Kk5HD
30,"Capital Letters","Hailee Steinfeld",66415,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
31,"Beverly Hills",Ufo361,65892,https://open.spotify.com/track/0FJeo3KAJ5on89PXmo3FiG
32,Dreamer,"Axwell /\ Ingrosso",64137,https://open.spotify.com/track/7hvxMYq9JW5W0vFwiu1Zdr
33,"Sag Nix","RAF Camora",62869,https://open.spotify.com/track/0tW4YbVJ0z6CeQjYBFd09V
34,"Pray For Me (with Kendrick Lamar)","The Weeknd",61864,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
35,"Say Something (feat. Chris Stapleton)","Justin Timberlake",59867,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
36,"Love Lies (with Normani)",Khalid,59779,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
37,"Ti amo",Veysel,58901,https://open.spotify.com/track/66bsUCJWoy09bpuljIXumf
38,Stargazing,Kygo,57790,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
39,"Tip Toe (feat. French Montana)","Jason Derulo",57460,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
40,"Never Be the Same","Camila Cabello",55590,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
41,"Katchi - Ofenbach vs. Nick Waterhouse",Ofenbach,54968,https://open.spotify.com/track/2NF8A7C6tICScdRaZ0BrEe
42,Anywhere,"Rita Ora",54687,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
43,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",54465,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
44,Perfect,"Ed Sheeran",51121,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
45,"More Than You Know","Axwell /\ Ingrosso",50908,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
46,"Ohne mein Team","Bonez MC",49150,https://open.spotify.com/track/05Mp2UJulSttxQ4E6hQPH3
47,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",48876,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
48,"Feel It Still","Portugal. The Man",48874,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
49,"I Miss You (feat. Julia Michaels)","Clean Bandit",47735,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
50,"Look Alive (feat. Drake)","BlocBoy JB",46953,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
51,"¿ Was hast du gedacht ?",Gzuz,44656,https://open.spotify.com/track/3KfgsB1luDK9XHJ8e4Hx6h
52,Naked,"James Arthur",42978,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
53,"Whatever It Takes","Imagine Dragons",42175,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
54,Breathe,"Jax Jones",41482,https://open.spotify.com/track/6tvQzeCPwOytDlBYCIOY0n
55,"New Rules","Dua Lipa",41068,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
56,Heaven,"Julia Michaels",40983,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb
57,"More Than Friends","James Hype",40668,https://open.spotify.com/track/53SnCRcGrB2UCqNGyYZhJD
58,"Mama ist nicht stolz","18 Karat",38451,https://open.spotify.com/track/6BpW3ZmHrfbFaiPrwuMjPk
59,"Andere Liga","RAF Camora",38344,https://open.spotify.com/track/2NWZiXyRdKEolP8QrjBGmp
60,"Airmax gegen Kopf",Dardan,37726,https://open.spotify.com/track/4vOVlcGbOLDYlYIpZkU6VU
61,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",37695,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
62,"Shape of You","Ed Sheeran",37613,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
63,Kontrollieren,"RAF Camora",35596,https://open.spotify.com/track/1uGERQ2DVv7j9WSsWzOHVp
64,"I Like Me Better",Lauv,34286,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
65,"What Lovers Do (feat. SZA)","Maroon 5",33754,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
66,Thunder,"Imagine Dragons",32692,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
67,Columbo,Wanda,32472,https://open.spotify.com/track/2mhwX8vAz2l3i2wlrG8Av1
68,"Like I Do","David Guetta",32349,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
69,"Dusk Till Dawn - Radio Edit",ZAYN,31235,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
70,Waffen,"RAF Camora",30925,https://open.spotify.com/track/27CUvggbN4O6ASZEsExeAi
71,"Finesse - Remix; feat. Cardi B","Bruno Mars",30831,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
72,Leiser,LEA,30659,https://open.spotify.com/track/4k5ripwnTRXiOzXUEGhXSz
73,"You Owe Me","The Chainsmokers",30243,https://open.spotify.com/track/1USJRpWDFhxwhCajPXBeel
74,"Kleiner Cabrón",Veysel,30143,https://open.spotify.com/track/18B8O0dI8RANa7Kx9vyemO
75,"I Fall Apart","Post Malone",30096,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
76,"Feel Good","Felix Jaehn",29600,https://open.spotify.com/track/6ULQ6ZRc7JuVutRMy6gfgc
77,Senorita,"Kay One",29328,https://open.spotify.com/track/5OHOykHs3Ct2pgbqod8uMD
78,"Lonely Together (feat. Rita Ora)",Avicii,29262,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
79,"Rewrite The Stars","Zac Efron",29202,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
80,"I Believe I'm Fine","Robin Schulz",27979,https://open.spotify.com/track/2i3WO0WkrlnrA1I4GdUmxh
81,"Love Me Like",Kamaliya,27821,https://open.spotify.com/track/2Yd6pgx0BUrvTuNZK4FzKx
82,"This Is Me","Keala Settle",27733,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
83,"Stir Fry",Migos,27503,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
84,"All Falls Down (feat. Juliander)","Alan Walker",27350,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
85,"Chabos wissen wer der Babo ist (feat. Nimo, Luciano, Soufian, Eno) - Young Babos Remix",Haftbefehl,27110,https://open.spotify.com/track/4lRuHiE5knmoHcMaNhW0me
86,"Solo Dance","Martin Jensen",27037,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
87,"Ketten Cartier",Azet,26892,https://open.spotify.com/track/3bMNtFiYXbG8cQy65AvKPf
88,"Olé Olé","Capital Bra",26761,https://open.spotify.com/track/4v4ZuW2tjSyyci2BcE5bTp
89,"Bon Voyage","Miami Yacine",26713,https://open.spotify.com/track/1VfSu8qtTf5PMi3d8XVZGj
90,Believer,"Imagine Dragons",26658,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
91,"Réseaux - K¡K¡ Remix",Niska,26152,https://open.spotify.com/track/3BORnh3lPd7UbhdFh9Bcsf
92,"9 Milly",Azet,25577,https://open.spotify.com/track/2vIZ2BKgzCFPF2qqUXVS3R
93,"Glorious (feat. Skylar Grey)",Macklemore,25550,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
94,"Want You Back","5 Seconds of Summer",25467,https://open.spotify.com/track/2Pvr8rYuh5J8V7QglJhH6W
95,"Heute mit mir",Nimo,25428,https://open.spotify.com/track/7fUWZUNj5qbEuoL6K9947g
96,"Without You (feat. Sandro Cavazza)",Avicii,25339,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
97,"Palmen aus Plastik","Bonez MC",25320,https://open.spotify.com/track/6wHRm1KR8pzVDPdmR6Qovj
98,Kogong,"Mark Forster",25103,https://open.spotify.com/track/2rv1aetlu3MEQ5sJWJuMG1
99,"Alles probiert","RAF Camora",24983,https://open.spotify.com/track/4NrwzWgZfNHb7dpNrEEQqX
100,"XO Tour Llif3","Lil Uzi Vert",24964,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
101,Bros,RIN,24601,https://open.spotify.com/track/0mG6upCcUF0Qvq08FnjRDZ
102,Dura,"Daddy Yankee",24340,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
103,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",24333,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
104,"Never Wanna Hurt You (Bad Love, Baby)",Kamaliya,24216,https://open.spotify.com/track/6NTwDkQzaBBOdL5PKGsX3i
105,"Too Good At Goodbyes","Sam Smith",24176,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
106,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,23858,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ
107,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",23793,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
108,OK,"Robin Schulz",23745,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS
109,"Something Just Like This","The Chainsmokers",23728,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
110,Bombay,JAZN,23532,https://open.spotify.com/track/3DtSEQk9ffHw87Ayfk8KXQ
111,"Mad Love","Sean Paul",23297,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
112,"Man's Not Hot","Big Shaq",23126,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
113,Congratulations,"Post Malone",23088,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
114,Knöcheltief,Trettmann,22509,https://open.spotify.com/track/1qfM92o8OuFfWouqqfUBF8
115,MHM,"Yung Hurn",22347,https://open.spotify.com/track/6CZeMl2DRfJUYqxD5QLGuF
116,Unforgettable,"French Montana",22253,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
117,"Like A Riddle (feat. Hearts & Colors, Adam Trigger)","Felix Jaehn",22122,https://open.spotify.com/track/6nvpJPsnsLSuJM10wg0qJ1
118,"Rich Love (with Seeb)",OneRepublic,22040,https://open.spotify.com/track/7aF09WaavZAmAWuUeYxlYD
119,Lullaby,Sigala,22020,https://open.spotify.com/track/5xzCzOAOfRi4DOttSzvznR
120,Millionär,"187 Strassenbande",21894,https://open.spotify.com/track/6mw02h3qbWmuq2bJCRjRAe
121,AMG2,"Azzi Memo",21850,https://open.spotify.com/track/2xYoWWLcFjYQsEvsKqof3P
122,"Next To Me","Imagine Dragons",21672,https://open.spotify.com/track/7EUfNvyCVxQV3oN5ScA2Lb
123,Mama,"Jonas Blue",21439,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
124,"How Long","Charlie Puth",21365,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
125,"Wie Falco",Nimo,21170,https://open.spotify.com/track/6ZyLo7sln0QFP7YXqgXCU8
126,"'Till I Collapse",Eminem,21158,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT
127,"Wonderwall - Remastered",Oasis,20934,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
128,"eine ins leben","Pizzera & Jaus",20817,https://open.spotify.com/track/25V3y1lVPuZ09ZcmliMAmQ
129,Tired,"Alan Walker",20746,https://open.spotify.com/track/3b5Li4QKDVBx1x7fQuu54a
130,"Your Song","Rita Ora",20590,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
131,"Symphony (feat. Zara Larsson)","Clean Bandit",20504,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
132,"Summer Air",ItaloBrothers,20451,https://open.spotify.com/track/0V9cosR5jWa4fr2koARmhD
133,"Lambo Diablo GT (feat. Nimo)",Capo,20324,https://open.spotify.com/track/6HxFJbQahRd5rWQ752D710
134,"Monica Bellucci",RIN,20211,https://open.spotify.com/track/6PGFzy8ZC4rYbx1dyP3dQi
135,Murcielago,"KC Rebell",20186,https://open.spotify.com/track/39qlqpwVzRkQP6WsILfIB5
136,"Friends (with BloodPop®)","Justin Bieber",20089,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
137,Spotlight,Marshmello,20004,https://open.spotify.com/track/6VrCmhRBFnuGKmtNfk4jDs
138,"Is It Love? (feat. Kool Savas)","Rea Garvey",19979,https://open.spotify.com/track/422iWQb30fYWnizucb5Tf2
139,"Nummer 1",Zuna,19848,https://open.spotify.com/track/3sgGmPQD2J6aQduN36RDBO
140,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",19784,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
141,"Nema bolje","Jala Brat",19784,https://open.spotify.com/track/0fj95D2DF2DgzY1RaR6NBY
142,"Zieh' den Rucksack aus",Kollegah,19742,https://open.spotify.com/track/6F0fXw4G0dqRWJnvWPZM67
143,"Nice Girl 2.0",Ufo361,19676,https://open.spotify.com/track/607TgBgbTvP8CTgIHN0R6q
144,"Go Flex","Post Malone",19542,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
145,"The Night We Met","Lord Huron",19535,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK
146,"Don't Stop Believin'",Journey,19430,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
147,HUMBLE.,"Kendrick Lamar",19197,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
148,hooligans,"Pizzera & Jaus",19094,https://open.spotify.com/track/6GcFdP0ZBWfwUgJlhnDRdt
149,Lampedusa,YONII,19021,https://open.spotify.com/track/111SUuReUmF6DtYFBWDLLQ
150,BILLY,6ix9ine,18883,https://open.spotify.com/track/7bRRHQelMfrP86QYQlCsAq
151,"Strip That Down","Liam Payne",18659,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
152,"Late Check-Out",Fler,18599,https://open.spotify.com/track/2uu5nec4ojvPt0LE2qsw0t
153,Vienna,"RAF Camora",18454,https://open.spotify.com/track/6qCsTRYKBTzde2oBsFq5fP
154,"Please Don't Lie","Hugo Helmig",18392,https://open.spotify.com/track/5dEIB07iXAF6iADQEe6qpe
155,"Miss You (with Major Lazer & Tory Lanez)","Cashmere Cat",18368,https://open.spotify.com/track/0as7lPxkBPctZ7uVmchRNM
156,"No Limit",G-Eazy,18324,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
157,"Climb Every Mountain (""The Sound of Music"" Revisited)","The Makemakes",18211,https://open.spotify.com/track/5rGfLbkEYMbZtFvpDLoPKL
158,"Scared to Be Lonely","Martin Garrix",18195,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
159,Roots,"RAF Camora",18100,https://open.spotify.com/track/4ZvS3wPyuNaiHefG9bJsBX
160,"Galway Girl","Ed Sheeran",18009,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
161,"Call On Me - Ryan Riback Extended Remix",Starley,17941,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
162,"The Ways (with Swae Lee)",Khalid,17825,https://open.spotify.com/track/5jyyPsIGM2yqkZN9R3TmvN
163,Safari,Maxwell,17784,https://open.spotify.com/track/6hjck7ERXicpsW51UkdHCA
164,Attention,"Charlie Puth",17779,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
165,"Go Fuck Yourself","Two Feet",17763,https://open.spotify.com/track/3VAeTjREoKPY1exOXR4oBm
166,"Cool (feat. Marc E. Bassy, Gucci Mane)","Felix Jaehn",17762,https://open.spotify.com/track/3Ij7tqW9jVJ41dG06MZkFU
167,Anyway,"Tyron Hapi",17742,https://open.spotify.com/track/77ngtwBosDuAwiQu8afOOQ
168,"Found What I've Been Looking For","Tom Grennan",17719,https://open.spotify.com/track/4Hn5Jhz7OAdfTqrKZzN0tf
169,"Young Dumb & Broke",Khalid,17663,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
170,"Gucci Gang","Lil Pump",17654,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
171,Vorankommen,Luciano,17651,https://open.spotify.com/track/1jaVHAdoEONRCrcNvRtCFY
