,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,164089,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
2,FRIENDS,Marshmello,162201,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
3,"God's Plan",Drake,141891,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
4,"Sick Boy","The Chainsmokers",128277,https://open.spotify.com/track/2JfXj2TERIkHwJpnG9f8uX
5,"Leave a Light On","Tom Walker",116933,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
6,"Psycho (feat. Ty Dolla $ign)","Post Malone",112748,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
7,IDGAF,"Dua Lipa",111677,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
8,Kriminell,Azet,101606,https://open.spotify.com/track/6BPbNmOnVGHxVWRqeWvJaJ
9,SAD!,XXXTENTACION,95515,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
10,"The Middle",Zedd,93192,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
11,Magisch,Olexesh,91853,https://open.spotify.com/track/4gnuy9VBU2GGrN60UMB79t
12,"River (feat. Ed Sheeran)",Eminem,89623,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
13,"Was du Liebe nennst",Bausa,83544,https://open.spotify.com/track/2hIY4sjfMeKwXXh2LvhrMo
14,Crazy,"Lost Frequencies",81275,https://open.spotify.com/track/1ZtEZjYb4e0V0gqwRYeeAY
15,Rooftop,"Nico Santos",79071,https://open.spotify.com/track/637yH6Qs3wXdgjPjO7QGdr
16,"Say Something (feat. Chris Stapleton)","Justin Timberlake",77783,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
17,rockstar,"Post Malone",74346,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
18,Primo,"RAF Camora",73593,https://open.spotify.com/track/7y5chiQbuvviOYUfUmOPqo
19,Power,Ufo361,73131,https://open.spotify.com/track/4xAWQ2iRnQy35YRKgwBjES
20,Mine,Bazzi,73040,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
21,Corleone,"RAF Camora",72437,https://open.spotify.com/track/5muvgRZXDU9DBmKcOolqkw
