,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1712160,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,"Savage Love (Laxed - Siren Beat)","Jawsh 685",1498378,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
3,"Roses - Imanbek Remix","SAINt JHN",1330181,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
4,"Breaking Me",Topic,1266702,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
5,"Watermelon Sugar","Harry Styles",1244859,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
6,"Blinding Lights","The Weeknd",1198405,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
7,"Rain On Me (with Ariana Grande)","Lady Gaga",970353,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
8,"Party Girl",StaySolidRocky,944961,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
9,"Break My Heart","Dua Lipa",907407,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
10,"death bed (coffee for your head)",Powfu,899696,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
11,"Go Crazy","Chris Brown",883728,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
12,Supalonely,BENEE,875162,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
13,"Stuck with U (with Justin Bieber)","Ariana Grande",872076,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
14,"Toosie Slide",Drake,847857,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
15,"Intentions (feat. Quavo)","Justin Bieber",796572,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
16,"GO (feat. Juice WRLD)","The Kid LAROI",735464,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew
17,"Don't Start Now","Dua Lipa",725611,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
18,"How You Like That",BLACKPINK,719798,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
19,"Be Kind (with Halsey)",Marshmello,711531,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
20,"ily (i love you baby) (feat. Emilee)","Surf Mesa",694761,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
21,"Someone You Loved","Lewis Capaldi",685791,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
22,"Blueberry Faygo","Lil Mosey",675579,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
23,"Sunday Best",Surfaces,670876,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
24,"This City","Sam Fischer",664803,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
25,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",663622,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
26,"Look into My Eyes",Brando,657055,https://open.spotify.com/track/7qF4tAE0PF6XJFEor6jQni
27,"Rover (Remix) [feat. Hooligan Hefs, Youngn Lipz and Hooks]",S1mba,655210,https://open.spotify.com/track/052Yyc2Jglj64e5CMbqdF4
28,"Before You Go","Lewis Capaldi",649676,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
29,"Some Say - Felix Jaehn Remix",Nea,648489,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
30,"Dance Monkey","Tones And I",630181,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
31,"Pump It Up",Endor,623972,https://open.spotify.com/track/0GiwV6v3AgJfdu59tj719Y
32,Circles,"Post Malone",619306,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
33,"Lose Somebody",Kygo,616356,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
34,Secrets,Regard,615189,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
35,"Chicago Freestyle (feat. Giveon)",Drake,582061,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
36,GOOBA,6ix9ine,577731,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
37,"The Box","Roddy Ricch",570405,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
38,"Live In Life","The Rubens",560061,https://open.spotify.com/track/5zpGxLGLxQvgQzO8jYTzAU
39,"If the World Was Ending - feat. Julia Michaels","JP Saxe",555731,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
40,"WHATS POPPIN","Jack Harlow",550764,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
41,"THE SCOTTS","THE SCOTTS",538761,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
42,"Adore You","Harry Styles",536868,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
43,"In Your Eyes","The Weeknd",531255,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
44,"Ride It",Regard,520891,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
45,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",511495,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
46,"Rover (feat. DTG)",S1mba,510104,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
47,"After Party","Don Toliver",498454,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
48,"Boss Bitch","Doja Cat",494768,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
49,"Say So","Doja Cat",489872,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
50,"You should be sad",Halsey,488432,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
51,Memories,"Maroon 5",480009,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
52,Falling,"Trevor Daniel",438597,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
53,"I'm Good?","Hilltop Hoods",430612,https://open.spotify.com/track/1EuI95kVxZYLbENy8d6AOI
54,"Ur So F**kInG cOoL","Tones And I",430535,https://open.spotify.com/track/6KiEsqGg0HBOSMflVH7Onx
55,July,"Noah Cyrus",425988,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB
56,"Rushing Back",Flume,412777,https://open.spotify.com/track/2zoNNEAyPK2OGDfajardlY
