,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1670227,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,"Savage Love (Laxed - Siren Beat)","Jawsh 685",1580986,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
3,"Roses - Imanbek Remix","SAINt JHN",1286185,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
4,"Watermelon Sugar","Harry Styles",1251013,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
5,"Breaking Me",Topic,1239829,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
6,"Blinding Lights","The Weeknd",1166683,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
7,"Rain On Me (with Ariana Grande)","Lady Gaga",938529,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
8,"Go Crazy","Chris Brown",915691,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
9,"Break My Heart","Dua Lipa",876429,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
10,"Party Girl",StaySolidRocky,872356,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
11,Supalonely,BENEE,859309,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
12,"death bed (coffee for your head)",Powfu,844644,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
13,"Stuck with U (with Justin Bieber)","Ariana Grande",842185,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
14,"Toosie Slide",Drake,788262,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
15,"Intentions (feat. Quavo)","Justin Bieber",765954,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
16,"Some Say - Felix Jaehn Remix",Nea,741768,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
17,"Be Kind (with Halsey)",Marshmello,708113,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
18,"Don't Start Now","Dua Lipa",696019,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
