,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,147774,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
2,"Sick Boy","The Chainsmokers",147452,https://open.spotify.com/track/2IKZkwHI5zsZf70STuhvOX
3,"God's Plan",Drake,145943,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
4,"River (feat. Ed Sheeran)",Eminem,119500,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
5,"Leave a Light On","Tom Walker",113373,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
6,FRIENDS,Marshmello,109869,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
7,"Was du Liebe nennst",Bausa,109260,https://open.spotify.com/track/2hIY4sjfMeKwXXh2LvhrMo
8,Rooftop,"Nico Santos",95479,https://open.spotify.com/track/637yH6Qs3wXdgjPjO7QGdr
9,Crazy,"Lost Frequencies",93693,https://open.spotify.com/track/1ZtEZjYb4e0V0gqwRYeeAY
10,IDGAF,"Dua Lipa",90292,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
11,rockstar,"Post Malone",88667,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
12,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",86043,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
13,Primo,"RAF Camora",84383,https://open.spotify.com/track/7y5chiQbuvviOYUfUmOPqo
14,"Let You Down",NF,79893,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
15,"Him & I (with Halsey)",G-Eazy,79391,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
16,Wolves,"Selena Gomez",78872,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
17,"Qa bone",Azet,78834,https://open.spotify.com/track/6X0pg9AHaLYLq8Cy5j8Suz
18,"Échame La Culpa","Luis Fonsi",78112,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
19,"Gotham City","RAF Camora",77704,https://open.spotify.com/track/2axf5shPhjS8qdaGr5MWaS
20,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",76559,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
21,"Havana (feat. Young Thug)","Camila Cabello",76175,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
22,Silence,Marshmello,74525,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
