,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Goutte d'eau,Ninho,4691293,https://open.spotify.com/track/5ojNTROUJJgCFFbdD3xTZn
2,Khapta,Heuss L'enfoir?,2488086,https://open.spotify.com/track/6stxV2bl7xSiPUornxwyNR
3,7 rings,Ariana Grande,1459135,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
4,Tout oublier,Ang?le,1369904,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
5,Les m?chants,Heuss L'enfoir?,1317060,https://open.spotify.com/track/0r64LBR8RlnXcdd5HTFubd
6,Trop beau,Lomepal,1296665,https://open.spotify.com/track/4WB9OeauHXnGOMUK4s80gM
7,1000ÅãC,Lomepal,1183479,https://open.spotify.com/track/6l7PqWKsgm4NLomOE7Veou
8,Malade,Rom?o Elvis,1138780,https://open.spotify.com/track/0MEriM1ajYAQOZTzLSz7o7
9,Sale mood,Bramsito,1120346,https://open.spotify.com/track/7oxSh7uiB74lWGVIv2Qtlm
10,Shallow,Lady Gaga,1107806,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
11,Sweet but Psycho,Ava Max,1066869,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
12,Gun salute,Kaaris,1060250,https://open.spotify.com/track/5UgUGPknu6JRgawaJAO9rX
13,On Fleek,Eva,1034655,https://open.spotify.com/track/4MSFxqmkiMxq7e61jTqgqt
14,Madrina,Maes,1030467,https://open.spotify.com/track/4miiqu2dxOhBguQDHtqssH
15,HS (feat. SCH),Hamza,919794,https://open.spotify.com/track/3Orh7rBLR3SbekWQQs3N1L
16,MIA (feat. Drake),Bad Bunny,889088,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
17,La dot,Aya Nakamura,885893,https://open.spotify.com/track/3aRgAfrt6aQW8IimLq2aVG
18,Aventador,Koba LaD,880115,https://open.spotify.com/track/4je4fmupGLC9rTN4VgZRgY
19,PGP,Booba,867770,https://open.spotify.com/track/38Eq6RgIxOdt4twqyVAPCn
20,Giant (with Rag'n'Bone Man),Calvin Harris,850071,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
21,"break up with your girlfriend, i'm bored",Ariana Grande,835947,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
22,Oh Man,Jain,818229,https://open.spotify.com/track/0F3fscqwFqD52Tpbep5hBW
23,Say My Name,David Guetta,791890,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
24,High Hopes,Panic! At The Disco,785251,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
25,Speechless (feat. Erika Sirola),Robin Schulz,727342,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
26,Balance ton quoi,Ang?le,683639,https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa
27,Ma 6t a craqu? (feat. Ninho),Kpoint,677269,https://open.spotify.com/track/2KtpMkc1TS1FMwy9FR0gCM
28,Sheitana (feat. Ninho),Hornet La Frappe,671467,https://open.spotify.com/track/1GOIfWQmA3Tp6GlwcCd35K
29,Notif,Shay,668584,https://open.spotify.com/track/4K6xOnJQowVf9QL5Qrr86A
30,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,668276,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
31,Boom Bye Bye,Diplo,668039,https://open.spotify.com/track/3JgDeryfh6Z9P0b8plZTwF
32,L'enfoir?,Heuss L'enfoir?,663452,https://open.spotify.com/track/2S8wxDFED8PAo4ZqhyMRh2
33,R?demption,RK,660690,https://open.spotify.com/track/2ZyJthCTd4r7yLIWuIxFcb
34,Mauvais,GLK,650253,https://open.spotify.com/track/3ABwQntK8i49EGOd3SSj7Q
35,Dingue,PLK,640638,https://open.spotify.com/track/4a4cTUsFiyPN8jaHt2xf18
36,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,621357,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
37,Binks to Binks 6,Ninho,610369,https://open.spotify.com/track/4zrEmFA3R3JngfWR70zu3w
38,Zolabeille,Zola,605130,https://open.spotify.com/track/30KebKTywCUJuheOI8RG8a
39,Calma - Remix,Pedro Cap?,602237,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
40,Dancing With A Stranger (with Normani),Sam Smith,587694,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
41,Like I Love You (feat. The NGHBRS),Lost Frequencies,585533,https://open.spotify.com/track/30K9xVNSog0DVr5ey5yVoY
42,Billets verts,Maes,580308,https://open.spotify.com/track/3uTNli5uz5rNOqD6qZFi8L
43,R?ves bizarres (feat. Damso),Orelsan,573049,https://open.spotify.com/track/7lhuM9WUqdThw72dCBRmQW
44,Aristocrate,Heuss L'enfoir?,560326,https://open.spotify.com/track/7gNlaZaMIjRUfnAYd9Dvmt
45,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,556444,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
46,Baila Baila Baila,Ozuna,553434,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
47,FeFe,Koba LaD,543772,https://open.spotify.com/track/369Vi2C4a73xhxhowHNbSR
48,Air Max,Rim'K,540515,https://open.spotify.com/track/0RTvfKVdkt10ATfJ8BjMEI
49,Solo,Lacrim,532646,https://open.spotify.com/track/6z98rQO7KJLzFAkFflWsjf
50,Be Alright,Dean Lewis,511700,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
51,Benda,Heuss L'enfoir?,511509,https://open.spotify.com/track/7gX2hqFLQKjiJwK8gZVofe
52,Moonlight,XXXTENTACION,496851,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
53,Tiago,Kendji Girac,489801,https://open.spotify.com/track/63eflEIBAF5VmO5AdVuZF7
54,La grenade,Clara Luciani,488923,https://open.spotify.com/track/7ixCRBD0FZMRBeOBhTu2KD
55,? nos souvenirs,Trois Caf?s Gourmands,477025,https://open.spotify.com/track/4h3SqMd5F16XJVdGp5fsZG
56,Let You Love Me,Rita Ora,474876,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
57,Pookie,Aya Nakamura,469157,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD
58,Copines,Aya Nakamura,466817,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
59,Faut que,13 Block,458420,https://open.spotify.com/track/6ixl3fFKqrqBZcF6IDm6OP
60,George moula,Heuss L'enfoir?,457769,https://open.spotify.com/track/0VR4lX58CIL6AaOnYD99UK
61,Moonlight,Gaullin,457734,https://open.spotify.com/track/0A5gdlrpAuQqZ2iFgnqBFW
62,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,454788,https://open.spotify.com/track/7dbka99KTWke5o9hRp0JoB
63,Maladie,Lacrim,451095,https://open.spotify.com/track/77aOXWFLIUhIHbSwxzM2Yo
64,Jaloux,Dadju,446755,https://open.spotify.com/track/4z1gMvWV2ofN66kDuieHMq
65,Tu ne le vois pas (feat. Dadju),GIMS,446640,https://open.spotify.com/track/3Saj2Z6EREWpbbXzERwYye
66,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,446187,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
67,bury a friend,Billie Eilish,445347,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
68,"thank u, next",Ariana Grande,440582,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
69,Later Bitches,The Prince Karma,440451,https://open.spotify.com/track/2MhnrAz9dreS8zLzEuDflG
70,Octogone,Kaaris,428248,https://open.spotify.com/track/4groJLnv4zXjUZlhipBpXR
71,Feu de bois,Damso,425926,https://open.spotify.com/track/4L0Iwsk1s8cbdBcEgdm8K5
72,Ramenez la coupe ? la maison,Vegedream,425798,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
73,Vitesse,Landy,423244,https://open.spotify.com/track/0nYiryEA1YyZWpbIxKtStQ
74,Mala,YL,418793,https://open.spotify.com/track/1e8kL99xkNRP41H1wsGX4W
75,Eh boy,Bol?mvn,413904,https://open.spotify.com/track/4DFF7vvexTO6R2yamSNp19
76,Ta reine,Ang?le,411383,https://open.spotify.com/track/3iXhLi33EpUfcOwasC8un1
77,Hey DJ - Remix,CNCO,409379,https://open.spotify.com/track/3cR5ZtQ4JqGj4VHBb1gvFf
78,Mon?gasque,PLK,405847,https://open.spotify.com/track/52iVuTAP70Gy1Uy9xkr2No
79,X-men,Lomepal,404331,https://open.spotify.com/track/6A3bL3MlU0l54kKlgpw0UT
80,Train de vie,Koba LaD,404282,https://open.spotify.com/track/6FqNHDHEsUTKqVWXBkMd9y
81,On s'est manqu? (feat. Eva Guess),RIDSA,399595,https://open.spotify.com/track/7B9BjQzugAygkzhWRwRtFq
82,Djadja,Aya Nakamura,398160,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
83,KYLL,M?dine,396327,https://open.spotify.com/track/1VYTP4prOc62xQe1KWf3S5
84,Natural,Imagine Dragons,396084,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
85,Bad Liar,Imagine Dragons,393612,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
86,Roi,Bilal Hassani,392077,https://open.spotify.com/track/6bpHyk5xd0JL1cl99fJeCI
87,Exo Plan?te,Kaaris,388553,https://open.spotify.com/track/2sp5zrXnsv3BD4zoOdIo2L
88,D?brouillard,Kaaris,388469,https://open.spotify.com/track/5hYfXfLP8FL3v0zJlv2zUG
89,Promises (with Sam Smith),Calvin Harris,382591,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
90,La v?rit?,Lomepal,382052,https://open.spotify.com/track/1H0OfL0clmcI1odODWD2DS
91,L'addition,Heuss L'enfoir?,380026,https://open.spotify.com/track/1ghiKwcxcqwfSapcrHv5Bs
92,Comme tu es (feat. Alonzo),Jok'air,378457,https://open.spotify.com/track/6ZlJa5vJpvLBOalRVqTvek
93,Bloody,Lacrim,374594,https://open.spotify.com/track/5HuoyEeA91kyy4OixKbfvR
94,A chaque jour...,Dosseh,372462,https://open.spotify.com/track/0Vi7aOPdOU683VUfZ79c0d
95,Je te le donne (en duo avec Slimane),Vitaa,370888,https://open.spotify.com/track/4yjqpsuyrbjyXHB6rC0mWo
96,Mama,Maes,369703,https://open.spotify.com/track/3XbxOKMhF5DnOYue7JMsYm
97,Con Calma,Daddy Yankee,369573,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
98,Ma Go Sure,Vegedream,366845,https://open.spotify.com/track/0UBA6zYjGWJwPzowdunlLt
99,Aieaieouille,Kaaris,364855,https://open.spotify.com/track/5WpIIZ8PGiBL7353UNdwyZ
100,Happier,Marshmello,361949,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
101,Gam Gam,Marnik,361053,https://open.spotify.com/track/3kf0ERnVuqQs62SIpj4HN8
102,Bae,RK,360844,https://open.spotify.com/track/5as5HurTt4u7BuFIT5j8am
103,M?mes,Lomepal,360379,https://open.spotify.com/track/2FRnrkO72S9tbqu6eLjq6b
104,Fendi,Ninho,355642,https://open.spotify.com/track/7BtAkqRFQjvOYOq5k5mlCb
105,BB,Booba,355597,https://open.spotify.com/track/0YCMh9HQkRpAtkj0i1sZqH
106,Bella,MHD,355488,https://open.spotify.com/track/0O4XHiuVt3dBaOzSI49BtF
107,Always Remember Us This Way,Lady Gaga,355118,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
108,Paradise (feat. Benjamin Ingrosso),Ofenbach,352494,https://open.spotify.com/track/50SEeQXOJgaXPv2S0v7ded
109,Ouais ouais,Zola,351943,https://open.spotify.com/track/3mkhFrhySGu8xhlWDRxhUc
110,Sucette (feat. Niska),Aya Nakamura,351057,https://open.spotify.com/track/3qHs2PoiJMPvdxgyRSvqAl
111,Ne m'en veux pas,KeBlack,343405,https://open.spotify.com/track/2SZugFCZTiDEZX7FEqGvwn
112,Rockstar,Soolking,342250,https://open.spotify.com/track/5W3DfkKaK3aXBI4A447ilC
113,Wow.,Post Malone,339896,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
114,Hit Sale (feat. Rom?o Elvis),Therapie TAXI,338512,https://open.spotify.com/track/3yndKI4zWEyC36BQYrdKBA
115,SAD!,XXXTENTACION,332935,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
116,HRTBRK #2,Kaza,332148,https://open.spotify.com/track/3ffP1DZrG2YtPYkj8Y9h9O
117,B?b?,MHD,329861,https://open.spotify.com/track/2sjJrFhDT0oP3fyCocTVyX
118,?videmment,Lomepal,329357,https://open.spotify.com/track/43yYuYeSOOupBHOkH9pRtF
119,Adieu bient?t,Columbine,325966,https://open.spotify.com/track/17y8kqTbNDd9QM3j6yln4g
120,Bohemian Rhapsody - Remastered 2011,Queen,323158,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
121,Nina,YL,322115,https://open.spotify.com/track/0qAoiRLhlcXTkXH6IbBcss
122,Rolls (feat. Lacrim),Hornet La Frappe,321417,https://open.spotify.com/track/3iYv5nIthPXesF0DeuhmVL
123,Don't Call Me Up,Mabel,319751,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
124,La thune,Ang?le,318266,https://open.spotify.com/track/3iBOe7U7kRPNIoL3QLCVu2
125,Un Poco,Ninho,315648,https://open.spotify.com/track/3MVTefqbeNX5yHFOmnHy3X
126,Dalida,Soolking,308282,https://open.spotify.com/track/7vSQVx20cqaYOVAVJwj00p
127,W.L.G,Niska,307954,https://open.spotify.com/track/13E2wgUjmdunrlq3Vbxv8T
128,Falling Down - Bonus Track,Lil Peep,306151,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
129,Happy Now,Kygo,304930,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
130,Yeux disent,Lomepal,303357,https://open.spotify.com/track/0RsI4r9abN1pSFJro36Hon
131,Plus tard,Bigflo & Oli,300260,https://open.spotify.com/track/6KXZwMCjsRzhkJ3ccnYUJ8
132,In My Mind,Dynoro,300133,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
133,T'es o? ?,Marwa Loud,299301,https://open.spotify.com/track/5YJkwOWNGM3IAyMK1FmlIj
134,D?saccord?,Vald,299005,https://open.spotify.com/track/4ueL4j6iOPX23UG5VsvGrm
135,Jon Snow,Lacrim,297870,https://open.spotify.com/track/5WdsbWV7VXCLJWzGeh6qIV
136,?motif (Booska 1H),PLK,295012,https://open.spotify.com/track/1O2mX6MrjsJlkCGEF0TVWL
137,Without Me,Halsey,294867,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
138,La C,Koba LaD,290795,https://open.spotify.com/track/5PtFV78R0DRvzsTqk1S0Vt
139,Ma che beaut?,Jul,290702,https://open.spotify.com/track/0XXooKwo0L6gxn0OxZFDXw
140,Plus de larmes,Lomepal,288279,https://open.spotify.com/track/2MknoFgWs0xJshIAGfGgf1
141,CHARME,Lartiste,284595,https://open.spotify.com/track/6LFsWYtGhLWNffVWpblw5O
142,Cigarette,Kaaris,283864,https://open.spotify.com/track/1rTqrw4djb392jhfELKSl3
143,M.I.L.S 2.0,Ninho,282869,https://open.spotify.com/track/1qRZfv2ZbAZGPnfbIV3YvD
144,Le temps est bon,Bon Entendeur,279624,https://open.spotify.com/track/4WBDVbKHiNHmFpPLuBHYdu
145,Smog,Damso,277916,https://open.spotify.com/track/1h1wmYG39fp6ZTgwlJ3Cv3
146,91's,PNL,277027,https://open.spotify.com/track/4tol1MDcpILru9sy04rkel
147,Thunderclouds,Sia,276893,https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP
148,Come and Get Your Love - Single Version,Redbone,274944,https://open.spotify.com/track/4vjd5hp6WzxNqYXPKYadMs
149,Genius,Sia,274416,https://open.spotify.com/track/3qGDwGqdyFq3faUU4BmhdY
150,Le Dyonisien,Landy,274061,https://open.spotify.com/track/30aOcmDgFhTAJlrujqup3f
151,Better When You're Gone,David Guetta,272252,https://open.spotify.com/track/4Tvw0lweq9l2JPQKFbpbBQ
152,Petite fille,Booba,271421,https://open.spotify.com/track/68t93W7Mdwlvia5CpHNsBM
