,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Tricheur,Nekfeu,4842297,https://open.spotify.com/track/5ZwRTJD1bTACtIuW5Iibnu
2,Cheum,Nekfeu,3207640,https://open.spotify.com/track/3eG36tERWexe2lm75Ea3Y8
3,Dans l'univers,Nekfeu,3205854,https://open.spotify.com/track/3OmMEncU5Z8hZJVKwAMZpk
4,Elle pleut,Nekfeu,3125374,https://open.spotify.com/track/31ljIjVJOgopnyNposqPhm
5,Les ?toiles vagabondes,Nekfeu,2716223,https://open.spotify.com/track/1FN3Bo2tGTBxvEb5b83vFV
6,Alunissons,Nekfeu,2661705,https://open.spotify.com/track/48MQ3gJuiksM6zyLPRTFKj
7,Voyage l?ger,Nekfeu,2643909,https://open.spotify.com/track/0sSvwmaVvkcIARs3uaLmlj
8,MOWGLI II,PNL,2608140,https://open.spotify.com/track/1w2OwBeojIZI8hTI5WkMkV
9,Takotsubo,Nekfeu,2484039,https://open.spotify.com/track/2SlzpQnpdEetONMktRWUKS
10,Menteur menteur,Nekfeu,2441260,https://open.spotify.com/track/5BX0UF54txMgYG73sVNeJJ
11,Premier pas,Nekfeu,2287659,https://open.spotify.com/track/6vsaj9lO1gyNjRmfIz0CTj
12,Le bruit qui court,Nekfeu,2284443,https://open.spotify.com/track/7rOhUcPhUnEmOLXLtNjuZO
13,Ciel noir,Nekfeu,2244835,https://open.spotify.com/track/2613pAp7RThnv3hjAfNn8m
14,Compte les hommes,Nekfeu,2113043,https://open.spotify.com/track/6j0sTlEg74brXngEeMQ5mJ
15,Elle est bonne sa m?re,Vegedream,2103419,https://open.spotify.com/track/6F8Caj9u2wk5hmbFuKK6Pa
16,De mon mieux,Nekfeu,2077466,https://open.spotify.com/track/7Dk92DM38obUOQknmSDku6
17,?É…? É®ÉøÉ…?,Nekfeu,2033744,https://open.spotify.com/track/6ky5QlD64Sq1NMb9BkmIJw
18,M?dicament,Niska,1905856,https://open.spotify.com/track/55mCsKCo4bPuYtZvHppp8z
