,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Elle est bonne sa m?re,Vegedream,1963251,https://open.spotify.com/track/7j56bK7gq6iV7zsD6lbP4J
2,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,1912325,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
3,Se?orita,Shawn Mendes,1669298,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
4,Old Town Road - Remix,Lil Nas X,1531270,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
5,M?dicament,Niska,1403216,https://open.spotify.com/track/55mCsKCo4bPuYtZvHppp8z
6,Tricheur,Nekfeu,1268162,https://open.spotify.com/track/7C7GtWZmyicqjBDbAWPsCp
7,Du lundi au lundi,Niska,1223344,https://open.spotify.com/track/2rJwZ2hpAm35mpqf5Ceuh9
8,JTC,Kalash,1173931,https://open.spotify.com/track/2IlBgMGbkKDfu7qveyT9AB
9,JCVD,Jul,1139957,https://open.spotify.com/track/10iesoGb4mCYTcur1QfdO9
10,Probl?mes,PLK,1096931,https://open.spotify.com/track/5Q9gwUMjyhkgrQCB3EzIEZ
11,Maman ne le sait pas (feat. Niska),Ninho,1047979,https://open.spotify.com/track/5c2HadbVTsMKjja4gohEFI
12,I Don't Care (with Justin Bieber),Ed Sheeran,1029951,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
13,Bitch (feat. Vald),Lefa,1015248,https://open.spotify.com/track/65hdAdd1skq94ecWH4vfJI
14,Pookie,Aya Nakamura,990855,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD
15,Compliqu?,Dadju,919539,https://open.spotify.com/track/2On7uB8PN8JJmBNsms8unQ
16,Con Calma,Daddy Yankee,905535,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
17,RR 9.1,Koba LaD,900132,https://open.spotify.com/track/28fP6qcMGPfYOjrx8AOWFn
18,La vie qu'on m?ne,Ninho,894174,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No
19,Soleil,Rom?o Elvis,874501,https://open.spotify.com/track/5SNfvgi4TUwx4Si0lFn3G2
20,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,868911,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
21,L'odeur du charbon,Dosseh,861317,https://open.spotify.com/track/6atrzNHhWlXTolcIKAjSq2
22,Balance ton quoi,Ang?le,852745,https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa
23,Piece Of Your Heart,MEDUZA,849873,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
24,Papers (feat. Ninho),Zola,830209,https://open.spotify.com/track/3vmoC735YdyvsrF0HtbmGn
25,Hola Se?orita,GIMS,820063,https://open.spotify.com/track/5vLEmh5EolySKTvXsyWSOg
26,Don't Call Me Up,Mabel,798523,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
27,Dans l'univers,Nekfeu,789072,https://open.spotify.com/track/2PYXOG6GdxF9sUIH2NfOAD
28,Goutte d'eau,Ninho,750339,https://open.spotify.com/track/0rQbvQpjQ6QeeCAnVRzokf
29,Au DD,PNL,745550,https://open.spotify.com/track/5lCxlSBFyP5g4EhVypAoOu
30,Tel Me,Jul,733113,https://open.spotify.com/track/4ml7hnH3FtGeUDMhzVmnrj
31,Tes parents (feat. Ninho),Leto,731265,https://open.spotify.com/track/0G0ZyEQyc3IBcRnYCvtTwb
32,bad guy,Billie Eilish,676998,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
33,Baila Baila Baila,Ozuna,672137,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
34,Let Me Down Slowly,Alec Benjamin,662179,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
35,Putana,Ninho,657854,https://open.spotify.com/track/5oePa8PlOTPAlRaGs2OZ3A
36,Binks,100 Blaze,647163,https://open.spotify.com/track/1kX5NXQDQbvqhxvisCv1Ok
37,Arc-en-ciel,Booba,630415,https://open.spotify.com/track/07qHCBBSRswIsfs0waYdjC
38,Mirador,Kezah,625769,https://open.spotify.com/track/4j5Bb0saeXmiz62XIZjcHj
39,All Around The World (La La La),R3HAB,616120,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
40,Ma guapa,H?s Copperfield,604071,https://open.spotify.com/track/1pV9HAOC2RzQ9mtbykEkl1
41,Aristocrate,Heuss L'enfoir?,601441,https://open.spotify.com/track/7gNlaZaMIjRUfnAYd9Dvmt
42,Beautiful People (feat. Khalid),Ed Sheeran,596489,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
43,Goodbyes (Feat. Young Thug),Post Malone,591462,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
44,Calma - Remix,Pedro Cap?,590044,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
45,Le temps est bon,Bon Entendeur,581701,https://open.spotify.com/track/0xh5kFdNkx6h7K1z7XpDqX
46,Damdamdeo,Lorenzo,580015,https://open.spotify.com/track/1vYIL16wtreegB3LmHpiav
47,Never Go Back,Dennis Lloyd,576824,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR
48,Quotidien,Koba LaD,571262,https://open.spotify.com/track/2abVYMtriZHHIDGFZFT5ij
49,Le coach (feat. Vincenzo),Soprano,571118,https://open.spotify.com/track/1RighqmKZNqLP9rklJ4HCz
50,Matin,Koba LaD,564084,https://open.spotify.com/track/3COpbW4W1Qab0ZqiHZxdjv
51,Someone You Loved,Lewis Capaldi,550245,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
52,Zem?r,Soolking,544236,https://open.spotify.com/track/68av1mZz0VsIYXJWATZWUW
53,Elle pleut,Nekfeu,542064,https://open.spotify.com/track/4kqsT3yDyJr1KZ2AkM9qfD
54,bad guy (with Justin Bieber),Billie Eilish,540702,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT
55,Cheum,Nekfeu,535026,https://open.spotify.com/track/5dkSQ8ExtSaS5diqiQosOk
56,Haut standing,SCH,516084,https://open.spotify.com/track/7iuIofLDxuD3BXmUmStKWR
57,Rappelle-toi,Naps,505959,https://open.spotify.com/track/6dgLDzgL0JYxFr3PjppsnS
58,Flou,Ang?le,504550,https://open.spotify.com/track/3b89BehicGUgc60pLBo092
59,C'est pas grave,Columbine,504390,https://open.spotify.com/track/7MPC1qtCR74fdc9jNdFHeH
60,Les m?chants,Heuss L'enfoir?,501786,https://open.spotify.com/track/0r64LBR8RlnXcdd5HTFubd
61,Rescue Me,OneRepublic,493563,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
62,Trop beau,Lomepal,486450,https://open.spotify.com/track/4WB9OeauHXnGOMUK4s80gM
63,Khapta,Heuss L'enfoir?,473062,https://open.spotify.com/track/6stxV2bl7xSiPUornxwyNR
64,Oh la folle,Marwa Loud,470810,https://open.spotify.com/track/5fW4TKcWuk4hgasD60JyZv
65,Poss?d?,Djadja & Dinaz,469986,https://open.spotify.com/track/6g8Waa9vcFQP1FElldjfRr
66,Soldi,Mahmood,469085,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
67,CÅfest Elle,Alonzo,453429,https://open.spotify.com/track/7gFue3UseWrimCsI1gdJIE
68,Madrina,Maes,446818,https://open.spotify.com/track/4miiqu2dxOhBguQDHtqssH
69,Kim Jong-il,Ninho,444429,https://open.spotify.com/track/3kNdQLkHijBfHUJTZNy8vn
70,MOWGLI II,PNL,441151,https://open.spotify.com/track/1w2OwBeojIZI8hTI5WkMkV
71,Massa (feat. Mister V),Dinor rdt,437200,https://open.spotify.com/track/3qSorwKiNvpqrT2PrQOUJs
72,Instagram,Dimitri Vegas & Like Mike,436563,https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S
73,Jazz,Eva,428750,https://open.spotify.com/track/2cJb7E0M81nAKl4tkZS3v9
74,Tout oublier,Ang?le,426600,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
75,Liquide,Shay,422734,https://open.spotify.com/track/7tWc8HZfqJSZoK7uukmw8X
76,Me Gusta,DTF,421920,https://open.spotify.com/track/3ezXlfmUHipr8A2pH3uNcQ
77,Tchop,KeBlack,421856,https://open.spotify.com/track/4J1Xsr38zb9BjM6QraKLqK
78,Allez reste (feat. Vianney),Boulevard des Airs,421236,https://open.spotify.com/track/1QjKfNGfDuMiVuF8x7cj0R
79,Sale mood,Bramsito,415917,https://open.spotify.com/track/5TlGrvOMiAltKgRw3anXKo
80,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,412549,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY
81,Alibi,Eva,411495,https://open.spotify.com/track/3xpMaHXEDMGxukixMcbfxD
82,All Day And Night,Jax Jones,410469,https://open.spotify.com/track/5naYe7rLMZcLfO1DKg48MK
83,Billets verts,Maes,402615,https://open.spotify.com/track/3uTNli5uz5rNOqD6qZFi8L
84,Tokyo,Jul,399785,https://open.spotify.com/track/7sYc9YXpzeM7UuuXLK88OA
85,Tahia,PNL,397271,https://open.spotify.com/track/0vfB1HhL36tfV8q6LLKtgo
86,Glad You Came,VIZE,395734,https://open.spotify.com/track/0Nq7JtZtjHjJ2fprzzgwio
87,1000ÅãC,Lomepal,395663,https://open.spotify.com/track/6l7PqWKsgm4NLomOE7Veou
88,Personne,Vegedream,394990,https://open.spotify.com/track/0BRx5Gk5fpTqtgXMGAQ4rW
89,Deux fr?res,PNL,394655,https://open.spotify.com/track/6hzi3AGB39FjxFqcjgbWs7
90,Muerte,Landy,390625,https://open.spotify.com/track/2ekO98VdclK2zGYJYPixcv
91,Higher Love,Kygo,384103,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
92,Ritual,Ti?sto,378718,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa
93,NWR,Maes,375734,https://open.spotify.com/track/4tWVLBZ3EiSqegpf4jBsei
94,Comme pas deux,PNL,367341,https://open.spotify.com/track/4NGcxBAtvLtbeizQul82iC
95,Tiguere 3 (Freestyle),Lacrim,362260,https://open.spotify.com/track/0cdbNf1WQTV3529yzcSUwu
96,Kitoko,Eva,360410,https://open.spotify.com/track/2XnjeLLa8kIgYUjNQuJ24v
97,Lalala,Y2K,357484,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
98,Ken Kaneki,Nekfeu,355199,https://open.spotify.com/track/08QXSGwwI8Qu4IQEV3AfM6
99,La bandite,Jul,354979,https://open.spotify.com/track/0goer5e8B6SJaTV2B51k6f
100,? nos souvenirs,Trois Caf?s Gourmands,353425,https://open.spotify.com/track/4h3SqMd5F16XJVdGp5fsZG
101,"Carry On (from the Original Motion Picture ""POK?MON Detective Pikachu"")",Kygo,352832,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny
102,Shallow,Lady Gaga,351148,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
103,C'est mon sang,RK,349297,https://open.spotify.com/track/45tz0Mf66Nw7uSPdcOe1Qg
104,Les ?toiles vagabondes,Nekfeu,343449,https://open.spotify.com/track/01dqWNKgM2ujxu7HacaQwI
105,Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,Lil Nas X,341189,https://open.spotify.com/track/6woeVu3fVMflqen1t4N6pg
106,Je M'en Tape,OBOY,338483,https://open.spotify.com/track/4VMWKOG1q8nE4OHjqLHkZn
107,L1 L2,Zola,336988,https://open.spotify.com/track/7ftimUupzPRi0m8z3WaXvw
108,Blanka,PNL,336639,https://open.spotify.com/track/295SxdR1DqunCNwd0U767w
109,Always (feat. Philippine),Gavin James,335280,https://open.spotify.com/track/1j80giaNMxcv21p4F0282W
110,Panini,Lil Nas X,333383,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
111,Las Vegas,Jok'air,332784,https://open.spotify.com/track/6L2bXG181V9k56XS167r1P
112,Dingue,PLK,329754,https://open.spotify.com/track/4a4cTUsFiyPN8jaHt2xf18
