,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Goutte d'eau,Ninho,2343326,https://open.spotify.com/track/5ojNTROUJJgCFFbdD3xTZn
2,Khapta,Heuss L'enfoir?,2109358,https://open.spotify.com/track/6stxV2bl7xSiPUornxwyNR
3,C'est mon sang,RK,2060126,https://open.spotify.com/track/1NEdLeqdQ8hufML9t9dHiU
4,Poss?d?,Djadja & Dinaz,1587380,https://open.spotify.com/track/0VN67HBzRT22ZGvOCi3dQ7
5,Trop beau,Lomepal,1366227,https://open.spotify.com/track/4WB9OeauHXnGOMUK4s80gM
6,Les m?chants,Heuss L'enfoir?,1347586,https://open.spotify.com/track/0r64LBR8RlnXcdd5HTFubd
7,7 rings,Ariana Grande,1262269,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
8,Giuseppe,Niska,1132150,https://open.spotify.com/track/1XnPRxd67vVxzBCiGLXLxw
9,Tout oublier,Ang?le,1109394,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
10,1000ÅãC,Lomepal,1096728,https://open.spotify.com/track/6l7PqWKsgm4NLomOE7Veou
11,Gun salute,Kaaris,1057688,https://open.spotify.com/track/5UgUGPknu6JRgawaJAO9rX
12,HS (feat. SCH),Hamza,1043297,https://open.spotify.com/track/2JAO138j1wJjQ2mmm7aAbP
13,Sale mood,Bramsito,1014004,https://open.spotify.com/track/7oxSh7uiB74lWGVIv2Qtlm
14,Shallow,Lady Gaga,1010824,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
15,On Fleek,Eva,946967,https://open.spotify.com/track/4MSFxqmkiMxq7e61jTqgqt
16,Madrina,Maes,940676,https://open.spotify.com/track/4miiqu2dxOhBguQDHtqssH
17,R44,Koba LaD,937687,https://open.spotify.com/track/09Yh7IlRF6H7ImSqDo3Ekd
18,Sweet but Psycho,Ava Max,886450,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
19,Balance ton quoi,Ang?le,872985,https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa
20,Muerte,Landy,828943,https://open.spotify.com/track/2ekO98VdclK2zGYJYPixcv
21,La dot,Aya Nakamura,816533,https://open.spotify.com/track/3aRgAfrt6aQW8IimLq2aVG
22,PGP,Booba,777947,https://open.spotify.com/track/38Eq6RgIxOdt4twqyVAPCn
23,Say My Name,David Guetta,751973,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
24,Giant (with Rag'n'Bone Man),Calvin Harris,750850,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
25,High Hopes,Panic! At The Disco,737040,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
26,MIA (feat. Drake),Bad Bunny,707074,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
27,Speechless (feat. Erika Sirola),Robin Schulz,700389,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
28,Sheitana (feat. Ninho),Hornet La Frappe,695710,https://open.spotify.com/track/1GOIfWQmA3Tp6GlwcCd35K
29,Calma - Remix,Pedro Cap?,694118,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
30,"break up with your girlfriend, i'm bored",Ariana Grande,680029,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
31,Malade,Rom?o Elvis,671243,https://open.spotify.com/track/0MEriM1ajYAQOZTzLSz7o7
32,Aventador,Koba LaD,668871,https://open.spotify.com/track/4je4fmupGLC9rTN4VgZRgY
33,Mauvais,GLK,666569,https://open.spotify.com/track/3ABwQntK8i49EGOd3SSj7Q
34,Moonlight,Gaullin,657114,https://open.spotify.com/track/0A5gdlrpAuQqZ2iFgnqBFW
35,Aristocrate,Heuss L'enfoir?,623551,https://open.spotify.com/track/7gNlaZaMIjRUfnAYd9Dvmt
36,Ma 6t a craqu? (feat. Ninho),Kpoint,614499,https://open.spotify.com/track/2KtpMkc1TS1FMwy9FR0gCM
37,Dingue,PLK,600242,https://open.spotify.com/track/4a4cTUsFiyPN8jaHt2xf18
38,Dancing With A Stranger (with Normani),Sam Smith,593176,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
39,Assurance vie,Alonzo,587018,https://open.spotify.com/track/09MnN26UeC2MsFDIYzcvtw
40,Boom Bye Bye,Diplo,577201,https://open.spotify.com/track/3JgDeryfh6Z9P0b8plZTwF
41,Pookie,Aya Nakamura,563745,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD
42,R?demption,RK,555411,https://open.spotify.com/track/2ZyJthCTd4r7yLIWuIxFcb
43,Billets verts,Maes,551620,https://open.spotify.com/track/3uTNli5uz5rNOqD6qZFi8L
44,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,551406,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
45,La grenade,Clara Luciani,547558,https://open.spotify.com/track/7ixCRBD0FZMRBeOBhTu2KD
46,Oh Man,Jain,547447,https://open.spotify.com/track/0F3fscqwFqD52Tpbep5hBW
47,Tes r?ves (feat. Maes),Dabs,539059,https://open.spotify.com/track/3InZfowMPrxoL0Z2zRGAU5
48,L'enfoir?,Heuss L'enfoir?,536098,https://open.spotify.com/track/2S8wxDFED8PAo4ZqhyMRh2
49,Baila Baila Baila,Ozuna,535841,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
50,Always Remember Us This Way,Lady Gaga,528025,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
51,Con Calma,Daddy Yankee,522005,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
52,Dale x Love Therapy (feat. Aya Nakamura),Hamza,512207,https://open.spotify.com/track/0sMcHdKAjVSNuNnPchQu4S
53,Binks to Binks 6,Ninho,505519,https://open.spotify.com/track/4zrEmFA3R3JngfWR70zu3w
54,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,500872,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
55,Chasse ? l'homme,Landy,494720,https://open.spotify.com/track/5u5shr8YQI2A4JAAuJbqMJ
56,Like I Love You (feat. The NGHBRS),Lost Frequencies,494459,https://open.spotify.com/track/30K9xVNSog0DVr5ey5yVoY
57,R?ves bizarres (feat. Damso),Orelsan,485435,https://open.spotify.com/track/7lhuM9WUqdThw72dCBRmQW
58,Air Max,Rim'K,482907,https://open.spotify.com/track/0RTvfKVdkt10ATfJ8BjMEI
59,FeFe,Koba LaD,474088,https://open.spotify.com/track/369Vi2C4a73xhxhowHNbSR
60,Association de malfaiteurs,Landy,460316,https://open.spotify.com/track/4oILZkxqS3d1fYGJ1HuknZ
61,Vitesse,Landy,459289,https://open.spotify.com/track/0nYiryEA1YyZWpbIxKtStQ
62,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,456429,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
63,? nos souvenirs,Trois Caf?s Gourmands,449534,https://open.spotify.com/track/4h3SqMd5F16XJVdGp5fsZG
64,Adieu,Lynda,449111,https://open.spotify.com/track/04UimfyX05vlvzOvpFGu4w
65,Rude,Benab,446649,https://open.spotify.com/track/59GVZBjYYjzKSl1yxnsqqy
66,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,445344,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
67,Le Dyonisien,Landy,436232,https://open.spotify.com/track/4mYg2ZBoqIvp3u8bntCCkE
68,Hey DJ - Remix,CNCO,435193,https://open.spotify.com/track/3cR5ZtQ4JqGj4VHBb1gvFf
69,DLV,Landy,434739,https://open.spotify.com/track/3euJjqgLiYvrVlN1T491pm
70,Benda,Heuss L'enfoir?,433913,https://open.spotify.com/track/7gX2hqFLQKjiJwK8gZVofe
71,Moonlight,XXXTENTACION,433247,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
72,Tu ne le vois pas (feat. Dadju),GIMS,427374,https://open.spotify.com/track/3Saj2Z6EREWpbbXzERwYye
73,Ta reine,Ang?le,426303,https://open.spotify.com/track/3iXhLi33EpUfcOwasC8un1
74,Copines,Aya Nakamura,413289,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
75,Sucker,Jonas Brothers,411318,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
76,Eh boy,Bol?mvn,410068,https://open.spotify.com/track/4DFF7vvexTO6R2yamSNp19
77,Feu de bois,Damso,408074,https://open.spotify.com/track/4L0Iwsk1s8cbdBcEgdm8K5
78,Be Alright,Dean Lewis,404539,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
79,Bresom,Landy,391942,https://open.spotify.com/track/6FbYhwfYDLPzlWYlBC8DOD
80,Renato,Landy,386821,https://open.spotify.com/track/7xWARMo4vxM9jGTkWtCH4f
81,Madame,Landy,386595,https://open.spotify.com/track/53d4RTpmxCxYTyAULNZ7IB
82,Jaloux,Dadju,386454,https://open.spotify.com/track/4z1gMvWV2ofN66kDuieHMq
83,Ramenez la coupe ? la maison,Vegedream,385962,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
84,Nina,YL,381676,https://open.spotify.com/track/0qAoiRLhlcXTkXH6IbBcss
85,Maladie,Lacrim,380793,https://open.spotify.com/track/77aOXWFLIUhIHbSwxzM2Yo
86,Later Bitches,The Prince Karma,375202,https://open.spotify.com/track/2MhnrAz9dreS8zLzEuDflG
87,A chaque jour...,Dosseh,374445,https://open.spotify.com/track/0Vi7aOPdOU683VUfZ79c0d
88,Bad Liar,Imagine Dragons,373984,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
89,Train de vie,Koba LaD,373691,https://open.spotify.com/track/6FqNHDHEsUTKqVWXBkMd9y
90,Djadja,Aya Nakamura,372381,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
91,Don't Call Me Up,Mabel,369099,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
92,Mama,Maes,368583,https://open.spotify.com/track/3XbxOKMhF5DnOYue7JMsYm
93,KYLL,M?dine,362426,https://open.spotify.com/track/1VYTP4prOc62xQe1KWf3S5
94,Solo,Lacrim,359628,https://open.spotify.com/track/6z98rQO7KJLzFAkFflWsjf
95,HRTBRK #2,Kaza,358954,https://open.spotify.com/track/3ffP1DZrG2YtPYkj8Y9h9O
96,Bae,RK,358413,https://open.spotify.com/track/5as5HurTt4u7BuFIT5j8am
97,Ouais ouais,Zola,355000,https://open.spotify.com/track/3mkhFrhySGu8xhlWDRxhUc
