,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Jaloux,Dadju,1542282,https://open.spotify.com/track/0QnEGWGECQUPuE3m8L6hdT
2,Copines,Aya Nakamura,1538486,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
3,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,1362549,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
4,La dot,Aya Nakamura,1275798,https://open.spotify.com/track/3aRgAfrt6aQW8IimLq2aVG
5,Madrina,Maes,1179686,https://open.spotify.com/track/6cKj3bzvVrOQtPfGhcKlRt
6,Sucette (feat. Niska),Aya Nakamura,1142728,https://open.spotify.com/track/3qHs2PoiJMPvdxgyRSvqAl
7,Tout oublier,Ang?le,1103066,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
8,Oula,Aya Nakamura,1033323,https://open.spotify.com/track/3yKHE0h9BUxpHZe1EqmJnX
9,R?ves bizarres (feat. Damso),Orelsan,1017373,https://open.spotify.com/track/0DXytBddBKZYbfDMP4X0kc
10,Air Max,Rim'K,973452,https://open.spotify.com/track/6qk9lEM6UIxNbAuI0PpOLu
11,Ramenez la coupe ? la maison,Vegedream,931943,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
12,Dalida,Soolking,900969,https://open.spotify.com/track/7vSQVx20cqaYOVAVJwj00p
13,Bella,MHD,900848,https://open.spotify.com/track/0O4XHiuVt3dBaOzSI49BtF
14,In My Mind,Dynoro,851650,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
15,Le code,SCH,809329,https://open.spotify.com/track/4EHacNxfg1CVjRUX9YMLH4
16,Shallow,Lady Gaga,806802,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
17,Djadja,Aya Nakamura,797109,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
18,BB,Booba,796636,https://open.spotify.com/track/0YCMh9HQkRpAtkj0i1sZqH
19,"thank u, next",Ariana Grande,793707,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
20,Ma 6t a craqu? (feat. Ninho),Kpoint,785717,https://open.spotify.com/track/2NUIWpL6IsYGkwfSN7basS
21,Pr?t ? partir (feat. Ninho),SCH,747372,https://open.spotify.com/track/0ZKi6Khl1E9EoOQadSXN5m
22,Ta reine,Ang?le,746064,https://open.spotify.com/track/3iXhLi33EpUfcOwasC8un1
23,Natural,Imagine Dragons,737330,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
24,Pookie,Aya Nakamura,729380,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD
25,Sur le drapeau,Supr?me NTM,716749,https://open.spotify.com/track/42Xesu4U4nM3CCjMk5X3kM
26,Promises (with Sam Smith),Calvin Harris,707929,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
27,Rolls (feat. Lacrim),Hornet La Frappe,698712,https://open.spotify.com/track/3iYv5nIthPXesF0DeuhmVL
28,Bae,RK,686974,https://open.spotify.com/track/5as5HurTt4u7BuFIT5j8am
29,Train de vie,Koba LaD,674739,https://open.spotify.com/track/6FqNHDHEsUTKqVWXBkMd9y
30,Pompom,Aya Nakamura,671856,https://open.spotify.com/track/7h0hP4GquuKsAXXuDUV1eq
31,Guerilla,Soolking,669419,https://open.spotify.com/track/7EAtJk0HzXQp2gpFeaaLzF
32,La C,Koba LaD,659789,https://open.spotify.com/track/5PtFV78R0DRvzsTqk1S0Vt
33,Adieu bient?t,Columbine,656293,https://open.spotify.com/track/17y8kqTbNDd9QM3j6yln4g
34,Happier,Marshmello,633660,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
35,Cosa Nostra,Soolking,626676,https://open.spotify.com/track/1HHsp5kLecAVxBtx0EStsT
36,BAD!,XXXTENTACION,617504,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T
37,Say My Name,David Guetta,610876,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
38,Billets verts,Maes,591336,https://open.spotify.com/track/61SYuUg9rokbvIPxzrhxd0
39,Mon?gasque,PLK,591172,https://open.spotify.com/track/7C7l4I5OZHEO1Vbx8SGJC2
40,? nos souvenirs,Trois Caf?s Gourmands,587164,https://open.spotify.com/track/4h3SqMd5F16XJVdGp5fsZG
41,Whine Up,Aya Nakamura,582645,https://open.spotify.com/track/5sX6wIVVYhHPqtsv3BXIpk
42,Vroom vroom,Soolking,579995,https://open.spotify.com/track/6Y4h3C3S6J1l3mlH4IgcZk
43,MIA (feat. Drake),Bad Bunny,578405,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
44,?a fait mal,Aya Nakamura,578361,https://open.spotify.com/track/0gMywbX34eJ7W8RW7i2Qo3
45,"Qui dit mieux (feat. Orelsan, Vald & Suikon Blaz AD)",Gringe,578075,https://open.spotify.com/track/0sMzxVIRUbQBtOPTCBITUS
