,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,D?saccord?,Vald,1756437,https://open.spotify.com/track/0FYpW0zBO7cht8qGRY41Mz
2,God's Plan,Drake,868911,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
3,Dragon,Vald,824261,https://open.spotify.com/track/6dotEcliwGD3yrJaUHO621
4,Reine,Dadju,815439,https://open.spotify.com/track/2HdCh16tdPjle1rm80Y6q7
5,Mwaka Moon,Kalash,783551,https://open.spotify.com/track/1vVZLmZq8gN8pPCEBLjPvD
6,Longue vie,Sofiane,774461,https://open.spotify.com/track/6U0p0b3ma0MgBwNc8i26xw
7,Lundi,Sofiane,768445,https://open.spotify.com/track/5RQ3ZyfOfJJ2qLKOZTmLiB
8,Havana (feat. Young Thug),Camila Cabello,712273,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
9,All The Stars (with SZA),Kendrick Lamar,693979,https://open.spotify.com/track/2Imq77E6CEJR5TPUxlJvTY
10,Gris,Vald,654889,https://open.spotify.com/track/0Zik8927LgckQX74uxp25j
11,Bob Marley,Dadju,646893,https://open.spotify.com/track/6L6yn9GeVqnlWX1npp6rAK
12,Diarabi,Kaaris,634284,https://open.spotify.com/track/644Y6gowYTqtd2U2XNKzDS
13,Primitif,Vald,625322,https://open.spotify.com/track/50iHTENAMPdSXPtCgiYgBJ
14,Bling Bling,Kaaris,591293,https://open.spotify.com/track/4s7OqcUEyLJ1RkbzBopRGt
15,rockstar,Post Malone,575274,https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R
16,Poss?d?,Vald,571571,https://open.spotify.com/track/3cPWIdD2eECl9Q0DasxADQ
17,Sal?,Niska,563537,https://open.spotify.com/track/0uBu60Wd7yzm2sFrj2hSr6
18,Offshore,Vald,552845,https://open.spotify.com/track/2wtZXwhQzaHOf0jLFzHMr4
19,Mobali,Siboy,547233,https://open.spotify.com/track/6xcXAVbDuVT1pCsa2rmDHY
20,Fallait pas,Marwa Loud,539553,https://open.spotify.com/track/7Ij6GjCcmiAVJlm0ptzAPH
21,Friday,Booba,532580,https://open.spotify.com/track/1CYj9Yx8zrYvU93khXvmsA
22,Tueurs,Damso,527191,https://open.spotify.com/track/3IQe7wqTyXxkqeMR8is76T
23,R?sidus,Vald,515471,https://open.spotify.com/track/3CVZ2o5y6YyhKKVJ7X2cRB
24,Wolves,Selena Gomez,514138,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
