,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,BB,Booba,1876262,https://open.spotify.com/track/0YCMh9HQkRpAtkj0i1sZqH
2,Jaloux,Dadju,1835185,https://open.spotify.com/track/0QnEGWGECQUPuE3m8L6hdT
3,Ramenez la coupe ? la maison,Vegedream,1649638,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
4,Air Max,Rim'K,1472335,https://open.spotify.com/track/6qk9lEM6UIxNbAuI0PpOLu
5,Copines,Aya Nakamura,1425142,https://open.spotify.com/track/3AZg5nZgMquXJ67KgpngKX
6,Sur le drapeau,Supr?me NTM,1405532,https://open.spotify.com/track/42Xesu4U4nM3CCjMk5X3kM
7,Empire,Sofiane,1386011,https://open.spotify.com/track/7qWsMxgCMFyjlnvLMocf4p
8,Tout oublier,Ang?le,1293199,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
9,Ma 6t a craqu? (feat. Ninho),Kpoint,1237822,https://open.spotify.com/track/2NUIWpL6IsYGkwfSN7basS
10,Train de vie,Koba LaD,1203458,https://open.spotify.com/track/6FqNHDHEsUTKqVWXBkMd9y
11,Bella,MHD,1146223,https://open.spotify.com/track/0O4XHiuVt3dBaOzSI49BtF
12,La C,Koba LaD,1053106,https://open.spotify.com/track/5PtFV78R0DRvzsTqk1S0Vt
13,In My Mind,Dynoro,1048456,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
14,Iencli,Vald,1031169,https://open.spotify.com/track/2iVvukpWd7OX1n1LwUF5Rs
15,Promises (with Sam Smith),Calvin Harris,968118,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
16,Moments durs,Koba LaD,962678,https://open.spotify.com/track/7cHRpZZsPiRVmHC3Plx514
17,Woah,Sofiane,944988,https://open.spotify.com/track/196cSZjrDdgaJILT3cpfYl
18,Adieu bient?t,Columbine,941576,https://open.spotify.com/track/17y8kqTbNDd9QM3j6yln4g
19,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,920041,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
20,91's,PNL,857337,https://open.spotify.com/track/58st6r10Ze6QomHs0BMUA8
21,Hier (feat. SCH),PLK,825338,https://open.spotify.com/track/7Fe8MO5HKHfKiWo7I0XtVr
22,La thune,Ang?le,805396,https://open.spotify.com/track/3iBOe7U7kRPNIoL3QLCVu2
23,Balance ton quoi,Ang?le,795578,https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa
24,Waow (feat. Nekfeu),PLK,787250,https://open.spotify.com/track/6JtIPRPfMx1XA7OHAYpZIf
25,Mon?gasque,PLK,783740,https://open.spotify.com/track/7C7l4I5OZHEO1Vbx8SGJC2
26,Jalousie,Ang?le,777632,https://open.spotify.com/track/3U5x1rplpJNKR3Xg88EfLi
