,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Au DD,PNL,1810305,https://open.spotify.com/track/5lCxlSBFyP5g4EhVypAoOu
2,M?dicament,Niska,1603933,https://open.spotify.com/track/55mCsKCo4bPuYtZvHppp8z
3,Maman ne le sait pas (feat. Niska),Ninho,1407648,https://open.spotify.com/track/5c2HadbVTsMKjja4gohEFI
4,Balance ton quoi,Ang?le,1369732,https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa
5,RR 9.1,Koba LaD,1337155,https://open.spotify.com/track/28fP6qcMGPfYOjrx8AOWFn
6,Papers (feat. Ninho),Zola,1306683,https://open.spotify.com/track/3vmoC735YdyvsrF0HtbmGn
7,Deux fr?res,PNL,1148198,https://open.spotify.com/track/6hzi3AGB39FjxFqcjgbWs7
8,Goutte d'eau,Ninho,1126763,https://open.spotify.com/track/0rQbvQpjQ6QeeCAnVRzokf
9,I Don't Care (with Justin Bieber),Ed Sheeran,1078069,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
10,La vie qu'on m?ne,Ninho,1073491,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No
11,Pookie,Aya Nakamura,1053890,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD
12,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,1043420,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
13,Putana,Ninho,956925,https://open.spotify.com/track/5oePa8PlOTPAlRaGs2OZ3A
14,Con Calma,Daddy Yankee,931371,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
15,Trop beau,Lomepal,878117,https://open.spotify.com/track/4WB9OeauHXnGOMUK4s80gM
16,Blanka,PNL,836439,https://open.spotify.com/track/295SxdR1DqunCNwd0U767w
17,Let Me Down Slowly,Alec Benjamin,831666,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
18,Calma - Remix,Pedro Cap?,811187,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
19,Don't Call Me Up,Mabel,795677,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
20,bad guy,Billie Eilish,764059,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
21,Khapta,Heuss L'enfoir?,748400,https://open.spotify.com/track/6stxV2bl7xSiPUornxwyNR
22,7 rings,Ariana Grande,730387,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
23,Quotidien,Koba LaD,730050,https://open.spotify.com/track/2abVYMtriZHHIDGFZFT5ij
24,Chang,PNL,716511,https://open.spotify.com/track/5n9NAd0Y5OUeOGU0nVtLua
25,Old Town Road,Lil Nas X,706124,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
26,Poss?d?,Djadja & Dinaz,704885,https://open.spotify.com/track/6g8Waa9vcFQP1FElldjfRr
27,Baila Baila Baila,Ozuna,686647,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
28,Shenmue,PNL,685797,https://open.spotify.com/track/5gqh2FMBquUEwDsRUU4pCF
29,Hasta la vista,PNL,683060,https://open.spotify.com/track/6YHnhfw8yMCx4vZvsgem3D
30,Tout oublier,Ang?le,680167,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
31,? Kinshasa (feat. Fally Ipupa),Ninho,677245,https://open.spotify.com/track/7bLy8fxBMroDuV0zxwGSn6
32,Malade,Rom?o Elvis,661883,https://open.spotify.com/track/35e7ckbWgHjHI9n3oL6jnd
33,Zoulou tchaing,PNL,648669,https://open.spotify.com/track/1gRMO4h3NGb1ZJA7TNdMPj
34,Autre monde,PNL,644502,https://open.spotify.com/track/2aG2nLUd8NNI7vFuOLBCe0
