,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Bande organis?e,13 Organis?,1962820,https://open.spotify.com/track/717QGTmZdkemDaCo1vQHG0
2,Mother Fuck,Jul,1957611,https://open.spotify.com/track/6PqRRt5BCxO6tay5Nry0dj
3,Fever,Dua Lipa,1818409,https://open.spotify.com/track/3F1P0QzdXtBz0MXy7KIO5w
4,Joli b?b?,Naza,1401587,https://open.spotify.com/track/1J4oMIhWDUd9cI1urhEyjl
5,Perdu,Djadja & Dinaz,1309535,https://open.spotify.com/track/4Q7FNGrWglfCRDeSGifLiz
6,Coffre plein,Koba LaD,1303244,https://open.spotify.com/track/70pkwEEG7nDTXBFqoGQkH0
7,9 1 1 3 (feat. SCH),Zola,1284423,https://open.spotify.com/track/0lit1XQsSQe7LKnzL6VMaF
8,C?ur noir,Eva,1250350,https://open.spotify.com/track/2SYYB9pwxbYJducVc2xGWD
9,POMPEII,JSX,1218798,https://open.spotify.com/track/3KW4lmROWaAg0sQlBHRzW7
10,Dieu merci,Dadju,1216865,https://open.spotify.com/track/1HDqaIxeJ70BTHgZWEuaeT
11,Mood (feat. iann dior),24kGoldn,1128935,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
12,Plus Jamais (feat. Stormzy),Aya Nakamura,1110966,https://open.spotify.com/track/7iZVBT6LV32t4l00p73VAw
13,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,1107877,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
14,Cabeza,OBOY,1067700,https://open.spotify.com/track/66tNDqYNR2S6Svwgm3BMi9
15,Tout en Gucci,Ninho,1020614,https://open.spotify.com/track/0i5GJckWb9uCZU4jcGoBca
16,D?KITI,Bad Bunny,992052,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
17,Slide,Bosh,964682,https://open.spotify.com/track/0jUBH6aktBM2KCNnEZfBWJ
18,? la f?te,UZI,930266,https://open.spotify.com/track/0qARyMVNjA6q1uxxO3nofB
19,Pilote (feat. Hamza),PLK,925739,https://open.spotify.com/track/12GV2Wr4p1hBWQCrQcVsew
20,JUSQU'ICI TOUT VA BIEN,GIMS,846633,https://open.spotify.com/track/5Re3VKVOVnEhUi2TF56dMz
21,Moins un,Dinos,833100,https://open.spotify.com/track/7xISE22N518t5HLsibFvEC
22,Macaroni (feat. Ninho),Leto,821857,https://open.spotify.com/track/4Z9CNGHElj2rLkB8mQdvnA
23,What You Know Bout Love,Pop Smoke,804026,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
24,La meilleure,Hatik,774425,https://open.spotify.com/track/2g63GxCZUmhsr4XoKR93F6
25,Amour toxic,Dadju,773835,https://open.spotify.com/track/70APCdHsWV5BEsacwjzXmd
26,All I Want for Christmas Is You,Mariah Carey,772603,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
27,Millions d'euros,Landy,763212,https://open.spotify.com/track/6OYRUnXFnD7nbtLQvRidh7
28,Blinding Lights,The Weeknd,759287,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
29,Angela,Hatik,746971,https://open.spotify.com/track/6ab3CQvDlAVttThZucwGQ1
30,All We Got (feat. KIDDO),Robin Schulz,746716,https://open.spotify.com/track/1FP9s72rDYty6mfoOEYKnE
31,Whoopty,CJ,722599,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
32,My Salsa,Franglish,686969,https://open.spotify.com/track/7IJIj326qJJA6oi6EpFCBD
33,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,675130,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
34,Tir du Brazil,Carbozo,669996,https://open.spotify.com/track/7JEfZ2u86r7ihWYU9wJIHo
35,HOLIDAY,Lil Nas X,668373,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
36,Grand bain,Dadju,654347,https://open.spotify.com/track/0W4MOQ2kTOm1y7ooahgQP1
37,positions,Ariana Grande,646733,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
38,Lettre ? une femme,Ninho,640414,https://open.spotify.com/track/5HEtuK03ygUzqca6yfgOYZ
39,beau-papa,Vianney,640151,https://open.spotify.com/track/5wXkbtZO1HsOQ1P75zi35p
40,Boston George,Lacrim,637083,https://open.spotify.com/track/0LU7THzZmFI0k5Z9Upxbto
41,Mais je t'aime,Grand Corps Malade,632163,https://open.spotify.com/track/2twcZTB1udOEzDCPpTiOju
42,Dynamite,BTS,630304,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
43,Goosebumps,HVME,620295,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
44,Matrix?,Heuss L'enfoir?,616383,https://open.spotify.com/track/3Zsj22CbiGQkazan568HQL
45,Gotaga,Vald,614816,https://open.spotify.com/track/2diEeH1DjfrYGRlXENLkdY
46,Del Mar,Ozuna,576707,https://open.spotify.com/track/5cpJFiNwYyWwFLH0V6B3N8
47,Djomb - Bien ou quoi,Bosh,567270,https://open.spotify.com/track/0KBwGCY9RYD9t2zjeW4h48
48,Jusqu'au bout (feat. Hatik),Alrima,565728,https://open.spotify.com/track/3qbcEoXA5OvwDffHxagalz
49,Lovefool,twocolors,558589,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
50,Monte le son,DJ Kayz,553770,https://open.spotify.com/track/3FMhzMn4vB32InnfA2DiEf
51,La vie qu'on m?ne,Ninho,543626,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No
52,Dance Monkey,Tones And I,537887,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
53,Guccissima,Heuss L'enfoir?,536846,https://open.spotify.com/track/0lt5ZjqJkyTMLESJfZRxzl
54,Cruel,OBOY,529748,https://open.spotify.com/track/7zF8R12fP9fX4b11arc1FP
55,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,520397,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
56,you broke me first,Tate McRae,518025,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
57,No me ama,Lucenzo,501911,https://open.spotify.com/track/7vdq8RlxxuhB1GFIN9FIlI
58,Doudou,Aya Nakamura,499947,https://open.spotify.com/track/3V6NCwBywAwpAlAyGL7h0p
59,Control,Zoe Wees,499869,https://open.spotify.com/track/50Td3qilgs8BLtv8mHyT1t
60,911,Damso,499664,https://open.spotify.com/track/2chIkORxBLpPVgruGiMY8k
61,Levitating (feat. DaBaby),Dua Lipa,499493,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
62,Therefore I Am,Billie Eilish,498917,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
63,N'y pense plus,Tayc,493280,https://open.spotify.com/track/5t9FzMhwLDAkq9H8Pa0WNh
64,Pas de reine,Koba LaD,493085,https://open.spotify.com/track/6S5zBMqjRM4Ysr8hsV7G1Z
65,Tick Tock (feat. 24kGoldn),Clean Bandit,489820,https://open.spotify.com/track/27u7t9d7ZQoyjsCROHuZJ3
66,BXL ZOO,Damso,484509,https://open.spotify.com/track/7BO3y8lmogACezwHqZ1HTB
67,"1,2,3",Amel Bent,483840,https://open.spotify.com/track/7uCLrBdy5FH6T7vcJzqRd7
68,Last Christmas,Wham!,483428,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
69,Courage to Change,Sia,479811,https://open.spotify.com/track/2MbgQKWhoii8bqsMBWWWgA
70,Jolie nana,Aya Nakamura,478204,https://open.spotify.com/track/65RWVU6N81CeH65nu52K1U
71,Take You Dancing,Jason Derulo,477320,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
72,Elles ont trop jou? avec mon c?ur,Jok'air,474056,https://open.spotify.com/track/35K7XwUfrCfPZBnBgoaHc8
73,10K,Bol?mvn,471584,https://open.spotify.com/track/07pzk5h8p2qRowPZb3YBKC
74,Comme toi,Tayc,465687,https://open.spotify.com/track/75HWFzU6ewwvJkliCw37fM
75,Rather Be You,Tom Gregory,465357,https://open.spotify.com/track/1My8oKezaFe1yuwowQKHuy
76,ROCKSTAR (feat. Roddy Ricch),DaBaby,460550,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
77,Zipette,Ninho,458889,https://open.spotify.com/track/1Lulg5ZiMEXy3QNwb1PB8I
78,On sait jamais (feat. Niska),PLK,458546,https://open.spotify.com/track/216QmkNpU3hIjeZtGocb9B
79,Hypnotized,Purple Disco Machine,455752,https://open.spotify.com/track/0vWUhCPxpJOJR5urYbZypB
80,DOLCE VITA,1PLIK?140,454118,https://open.spotify.com/track/63IbwOjd3EhqKg3YWUZrFW
81,Mele?im,Soolking,451172,https://open.spotify.com/track/0BD9boQC7jUTWkAoib4Z0d
82,Head & Heart (feat. MNEK),Joel Corry,450617,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
83,Blanche,Maes,446435,https://open.spotify.com/track/5GyyPRvEwdI4wJSUbzxHQv
84,Pr?f?r? (feat. OBOY),Aya Nakamura,445267,https://open.spotify.com/track/49IzWufYtbt3tgUN8ORNe0
85,Lonely (with benny blanco),Justin Bieber,435831,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
86,Prisoner (feat. Dua Lipa),Miley Cyrus,433752,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
87,Roses - Imanbek Remix,SAINt JHN,430096,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
88,Wow,Zola,429632,https://open.spotify.com/track/2kUZ4rtuMg2T9VKVqbUiIR
89,Show Out (with Skepta & Pop Smoke),Kid Cudi,421456,https://open.spotify.com/track/5CFJRZRq6sdKKtRwNPWbYv
90,But en or,Kalash Criminel,417335,https://open.spotify.com/track/6d1nCbLfLPLl1mTqIzqwPc
91,Unit? (feat. Soolking & Imen Es),Unit?,414760,https://open.spotify.com/track/2q0WpLA1TjeBL9Ok9Ot1Pr
92,Ma jolie (feat. Leto),Zola,411519,https://open.spotify.com/track/25zSTFc6kjuz9byE2Ec582
93,Alien,Dennis Lloyd,409559,https://open.spotify.com/track/1Tqshmc0rnQPaIGJfRp2Da
94,Dybala,Maes,409047,https://open.spotify.com/track/4Nfak8iMF4kQfQ6Pa8Z79m
95,6.3,Naps,408192,https://open.spotify.com/track/3lTL4LdFKVF51lseI2nk5D
96,EST-CE QUE TÅfASSUMES ?,1PLIK?140,407155,https://open.spotify.com/track/16YL2ZwjANhG2Pa2j51xcR
97,Privil?ge,Ninho,405164,https://open.spotify.com/track/5ncpCHAq0EcL8RCFUqaQLG
98,LOPSA STORY,1PLIK?140,403062,https://open.spotify.com/track/5IDnEkOCdOp1F0XTAMG3Rk
99,La zone,91 All Stars,399575,https://open.spotify.com/track/4oLp7k4fINGrjuNxElKKGw
100,Tequila Shots,Kid Cudi,398403,https://open.spotify.com/track/30KctD1WsHKTIYczXjip5a
101,DEUX TOILES DE MER,Damso,397201,https://open.spotify.com/track/7yN9Qx1HtE4c1fhakBz8Ay
102,Ne reviens pas,Gradur,395892,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
103,Dior,Pop Smoke,395831,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
104,Riina Toto (feat. Maes),13 Block,395716,https://open.spotify.com/track/5aTIqsUQ6EZ2lpmsQop8dq
105,Probl?mes du matin,Ninho,395413,https://open.spotify.com/track/1n4Ud9ZkZY5mA7QfIu53r8
106,5G,Booba,394070,https://open.spotify.com/track/4EmLZvANhzJKh2Dt4k2GQK
107,Who's Laughing Now,Ava Max,392674,https://open.spotify.com/track/1Pmp486RrLRkaEkE3HFHXP
