,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Tricheur,Nekfeu,2887736,https://open.spotify.com/track/5ZwRTJD1bTACtIuW5Iibnu
2,Tel Me,Jul,2271030,https://open.spotify.com/track/4He5TSvX6WhyTeiXpdFaCZ
3,JCVD,Jul,2251760,https://open.spotify.com/track/3iLcfPepO3XiWUuu1zwqsW
4,Elle est bonne sa m?re,Vegedream,2103570,https://open.spotify.com/track/6F8Caj9u2wk5hmbFuKK6Pa
5,Dans l'univers,Nekfeu,1927891,https://open.spotify.com/track/3OmMEncU5Z8hZJVKwAMZpk
6,M?dicament,Niska,1864479,https://open.spotify.com/track/55mCsKCo4bPuYtZvHppp8z
7,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,1786930,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
8,Cheum,Nekfeu,1721765,https://open.spotify.com/track/3eG36tERWexe2lm75Ea3Y8
9,Elle pleut,Nekfeu,1688360,https://open.spotify.com/track/31ljIjVJOgopnyNposqPhm
10,Mirador,Kezah,1560276,https://open.spotify.com/track/4j5Bb0saeXmiz62XIZjcHj
11,La bandite,Jul,1476271,https://open.spotify.com/track/0sOeocOCv6IFQJwGhgAxyq
12,MOWGLI II,PNL,1409203,https://open.spotify.com/track/1w2OwBeojIZI8hTI5WkMkV
13,Salvatrucha,Jul,1393648,https://open.spotify.com/track/6vx0mS1pP3OQish6HpbrI0
14,Maman ne le sait pas (feat. Niska),Ninho,1313207,https://open.spotify.com/track/5c2HadbVTsMKjja4gohEFI
15,Voyage l?ger,Nekfeu,1275039,https://open.spotify.com/track/0sSvwmaVvkcIARs3uaLmlj
16,Tokyo,Jul,1247479,https://open.spotify.com/track/6HpTzqmgE5eAPJPNmQ3oiH
17,Pookie,Aya Nakamura,1231796,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD
18,Les ?toiles vagabondes,Nekfeu,1230162,https://open.spotify.com/track/1FN3Bo2tGTBxvEb5b83vFV
19,Alunissons,Nekfeu,1212401,https://open.spotify.com/track/48MQ3gJuiksM6zyLPRTFKj
20,Papers (feat. Ninho),Zola,1171461,https://open.spotify.com/track/3vmoC735YdyvsrF0HtbmGn
21,Premier pas,Nekfeu,1155993,https://open.spotify.com/track/6vsaj9lO1gyNjRmfIz0CTj
22,RR 9.1,Koba LaD,1138961,https://open.spotify.com/track/28fP6qcMGPfYOjrx8AOWFn
23,Sous la lune,Jul,1134757,https://open.spotify.com/track/1yIXAUDcLDrVS5OTkD18Mc
24,Au DD,PNL,1114180,https://open.spotify.com/track/5lCxlSBFyP5g4EhVypAoOu
25,Menteur menteur,Nekfeu,1112692,https://open.spotify.com/track/5BX0UF54txMgYG73sVNeJJ
26,Con Calma,Daddy Yankee,1110761,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
27,Takotsubo,Nekfeu,1097759,https://open.spotify.com/track/2SlzpQnpdEetONMktRWUKS
28,BDG,Jul,1097129,https://open.spotify.com/track/0hvbUuigktZMvczSCzKrVB
29,Balance ton quoi,Ang?le,1087991,https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa
30,Le bruit qui court,Nekfeu,1085571,https://open.spotify.com/track/7rOhUcPhUnEmOLXLtNjuZO
31,I Don't Care (with Justin Bieber),Ed Sheeran,1083855,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
32,J'suis loin,Jul,1050727,https://open.spotify.com/track/2Kphenifi7SCpExzh5g0dA
33,GTA,Jul,1031535,https://open.spotify.com/track/71zBCoMz9o3fcET9SBPlOa
34,Professor,Jul,1019052,https://open.spotify.com/track/4oww2IXzyVrI1bIDJBomHN
35,Binks (feat. Koba LaD),100 Blaze,1011920,https://open.spotify.com/track/66kEUL4IAGwmquPa41Jka8
36,Ciel noir,Nekfeu,986202,https://open.spotify.com/track/2613pAp7RThnv3hjAfNn8m
37,Bye Bye,Squeezie,982410,https://open.spotify.com/track/43Ca15rXse9SfsEvcJ27js
38,La vie qu'on m?ne,Ninho,980948,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No
39,bad guy,Billie Eilish,946678,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
