,ArtistName,ArtistID,MusicID
3015,GoldLink,5XenQ7XfcvQdfIbpLEFaKQ,15EPc80XuFrb2LmOzGjuRg
3016,Fourty,1SnSPHBs8l5iAvoWF0aO05,15F6SCYBuZ3hHBAoPkHKRy
3017,Lacrim,7DUTsWY3RBd64vh8UtgtYA,15HLyXRyncLyymUETjuJJU
3018,Official HIGE DANdism,5Vo1hnCRmCM6M4thZCInCj,15HNdxGKNCIO9pgaY4n7FU
3019,Frsh,19CxlXaWOlZh2pqZrJlHxN,15IfAjPfHrNAD0TDtXSjIY
3020,Eminem,7dGJo4pcD2V6oG8kP0tJRR,15JINEqzVMv3SvJTAXAKED
3021,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,15LOSQ3z91ZB2wMiMhiCjZ
3022,Vegedream,4eYnorQRhVHT2KBl2UyHHd,15Ld4e3qg8Ax5twKY45GXs
3023,Mimi Webb,3GxKJzJK4LpsYGXQrw77wz,15OCqNPYoLziEAsbVnqRj5
3024,Farruko,329e4yvIujISKGKz1BZZbO,15OjBeqNX3bShsGYQbteRv
3025,Ninho,6Te49r3A6f5BiIgBRxH7FH,15UV9ARr2bzPOEZb2QbTae
3026,Yssi SB,0o1hCS1PDOc1UtVrcXB9s8,15Uebjjrt3qB7ct34cAzks
3027,Lennon Stella,1cZQSpDsxgKIX2yW5OR9Ot,15VDHAMS4JCLziCjNkmQl1
3028,LX,10XY9PZCJKzUFzZOdtlQLU,15W80Swo6DecIiAP7CQgm4
3029,BUMP OF CHICKEN,0hSFeqPehe7FtCNWuQ6Bsy,15WLZS3pvNj1grj8FsI1tv
3030,KeBlack,7x3eTVPlBiPjXHn3qotY86,15WefT50EMUmlyvHYF3g9E
3031,Lil Durk,3hcs9uc56yIGFCSy9leWe7,15bnyEOUVRkwWlxR4F7xzF
3032,Indochine,7knmbOGe07k85GmK50vACB,15cSC6C9I5hgRcaqrbS1nM
3033,*NSYNC,6Ff53KvcvAj5U7Z1vojB5o,15coTBAzEN1bOeipoNDZAR
3034,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,15dnkAHcHC0vrIUlbiPiqU
3035,Rammstein,6wWVKhxIU2cEi0K81v7HvP,15f16lrsDzFeNpHYBTzHLI
3036,Loud Luxury,6t1gpxYbY8OlLA7D2RiikQ,15fZrZhdK0g1BS9sDeW6sD
3037,LX,10XY9PZCJKzUFzZOdtlQLU,15hozX1BAMMndIG7ovyDZ7
3038,Jonas Esticado,22jNvLBrXGKr4CcV2tw8Ag,15k1TDabqSEmyXOwMq9RM7
3039,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,15kQGEy89K8deJcZVFEn0N
3040,Eno,3GBBxBdoolb0B5YizZq9bF,15mOiiGu0TPiiBTKB4WYm7
3041,Headie One,6UCQYrcJ6wab6gnQ89OJFh,15nKLSvslk7jntDkxIdYmq
3042,Sidhu Moose Wala,4PULA4EFzYTrxYvOVlwpiQ,15rEEVR9tYJS4hbubgS3u7
3043,Little Mix,3e7awlrlDSwF3iM0WBjGMp,15rrQmSEBXtkR6ylXs1NMY
3044,Lacrim,7DUTsWY3RBd64vh8UtgtYA,15vAxNQlZtILUyzvcRruNx
3045,James Arthur,4IWBUUAFIplrNtaOHcJPRM,15xWRPHQMeqgdkGzInx3PY
3046,Vald,3CnCGFxXbOA8bAK54jR8js,15zOksChrybh5ObqKfVPJY
3047,Gambi,1lB3I3SI30v2ZOpR4XQqzJ,160zxNCH76P3BK9Vv0twjO
3048,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,161DnLWsx1i3u1JT05lzqU
3049,Josylvio,1wFoE1RwBMWoWkXcFrCgsx,161XFHnK9ghaUohNIvKqJ4
3050,Gzuz,5eioJDe26lOqkAMbuhzZYs,166mo46YNWffXCanFZJ9xH
3051,Capital Bra,4WZGDpNwrC0vNQyl9QzF7d,166x4fFwJjCv8VxnUys6J7
3052,Charlotte Cardin,1G0YV9WooUBjrwDq0Q7EFK,167HWbEImETmEG2oiNTwWj
3053,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,167NczpNbRF7oWakJaY3Hh
3054,Kaaris,1ntQKIMIgESKpKoNXVBvQg,167pdGHm4Ng090sf50XbXa
3055,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,16Ah4QqH4mgYVXqfC4mdSd
3056,RK,2s7fZ34RK8RUJQ2ewsh6I5,16BT0Lm6k8I6aOK1rjCXH9
3057,Maes,6L34dW6SKMSDaGIfYDU19j,16D4613VA9RHe72Jq2VnOs
3058,CXLOE,6M25WWmNO7wK1DnKmd3z6R,16GAMmkIzTIT7aH19TtW3f
3059,Kontra K,4lDiJcOJ2GLCK6p9q5BgfK,16GARE1mc0ZtTembNdMMXO
3060,ARASHI,1XYuC1vxinTjHCNd5clB8C,16LTIvNG7DLSTc48flc1NZ
3061,ANNA,7K80yOTC0Id95gRaOxDG5u,16PtciDusm0JSYKpF5qj3Z
3062,Enemy,6nef6002aZx63N9P9KSmCF,16QQ2KYWufcWCU3c7XaNba
3063,Lil Baby,5f7VJjfbwm532GiveGC0ZK,16QjPRt5HYK0dnLGmGRCvf
3064,Ashafar,438nTuoZFCZCyBl33jE9dU,16V4Xfm9207E9NRaoKFWOp
3065,1PLIKÉ140,4Ue6MAZqz18NlaOQomRXLU,16YL2ZwjANhG2Pa2j51xcR
3066,Kodak Black,46SHBwWsqBkxI7EeeBEQG7,16dXg2YuFOxwDC3cTf5jde
3067,Young Stoner Life,1xr2G8Hlx4QWmT9HaUbmoO,16eZmQoeajKH8G2nPe2chk
3068,Djadja & Dinaz,5hREZP0zTQbTLkZ2M8RS4v,16gQkef4VYxBfw2oQ4cdVU
3069,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,16kqEZBfhhK8XlQpauKej1
3070,Koba LaD,1q7T9rFQ2a2ukA1PU51fo3,16mEAOIriJH4aIJW8OiZkD
3071,Maxwell,0b62itBWBdLgiecXjXCqKC,16nn9U3bhRfDgOxK1rp3WC
3072,DaBaby,4r63FhuTkUYltbVAg5TQnk,16oi4OiKmkO51l60F5R9kR
3073,Jul,3IW7ScrzXmPvZhB27hmfgy,16pMGll7Ngwq32CrLEMyxa
3074,Frenna,6m1LYS5NQonxjOcQFPQOb5,16piKIBmR6y3q1g7XTwuUe
3075,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,16q7iofxCkvWBKef4fMKf3
3076,Nina Nesbitt,7AzjETXRUKNRSJHMW9GIqd,16qL4QnsTjnNNoChtGg01j
3077,Mac Miller,4LLpKhyESsyAXpc4laK94U,16umSNZfofRpDqTvf8DIAo
3078,Bushido,3c96G4d2lUOxhomM2mby5S,16vlCUTv3TjNiMrvsyvxsZ
3079,Fmg,2cZwVNd4sK0CCJ6BqY7U9H,16vslB3t1wWmVOUIDrfqv9
3080,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,16wAOAZ2OkqoIDN7TpChjR
3081,Rich Brian,2IDLDx25HU1nQMKde4n61a,16wWFYS9S4hKBk2Ofj3Ss6
3082,Drake,3TVXtAsR1Inumwj472S9r4,16x6tqeSkIjoLEf7SJLlYy
3083,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,16x9bQHw8TBNaGDyULvwad
3084,Architrackz,5YqXgMhzkUnyjYQGgoIvoq,16yuMP8UUAuzc6veFejyPd
3085,SCH,2kXKa3aAFngGz2P4GjG5w2,16znV4n3VrHaHIkNcU5s6c
3086,Polo G,6AgTAQt8XS6jRWi4sX7w49,170DNUSnQRp1tGpppF26pA
3087,Lil Kleine,3AlRiyjMywTVNzTcHbf9QT,170ucLpw8gVAcmzRoW4kfH
3088,Alkpote,0QcZD8V0Ug1KINWBSyG0dB,171s2ybMpPPA0NttWbZiNv
3089,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,172e82oK9vGoBPvc6SqMm5
3090,King Gnu,6wxfx1yhyqjCPYwwxJktR2,172fMG26G2OoEzzg0wn26r
3091,Kaza,4MRRW42s9ymwa5zu4xTKJh,17554wkntkTn8DSqUGhWha
3092,La Fouine,6QS84S3i4gwdEKqWoTtDLd,178N9KIyxCaqL3cNXjXhqa
3093,MERO,5wyWp867LWGjFmYZXVSFnZ,178iFQyGImdKhaD2PoVdnZ
3094,Maan,5vmwWgrlwCfHm1P0vdDFbU,179HHpNYcdh13BY7uOHiQw
3095,RADWIMPS,1EowJ1WwkMzkCkRomFhui7,17A3UTMUWzCRn7I42exBhF
3096,J Hus,2a0uxJgbvvIRI4GX8pYfcr,17AJ0j3c0idBOMeZwC2wPt
3097,Ramz,6ywXRaHY7m2DJ0dd7CsLAB,17Bq9GjpPbiD1tRvfoMnJK
3098,miwa,3R3WEsfL1WC1zLiz3XG9K5,17DfKcV1gBdfMBdzsf4NQx
3099,Chivv,2hBfmHHnM4dS4pJgEJENCg,17DiAfqZlhE4RkDlx0UTM1
3100,Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,17DjWsC0G9YQtAiepG3c5v
3101,Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,17Fd6Yb7mSbinKG8LoWfFl
3102,RAF Camora,0Dvx6p8JDyzeOPGmaCIH1L,17Fol0EIxmCYz3Q1uax4DV
3103,METRICKZ,2P7AfQW941UU324qq2ggZf,17FpUh6WRFjTiO2I4lmPlN
3104,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,17FyWGvqby379Q92sn23jW
3105,Various Artists,0LyfQWJT6nXafLPZqxe9Of,17Ghtp38beAnsQ5qkFv91g
3106,Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,17HlhTU351nr8MncIGppDk
3107,Troye Sivan,3WGpXCj9YhhfX11TToZcXP,17JYzDCW1UTndfURuTydF2
3108,AK AUSSERKONTROLLE,07SFzTMeYf5P8Rd32a9Zzw,17Jm0HKkU2Qh7K264pSSXW
3109,Lil Kleine,3AlRiyjMywTVNzTcHbf9QT,17L2sYqS71YBsocuCT5Bem
3110,Hiro,64XqdWjtYhfMJeQB7wtAwS,17NQSO5OECGGk6Pi9y7jM3
3111,M Huncho,491U1PrV1EoQuhM0aUCn9r,17OTO2RMaTZr6exF7ejaUH
3112,Little Glee Monster,2N19kPGlqKY8GiyE4DkAtp,17QRAEADdOEprcsVJMD1Vv
3113,Heuss L'enfoiré,3YwqjMyrRfuixi2pbgTGCE,17RmvdhJ5NmpiVpBEsusy6
3114,Luke Combs,718COspgdWOnwOFpJHRZHS,17TSJlshgQ5zu0e8dedAla
3115,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,17UUYZ290omPaJY4wKeyHh
3116,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,17UwOJOXHbggzJfAreIgII
3117,Liam Gallagher,6sN51vEARnAAdBw1IKZ8Q9,17Xof0GRZZfS7ZgjUJ27pH
3118,Cardi B,4kYSro6naA4h99UJvo89HB,17Yq72h0p15OhCbZ5lJ5gd
3119,Johnny Hallyday,2HALYSe657tNJ1iKVXP2xA,17aAJzeHinyvV4rplG2Mnw
3120,Roméo Elvis,2pHk4wAmL7ofTAuvCIUWtv,17avURbq8QQo7kQDU6xN6L
3121,Paul Woolford,4CA8PTrbq1l5IgyvBA2JSV,17bGtGqqaXOgVnhnfx5NlE
3122,Ali B,5quv5QEyL2XAloebaau69m,17bYFKHY3u2i2wuMsPPLW6
3123,Giggs,3S0tlB4fE7ChxI2pWz8Xip,17jXCEmvvo2pRiQ8hETEAA
3124,Klem Schen,2h5IzYxNFBtXa3PsnV370c,17ljHF98J4bOroYIcQzE2l
3125,AnnenMayKantereit,23xqmJEN3oVxwzqtNIyR5m,17lu3VOOdnuf6fvtj6TDL5
3126,De Jeugd Van Tegenwoordig,1u7uShzlA1tXJeox3jMFPq,17t4jyYRBNsFox9A4qIhWI
3127,Kalazh44,5sRQkVexJlax2iISuqL8cV,17tgK6f93CECWj0EC70RfQ
3128,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,17vGPZ5EsdvtgAOCD4FLWI
3129,Columbine,5AAzeysphag0NxJxLbbVla,17y8kqTbNDd9QM3j6yln4g
3130,[Alexandros],1luOe8HkZQ7zwuaO2wuJqI,182OyyWbwrYpOgV2F5F01C
3131,Cash Cash,1LOB7jTeEV14pHai6EXSzF,1839RWzPRZCVgvamu4sHSN
3132,TWICE,7n2Ycct7Beij7Dj7meI4X0,184XtKkzoAl83quIarUAJP
3133,sumika,0ySFZq3Wd0SQUyJUzmJAeb,185espHo2bItrvYrUUkDhe
3134,SCH,2kXKa3aAFngGz2P4GjG5w2,185uGUwqhl34oc973DJMnZ
3135,Eva,5nH2klYTzn8CNvUv1GOGQO,186HAeS1KdqhztQLq85C24
3136,Mac Miller,4LLpKhyESsyAXpc4laK94U,1883mCuSqnfnrWoq8i3myH
3137,AJ Tracey,4Xi6LSfFqv26XgP9NKN26U,188Y8ny5w1GArwFjXE2arA
3138,A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,18AIesWCXvIbXu8RqQw1E1
3139,OMAR,0h0Iypw4Zpe2pWEKIS9So3,18AlZq1ylnj2vgsFmSwpT2
3140,Dopebwoy,6OQggpm01CmAB717TKtDCr,18B3AG7KK2hSjL0UY6EjUB
3141,Veysel,4VuARVJiWGsH2msKTdsKdQ,18B8O0dI8RANa7Kx9vyemO
3142,Savas,5C5hEZzr3BmvYcIPfWMnnC,18BLXBMkoDHVxJaSXDt9v3
3143,Joji,3MZsBdqDrRTJihTHQrO6Dq,18CK4TdFJhPYQtUX2fq8D8
3144,F1rstman,0IA4SdCS8HBDX6oBoOlgaf,18CkDfMW10KhueHaqAFgWK
3145,Mister You,74YbW6s8CZdaYLxJU9HeS7,18DMavJza98hP5EmMowJol
3146,Bosh,6Mm2g25BTeJ6BICPFWGkPg,18EfvQpkWKW8flyvztYsNT
3147,Geechi,30TCJAB49OXPfotwqvvB8W,18FLKLnz8jQNnlQRi5CwwE
3148,Gringo,5Sjj30aHCmKcM9SdVX7PBK,18GQvBo5Q4djSOatXGFDcF
3149,Gambi,1lB3I3SI30v2ZOpR4XQqzJ,18HNGxDOcshRU2Hdu8tMOM
3150,MoStack,14H15rElxdGClICOZXEYHP,18INBoIehIGl8afUmMY6ky
3151,Khalid,6LuN9FCkKOj5PcnpouEgny,18O00Y7yrkJ0pRXm1n21Og
3152,Kaza,4MRRW42s9ymwa5zu4xTKJh,18OLdQvxxSRNQbzGWNMGIs
3153,Landy,2EFpb61Lpi0l5ldOiqbZkK,18PDgbJSfFspnfkhq4vIvA
3154,MISIA,3uyDATzOGjbGCts7v2eszk,18SSDuDfgGNir2UmKorq7U
3155,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,18ULKfQl3KpCnklAKFfO2t
3156,Kollegah,6gto7HVNhu4ARE3P3g8Y5Y,18Uay1003reV0z2KaK97NY
3157,The 1975,3mIj9lX2MWuHmhNCA7LSCW,18UsAG7SfOQ5sxJEdjAMH0
3158,Dardan,3pjq2pDV9RR6VY55wBjVnp,18VRnJOBksZVjCwwvMazA3
3159,NOTD,5jAMCwdNHWr7JThxtMuEyy,18W92Zm1KjLCbUIszOhpkD
3160,Djadja & Dinaz,5hREZP0zTQbTLkZ2M8RS4v,18ZQtwHl6ni4lZyocy6Ohr
3161,Bonez MC,1aS5tqEs9ci5P9KD9tZWa6,18Zpt1MlMp5PgRfMd8YQ9Z
3162,Vic9,7FGPqGAnNztJ6mQniyFLt9,18Zsi8BzbXkyNc6IkeHPQa
3163,PRIME,1FhFAnXsMLYJhRVBKvcdHU,18ZxxHJ3SRezTrMOXynDL1
3164,NF,6fOMl44jA4Sp5b9PpYCkzz,18czZN7uruOjftj71Kt8oj
3165,Nura,3gkbRDj7pkIylWVBpRfrQf,18danT1iBcCyLbLTCDUr71
3166,Jessie J,2gsggkzM5R49q6jpPvazou,18g50kFt5uwVeCzQbrCvAO
3167,Dorentina,4BMNa7OwCq14ikdVluvUP5,18kJrQYxIZibN6qkVMbgyJ
3168,King Gnu,6wxfx1yhyqjCPYwwxJktR2,18kopBY404pwnBMYoUwQYi
3169,Kaaris,1ntQKIMIgESKpKoNXVBvQg,18lnW0d7FJTvYHulJeI3ai
3170,Little Mix,3e7awlrlDSwF3iM0WBjGMp,18n2GdCpsHYzkbMKPavE7Y
3171,Vaundy,2IUl3m1H1EQ7QfNbNWvgru,18nkY3pJTub8WwEGiQAGh4
3172,Demi Lovato,6S2OmqARrzebs0tKUEyXyp,18ssFhD04lWo1RzpcohnrG
3173,Jeremy Zucker,3gIRvgZssIb9aiirIg0nI3,18uwL0vNUanqZH0ro2QcOP
3174,Various Artists,0LyfQWJT6nXafLPZqxe9Of,18xFynePEF4Jt0uQrWZz31
3175,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,18xmRkPWE0sGUzFyNNAAhN
3176,ELLEGARDEN,3cbd5GWGOknxmFAe77MDbk,18xszcbgtHszOyovyumBPJ
3177,JAZN,3PP4drc6wQuyKstnJfXpu1,18yA8SEzQEZkBBTs34gAlK
3178,Zkr,2yJ6lsLqG06r9bckSTQRt4,190xE4jFfA1L0QqyfH4mh0
3179,Polo G,6AgTAQt8XS6jRWi4sX7w49,192RjH0gN6en7nE6ElN96T
3180,Lorde,163tK9Wjr9P9DmM0AVK7lm,193Dm5SqYy3hTSbuzxbwKc
3181,Veysel,4VuARVJiWGsH2msKTdsKdQ,194IS9NnPN3clG6v3BakTR
3182,Bigflo & Oli,5mmEMfYChd6MImBagU7zCs,1952SQ7t45GNIkXOXHxHCl
3183,Lil Durk,3hcs9uc56yIGFCSy9leWe7,195gauSXE6Q2IKmCrarHut
3184,Lacrim,7DUTsWY3RBd64vh8UtgtYA,196XHtvs7yt8PaHNzNc0PD
3185,Sofiane,6qFt3TjvxMt77YGsktWG8Z,196cSZjrDdgaJILT3cpfYl
3186,Frosty,2uaGbYYR6MVKSR371T3a7p,196eNftx9NhvFQz5xrmLQx
3187,George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,197haCqQ3ehyUC6jmTC9cj
3188,NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,1985nAkGJf1oOrgHCWftoN
3189,Dorentina,4BMNa7OwCq14ikdVluvUP5,19Ae5uZusR5EY8krorD9bf
3190,Veysel,4VuARVJiWGsH2msKTdsKdQ,19C5JNzCR1O2TTZM8qQ5Wy
3191,Frenna,6m1LYS5NQonxjOcQFPQOb5,19CB086TjdU7dRi3JN9SzY
3192,Taylor Swift,06HL4z0CvFAxyc27GXpf02,19CSr8rwW05VJL2F91KFNK
3193,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,19Ec2gbNtQTE44IizcPjtD
3194,Miguel,360IAlyVv4PCEVjgyMZrxK,19EnyPZhNPbRoCxAuv5pKD
3195,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,19Fcrc0nJiwMKom00gS9SW
3196,Cast Of “Mamma Mia! Here We Go Again”,1yjracK9CNmMgZo5myCuqu,19GsJOvgLVujgxcnDVd8FB
3197,21 Savage,1URnnhqYAYcrqrcwql10ft,19HA9J80qZfIkAnp2g8N2S
3198,Vegedream,4eYnorQRhVHT2KBl2UyHHd,19IXPRtUuKFwIqJSFPY8zz
3199,D-Block Europe,5VadK1havLhK1OpKYsXv9y,19Jge57xirLkt5gc7m7ftP
3200,Samra,6h1s4i4XKIYv4ErDelLDN0,19LqJBBfd73oeBc3CPgDdl
3201,Alvaro Soler,2urF8dgLVfDjunO0pcHUEe,19MBk3PbNFE36wqIqkMq9H
3202,Various Artists,0LyfQWJT6nXafLPZqxe9Of,19MZwQ3hXSz5uhDFVourgh
3203,Maluma,1r4hJ1h58CWwUQe3MxPuau,19OXtYzrJyCrQvTbfukt4H
3204,93 Empire,6G2XHZtd6wJhEHtipzcpqy,19PeSMZDNa5O9JdY46MnM8
3205,AnnenMayKantereit,23xqmJEN3oVxwzqtNIyR5m,19VrCmegsh8IqFfvpht5yw
3206,Taylor Swift,06HL4z0CvFAxyc27GXpf02,19WjVVgXjdKXfLXoaDPwTM
3207,Die Ärzte,0cbL6CYnRqpAxf1evwUVQD,19Yi4vn0Sbfk1wm9sDuGKE
3208,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,19a3JfW8BQwqHWUMbcqSx8
3209,Fresku,5m1cLmgZIfEYPLejhLFR10,19dGE5BQNUbQF1YRGW8UBq
3210,Kalash Criminel,6ytOHdKh4xt4YvF7tz8Zcv,19doJl89FxG7qMTzeMUgXl
3211,Capital Bra,4WZGDpNwrC0vNQyl9QzF7d,19e0eJYmPzJtj516CM6hqH
3212,Giggs,3S0tlB4fE7ChxI2pWz8Xip,19e7nxjjaxsdxJpUe0LYQQ
3213,Mrs. GREEN APPLE,4QvgGvpgzgyUOo8Yp8LDm9,19eEiDedMPwhsCSVzoYKju
3214,DaBaby,4r63FhuTkUYltbVAg5TQnk,19eeh4pgEGHdSTc26U1y89
3215,Fourty,1SnSPHBs8l5iAvoWF0aO05,19fDIY33r2UxVdOJH21dTB
3216,YOASOBI,64tJ2EAv1R6UaZqc4iOCyj,19fhOFi6pNGeZe5uiFlm7c
3217,Bobby Shmurda,34Y0ldeyUv7jBvukWOGASO,19gEmPjfqSZT0ulDRfjl0m
3218,5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,19hh7DkfRBrpRGYfKlw7jb
3219,Bushido,3c96G4d2lUOxhomM2mby5S,19j4zJpumhQ2v0FottwCdD
3220,Lyna Mahyem,0Yj3N31EWXHc6e3eDyJPLP,19jZtdZoRci3ZsdbVTESo2
3221,PnB Rock,21WS9wngs9AqFckK7yYJPM,19jsYX7bQKkNmBJPp4uOBj
3222,Mrs. GREEN APPLE,4QvgGvpgzgyUOo8Yp8LDm9,19kF4PkH9RmZlMSEOhSgdQ
3223,Frenna,6m1LYS5NQonxjOcQFPQOb5,19kqop93UJgDgyT5OhngzI
3224,Rohff,32UhRcgdXO6LdLhOpfIdxp,19musJNlqCgr3QjQ53mp8a
3225,Kenshi Yonezu,1snhtMLeb2DYoMOcVbb8iB,19op3QHIz9Aq5VdwsASXIz
3226,H Jungle With t,5tzXe29CBmoCiUGwpfYAct,19oxKZQilcf3pGhduW6TPg
3227,Kollegah,6gto7HVNhu4ARE3P3g8Y5Y,19rH4k9VrjpfWb24NEesdf
3228,MMZ,20amiDsCI5EwB6xy37h44k,19s7kcYey8tz8BienN8S4J
3229,SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,19t5GSN3XsLB7UOsZD8Fwv
3230,Dopebwoy,6OQggpm01CmAB717TKtDCr,19tVlvPolKo1ckk1uBSjAV
3231,Scridge,6fYEeLBc96CguiLq9FPBQU,19ty6QsblMahEANnJKAoMV
3232,Headie One,6UCQYrcJ6wab6gnQ89OJFh,19wQTScavLwsq2sXty0MjO
3233,SL,0wY1K9SgxbaRfoFRmSR5x5,19xj9MPZsjMZBnj6c1rlIv
3234,Skepta,2p1fiYHYiXz9qi0JJyxBzN,19xuCobFr8orZ8BgPJYgd8
3235,Moha La Squale,4vtz0m60CCrcsQmqDunDIR,19zimFO8oWdu9STO4auMr3
3236,Djadja & Dinaz,5hREZP0zTQbTLkZ2M8RS4v,1A3qfWiRfw0q5o549PsWI4
3237,Jim Pandzko,6LLkR5gUCfKpHT1BTgGQ55,1A4y0eCgwxgII0iRCt6oEk
3238,Summer Cem,3drqpTL4sQOckmAfF9i1wg,1A5nTDzLS8ckYOLiQMgtmG
3239,Deorro,6VD4UEUPvtsemqD3mmTqCR,1A5yplwEk6cJbAL63L6bkp
3240,Post Malone,246dkjvS1zLTtiykXe5h60,1A6OTy97kk0mMdm78rHsm8
3241,Sam Smith,2wY79sveU1sp5g7SokKOiI,1A85fOmviQuGgkF6Lww6Nd
3242,Polo G,6AgTAQt8XS6jRWi4sX7w49,1A8990rtwHQ417l3yADe5t
3243,Kungs,7keGfmQR4X5w0two1xKZ7d,1A8j067qyiNwQnZT0bzUpZ
3244,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,1ABQT5SxlUTNapSbSzblGx
3245,Sam Smith,2wY79sveU1sp5g7SokKOiI,1ABS9lKaZ1uXkXCqr9zFO7
3246,Sigrid,4TrraAsitQKl821DQY42cZ,1ABvDz0JnQGO8M8NYjRNMp
3247,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,1ADjWm8QNhgNV8yCNNgQ1T
3248,Future,1RyvyyTE3xzB2ZywiAwp0i,1AGPmw3QJBNfOK6XioDhZp
3249,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,1AGXmKhp5H6d1B2OwZwQdQ
3250,Loredana,2Im8m4STDBosjfmb5hmP80,1AGjF8pckOxTGeb5zubyqH
3251,A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,1AH60dMaEfNjzDoUIFwIQi
3252,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,1AI7UPw3fgwAFkvAlZWhE0
3253,Ninho,6Te49r3A6f5BiIgBRxH7FH,1AItNk9SzkLHmjWrEz4XvW
3254,Casper,6UDhlW8uEVBBrqHS3RrKuv,1AJ9259bdyAX6lHnKx6XPf
3255,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,1AJQ97yAt6xfeF7nQaE1t8
3256,Soprano,2RJBv9wXbW6m539q9NOfW1,1ALK7oqxMr5yonp9ZfTWH5
3257,6LACK,4IVAbR2w4JJNJDDRFP3E83,1AROE0XcC4ySCxXF65mutZ
3258,Jul,3IW7ScrzXmPvZhB27hmfgy,1ARv8VDHzs8DnWHnty9wvy
3259,Kianush,0t9IVyFGzH79wIFfhEXddQ,1AS66Tf3W0yTFAKhkuzdne
3260,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,1AT4xjNarTswd0UZ5FlmKF
3261,Skepta,2p1fiYHYiXz9qi0JJyxBzN,1ATVSVN4kc8S2XE7FdyJi8
3262,Shirin David,0JBdTCGs111JKKYfLqOEBa,1ATzY5RQJj7nC2n3WN4jYx
3263,Shota Shimizu,2ZjWbNQAjL74Pf4aqikIz2,1AURRTESj8Nd6FKhffNEMV
3264,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,1AVu7Kc2MRrLfOG1RCEf07
3265,Ninho,6Te49r3A6f5BiIgBRxH7FH,1AaJX4YEeklJyRYisD10JT
3266,RAF Camora,0Dvx6p8JDyzeOPGmaCIH1L,1Ad4rRP7I79WDxg1ER63Tm
3267,4Keus,2LUi4eKMEFKFM4awgurcSs,1AeHiEDBqvZTzENxBDqYcd
3268,Azad,7LQLsKs1Qulq0BxYdhRnBU,1AhCWp3EdGnOZdp41wMOI4
3269,Queen,1dfeR4HaWDbWqFHLkxsg1d,1AhDOtG9vPSOmsWgNW0BEY
3270,Gringo,5Sjj30aHCmKcM9SdVX7PBK,1AjebVX4K3KLY8Shz2gQ5A
3271,Charly Black,5sK8BsvyDl4TFA6KaBf8or,1AkTW13ysu0AJrwuM6UY0I
3272,Remioromen,4Yz1LjHwgQ5DFWJrZL8bC8,1Alsp6EVIAHTDorSjPeRuY
3273,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,1AnkdcHl86kEhDvhaKDuIe
3274,Ufo361,5pVRwX5ZQR7hfJ18w8ZYkl,1AoQsB9ezUA8hIX3pK93nO
3275,A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,1AqemxWsT0iGg5Lvkm16Bt
3276,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,1ArLnG0bHaHPXqf08sEKM0
3277,AK AUSSERKONTROLLE,07SFzTMeYf5P8Rd32a9Zzw,1As8f8iPGCx0evpgY0xrka
3278,Catfish and the Bottlemen,2xaAOVImG2O6lURwqperlD,1Au3FoCGdYXtecmFc5s2l1
