,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,God's Plan,0.0309,0.758,0.448,8.67e-05,0.558,-9.441,1,0.103,77.176,4,0.373,1629206,Australia,2XW4DbS6NddZxRPm5rMCeY
1,Psycho (feat. Ty Dolla $ign),0.566,0.74,0.558,0.0,0.112,-8.115,1,0.102,140.057,4,0.421,1479500,Australia,65NwOZqoXny4JxqAPlfxRF
2,Love Lies (with Normani),0.0956,0.708,0.648,0.0,0.134,-5.626,1,0.0449,143.955,4,0.338,1420813,Australia,45Egmo7icyopuzJN0oMEdk
3,Freaky Friday (feat. Chris Brown),0.147,0.755,0.599,0.0,0.109,-5.042,1,0.224,133.123,4,0.755,1344427,Australia,10Igtw8bSDyyFs7KIsKngZ
4,Call Out My Name,0.218,0.489,0.598,0.0,0.35,-4.929,1,0.036,134.045,3,0.172,1237359,Australia,1gm616Plq4ScqNi7TVkZ5N
5,Nice For What,0.0934,0.567,0.913,0.000124,0.114,-6.471,1,0.0736,93.35,4,0.792,1162261,Australia,1cTZMwcBJT0Ka3UJPXOeeN
6,FRIENDS,0.205,0.626,0.88,0.0,0.128,-2.384,0,0.0504,95.079,4,0.534,1070504,Australia,08bNPGLD8AhKpnnERrAc6G
7,All The Stars (with SZA),0.0605,0.698,0.633,0.000194,0.0926,-4.946,1,0.0597,96.924,4,0.552,1053926,Australia,3GCdLUSnKSMJhs4Tj6CV3s
8,IDGAF,0.0403,0.836,0.544,0.0,0.0824,-5.975,1,0.0943,97.028,4,0.51,1048084,Australia,76cy1WJvNGJTj78UqeA5zr
9,The Middle,0.208,0.748,0.652,0.0,0.128,-3.02,1,0.058,106.914,4,0.431,1010752,Australia,2ARqIya5NAuvFVHSN3bL0m
10,SAD!,0.258,0.74,0.613,0.00372,0.123,-4.88,1,0.145,75.023,4,0.473,934953,Australia,3ee8Jmje8o58CHK66QrVC2
11,Mine,0.0148,0.719,0.803,4e-06,0.29,-3.834,1,0.0795,142.966,4,0.712,902587,Australia,2lYjH3ZbCrW7CHmSRvVCN3
12,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",0.194,0.653,0.809,0.0,0.165,-4.057,1,0.0474,92.213,4,0.55,893554,Australia,5CLGzJsGqhCEECcpnFQA8x
13,Meant to Be (feat. Florida Georgia Line),0.047,0.643,0.783,0.0,0.083,-6.458,1,0.0856,154.084,4,0.579,843868,Australia,7iDa6hUg2VgEL1o1HjmfBn
14,In My Blood,0.0524,0.628,0.715,0.0,0.119,-7.097,1,0.0541,139.991,4,0.429,824399,Australia,79jX8RM5CgPqDKdGEKNW9K
15,I Fall Apart,0.0689,0.556,0.538,0.0,0.196,-5.408,0,0.0382,143.95,4,0.291,759605,Australia,75ZvA4QfFiZvzhj2xkaWAh
16,Look Alive (feat. Drake),0.00104,0.922,0.581,5.86e-05,0.105,-7.495,1,0.27,140.022,4,0.595,759418,Australia,4qKcDkK6siZ7Jp1Jb4m0aL
17,Never Be the Same,0.181,0.637,0.713,0.000637,0.137,-4.333,1,0.0747,129.923,4,0.243,706811,Australia,4eWQlBRaTjPPUlzacqEeoQ
18,rockstar,0.117,0.578,0.532,8.97e-05,0.143,-6.636,0,0.066,159.784,4,0.12,694187,Australia,2U7Hu2RaNQNRi7izoJyZaX
19,Wasted Times,0.622,0.562,0.674,2.04e-05,0.111,-6.049,0,0.0851,122.699,4,0.293,689750,Australia,72TyiiduRmczEbDIEtKQdR
20,River (feat. Ed Sheeran),0.17,0.757,0.748,0.0,0.0759,-5.794,0,0.473,90.052,4,0.693,670365,Australia,5UEnHoDYpsxlfzWLZIc7LD
21,Delicate,0.216,0.75,0.404,0.000357,0.0911,-10.178,0,0.0682,95.045,4,0.0499,639738,Australia,6NFyWDv5CjfwuzoCkw47Xf
22,1950,0.648,0.6,0.535,4.7e-06,0.162,-7.043,1,0.107,71.912,4,0.269,639531,Australia,0CZ8lquoTX2Dkg7Ak2inwA
23,Say Something (feat. Chris Stapleton),0.103,0.707,0.632,1.09e-05,0.0841,-7.031,1,0.0789,97.04,4,0.372,606462,Australia,1LhMopPAallLeaeNutqbgS
24,Pray For Me (with Kendrick Lamar),0.0805,0.728,0.668,1.49e-05,0.102,-5.02,1,0.126,100.537,4,0.162,588597,Australia,4ofvoCdXq99vpMZO4Cfp8x
25,One Kiss (with Dua Lipa),0.037,0.791,0.862,2.19e-05,0.0814,-3.24,0,0.11,123.994,4,0.592,585735,Australia,7ef4DlsgrMEH11cDZd32M6
26,Go Bang,0.0714,0.598,0.893,0.0159,0.146,-3.072,1,0.0319,120.972,4,0.485,584210,Australia,6PKxFkewPt55P5ao5tVS5o
27,Wolves,0.139,0.715,0.802,0.0,0.177,-4.647,0,0.0394,124.989,4,0.327,560962,Australia,7EmGUiUaOSGDnUUQUDrOXC
28,Lost In Japan,0.303,0.726,0.708,0.0,0.348,-6.908,0,0.356,105.084,4,0.417,560540,Australia,7wvYmO5QscgIDDT0eNwbYX
29,Plug Walk,0.202,0.876,0.519,0.0,0.108,-6.531,1,0.143,94.981,4,0.158,551991,Australia,6mAz8D1TmlTuef90dbNIiZ
30,Nevermind,0.159,0.6,0.688,1.29e-05,0.409,-8.339,0,0.201,99.977,4,0.0793,551649,Australia,63SevszngYpZOwf63o61K4
31,Nothing to Regret,0.243,0.697,0.521,0.0,0.189,-6.519,1,0.031,91.998,4,0.331,532824,Australia,3C2xQqHVkhA1Ht17SzPRke
