,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,rockstar,0.13,0.577,0.522,9.03e-05,0.142,-6.594,0,0.0984,159.772,4,0.119,2205117,Australia,7wGoVu4Dady5GV0Sv4UIsx
1,Havana,0.186,0.768,0.517,3.8e-05,0.104,-4.323,0,0.0312,104.992,4,0.418,1327883,Australia,0ofbQMrRDsUaVKq2mGLEAb
2,Young Dumb & Broke,0.199,0.799,0.539,1.66e-05,0.165,-6.351,1,0.0421,136.948,4,0.394,1302046,Australia,5Z3GHaZ6ec9bsiI5BenrbY
3,1-800-273-8255,0.569,0.62,0.574,0.0,0.19,-7.788,0,0.0479,100.023,4,0.357,1273532,Australia,5tz69p7tJuGPeMGwNTxYuV
4,New Rules,0.00261,0.762,0.7,1.56e-05,0.153,-6.021,0,0.0694,116.073,4,0.608,1234007,Australia,2ekn2ttSfGqwhhate0LSR0
5,Glorious (feat. Skylar Grey),0.0323,0.731,0.794,2.59e-05,0.112,-5.126,0,0.0522,139.994,4,0.356,1174944,Australia,0CokSRCu5hZgPxcZBaEzVE
6,Too Good At Goodbyes - Edit,0.658,0.653,0.378,0.0,0.177,-8.273,1,0.0533,91.835,4,0.54,1115952,Australia,0mel2N9Ws9r4yLQn5QE21Y
7,Dusk Till Dawn - Radio Edit,0.101,0.258,0.437,1.27e-06,0.106,-6.593,0,0.039,180.043,4,0.0967,1069412,Australia,1j4kHkkpqZRBwE0A4CN4Yv
8,Silence,0.256,0.52,0.761,4.96e-06,0.17,-3.093,1,0.0853,141.971,4,0.286,1061010,Australia,7vGuf3Y35N4wmASOKLUVVU
9,Feel It Still,0.0417,0.801,0.795,0.000113,0.0717,-5.115,0,0.0504,79.028,4,0.754,1055005,Australia,6QgjcU0zLnzq5OrUoSZ3OK
10,I Fall Apart,0.0689,0.556,0.538,0.0,0.196,-5.408,0,0.0382,143.95,4,0.291,997186,Australia,75ZvA4QfFiZvzhj2xkaWAh
11,Sorry Not Sorry,0.0214,0.704,0.633,0.0,0.29,-6.923,0,0.241,144.021,4,0.863,993683,Australia,3m660poUr1chesgkkjQM7P
12,I Like Me Better,0.535,0.752,0.505,2.55e-06,0.104,-7.621,1,0.253,91.97,4,0.419,961606,Australia,1wjzFQodRWrPcQ0AnYnvQ9
13,What Lovers Do (feat. SZA),0.0767,0.795,0.608,2.92e-06,0.0853,-5.222,0,0.0694,110.001,4,0.386,961008,Australia,4mxWSdf71VFO52qFeY0fZt
14,Unforgettable,0.0293,0.726,0.769,0.0101,0.104,-5.043,1,0.123,97.985,4,0.733,956589,Australia,3B54sVLJ402zGa6Xm4YGNe
15,What About Us,0.0281,0.491,0.588,2.01e-06,0.0906,-6.177,1,0.0506,113.608,4,0.193,923928,Australia,0Qh38w01QRXK6KHIv0e3hb
16,Good Old Days (feat. Kesha),0.446,0.712,0.51,2.46e-05,0.112,-8.162,1,0.0633,122.964,4,0.268,905348,Australia,2Za1AlJNvksouPPWbXpR2X
17,Perfect,0.163,0.599,0.448,0.0,0.106,-6.312,1,0.0232,95.05,3,0.168,901521,Australia,0tgVpDi06FyKpA1z0VMD4v
18,Friends (with BloodPop®),0.00459,0.744,0.739,0.0,0.306,-5.35,1,0.0387,104.99,4,0.649,867875,Australia,7nZmah2llfvLDiUjm0kiyz
19,Thunder,0.00683,0.6,0.81,0.21,0.155,-4.749,1,0.0479,167.88,4,0.298,831999,Australia,0tKcYR2II1VCQWT79i5NrW
20,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",0.272,0.541,0.557,0.0,0.156,-5.094,0,0.173,106.122,4,0.173,774704,Australia,69Naniu2KjKjaQOBUagE8U
21,Jocelyn Flores,0.469,0.872,0.391,4.13e-06,0.297,-9.144,0,0.242,134.021,4,0.437,768492,Australia,7m9OqQk4RVRkw9JJdeAw96
22,"Let Me Go (with Alesso, Florida Georgia Line & watt)",0.0393,0.659,0.717,0.0,0.0769,-4.202,1,0.0581,103.036,4,0.71,755287,Australia,5AEtlRudpgdT5FtNiuly6Y
