,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,MOWGLI II,PNL,2341456,https://open.spotify.com/track/1w2OwBeojIZI8hTI5WkMkV
2,M?dicament,Niska,1967269,https://open.spotify.com/track/55mCsKCo4bPuYtZvHppp8z
3,Elle est bonne sa m?re,Vegedream,1792748,https://open.spotify.com/track/6F8Caj9u2wk5hmbFuKK6Pa
4,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,1619086,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
5,Maman ne le sait pas (feat. Niska),Ninho,1519744,https://open.spotify.com/track/5c2HadbVTsMKjja4gohEFI
6,Papers (feat. Ninho),Zola,1365706,https://open.spotify.com/track/3vmoC735YdyvsrF0HtbmGn
7,Au DD,PNL,1359128,https://open.spotify.com/track/5lCxlSBFyP5g4EhVypAoOu
8,Arc-en-ciel,Booba,1267817,https://open.spotify.com/track/07qHCBBSRswIsfs0waYdjC
9,RR 9.1,Koba LaD,1266451,https://open.spotify.com/track/28fP6qcMGPfYOjrx8AOWFn
10,I Don't Care (with Justin Bieber),Ed Sheeran,1234947,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
11,Balance ton quoi,Ang?le,1231465,https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa
12,Con Calma,Daddy Yankee,1170402,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
13,Pookie,Aya Nakamura,1139264,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD
14,Binks (feat. Koba LaD),100 Blaze,1111884,https://open.spotify.com/track/66kEUL4IAGwmquPa41Jka8
15,Goutte d'eau,Ninho,1072838,https://open.spotify.com/track/0rQbvQpjQ6QeeCAnVRzokf
16,La vie qu'on m?ne,Ninho,1062351,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No
17,Old Town Road,Lil Nas X,1011909,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
18,bad guy,Billie Eilish,922397,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
19,Putana,Ninho,907748,https://open.spotify.com/track/5oePa8PlOTPAlRaGs2OZ3A
20,Let Me Down Slowly,Alec Benjamin,861901,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
21,Deux fr?res,PNL,821914,https://open.spotify.com/track/6hzi3AGB39FjxFqcjgbWs7
22,Calma - Remix,Pedro Cap?,819054,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
23,Don't Call Me Up,Mabel,773342,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
24,? Kinshasa (feat. Fally Ipupa),Ninho,719770,https://open.spotify.com/track/7bLy8fxBMroDuV0zxwGSn6
25,Poss?d?,Djadja & Dinaz,717509,https://open.spotify.com/track/6g8Waa9vcFQP1FElldjfRr
26,Quotidien,Koba LaD,688165,https://open.spotify.com/track/2abVYMtriZHHIDGFZFT5ij
27,Khapta,Heuss L'enfoir?,678886,https://open.spotify.com/track/6stxV2bl7xSiPUornxwyNR
28,Sucker,Jonas Brothers,651626,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
29,Someone You Loved,Lewis Capaldi,646423,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
30,SOS,Avicii,633234,https://open.spotify.com/track/0n2nEtLP3OzDdi12ziIekx
31,Baila Baila Baila,Ozuna,632728,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
32,Zem?r,Soolking,625286,https://open.spotify.com/track/68av1mZz0VsIYXJWATZWUW
33,7 rings,Ariana Grande,623163,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
34,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,600508,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
35,Giant (with Rag'n'Bone Man),Calvin Harris,599181,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
36,Trop beau,Lomepal,597963,https://open.spotify.com/track/4WB9OeauHXnGOMUK4s80gM
37,Blanka,PNL,583071,https://open.spotify.com/track/295SxdR1DqunCNwd0U767w
38,Muerte,Landy,575465,https://open.spotify.com/track/2ekO98VdclK2zGYJYPixcv
39,Les m?chants,Heuss L'enfoir?,566726,https://open.spotify.com/track/0r64LBR8RlnXcdd5HTFubd
40,CÅfest Elle,Alonzo,549644,https://open.spotify.com/track/7gFue3UseWrimCsI1gdJIE
