,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,H? OH,Gambi,2239147,https://open.spotify.com/track/1bWafkUCOp6luXRs1cm3w9
2,Un peu de haine,PLK,2008143,https://open.spotify.com/track/5yYfCoMrhcuxMP9CAmA2rU
3,Ma belle,Moha La Squale,1775505,https://open.spotify.com/track/3Aq1SJ1hWlfazx8IIC6u1D
4,Dance Monkey,Tones And I,1648496,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
5,B?timent,Niska,1628872,https://open.spotify.com/track/7FF6HRsQlc0CtfAbLmrEGX
6,Probl?mes,PLK,1523138,https://open.spotify.com/track/6lZbLMHu98qpkOY0t3efUK
7,M?chant,Niska,1413722,https://open.spotify.com/track/75bVc27bDSOAhMAL38cXpV
8,Elle est bonne sa m?re,Vegedream,1321061,https://open.spotify.com/track/7j56bK7gq6iV7zsD6lbP4J
9,Se?orita,Shawn Mendes,1308404,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
10,Lalala,Y2K,1284855,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
11,M?dicament,Niska,1167780,https://open.spotify.com/track/0udmmo0fTwWbm6VqEHAvYF
12,Du lundi au lundi,Niska,1161846,https://open.spotify.com/track/4vR2zaYAW8CtzwodeFufkI
13,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,1133759,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
14,Silicon?,Niska,1046055,https://open.spotify.com/track/4pmQt0EAXwy2SyXOJJ2bPU
15,Mr Sal,Niska,1023607,https://open.spotify.com/track/6P1FUURjn1CXB4y74paDOK
16,Compliqu?,Dadju,1020631,https://open.spotify.com/track/2On7uB8PN8JJmBNsms8unQ
17,Journal perso II,Vald,973055,https://open.spotify.com/track/5D3QfcDoUnLjMtsOdxmucm
18,Tes parents (feat. Ninho),Leto,967981,https://open.spotify.com/track/0G0ZyEQyc3IBcRnYCvtTwb
19,Tricheur,Nekfeu,945220,https://open.spotify.com/track/7C7GtWZmyicqjBDbAWPsCp
20,Bitch (feat. Vald),Lefa,921104,https://open.spotify.com/track/65hdAdd1skq94ecWH4vfJI
21,Old Town Road - Remix,Lil Nas X,908536,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
22,Ransom,Lil Tecca,904561,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
23,Maman ne le sait pas (feat. Niska),Ninho,889428,https://open.spotify.com/track/5c2HadbVTsMKjja4gohEFI
24,La vie qu'on m?ne,Ninho,884838,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No
25,Sankhara #4 (Chic),Bol?mvn,884352,https://open.spotify.com/track/6mKLhdZIMaHpZ9kbmq9SOS
26,Nique la BAC,Lorenzo,878664,https://open.spotify.com/track/4VzalpjiHHK5cKSgrZuNjg
27,Soleil,Rom?o Elvis,870630,https://open.spotify.com/track/5SNfvgi4TUwx4Si0lFn3G2
28,RR 9.1,Koba LaD,850104,https://open.spotify.com/track/28fP6qcMGPfYOjrx8AOWFn
29,JCVD,Jul,841908,https://open.spotify.com/track/10iesoGb4mCYTcur1QfdO9
30,Toute l'ann?e (feat. Timal),PLK,834793,https://open.spotify.com/track/5PlemGdKGymY91Emm5xDbr
31,Mendoza,Niska,822275,https://open.spotify.com/track/32md7VvQTg5kQqPnbHFjx5
32,Soldat,Aya Nakamura,770350,https://open.spotify.com/track/7JLz24ZQtl7tIb0ePwlBfI
33,L'odeur du charbon,Dosseh,749585,https://open.spotify.com/track/6atrzNHhWlXTolcIKAjSq2
34,GLAIVE,Booba,711556,https://open.spotify.com/track/4kgHfnWMk3rK5upoZgJrFr
35,Goutte d'eau,Ninho,697972,https://open.spotify.com/track/0rQbvQpjQ6QeeCAnVRzokf
36,Aristocrate,Heuss L'enfoir?,682237,https://open.spotify.com/track/7gNlaZaMIjRUfnAYd9Dvmt
37,Papers (feat. Ninho),Zola,674184,https://open.spotify.com/track/3vmoC735YdyvsrF0HtbmGn
38,Moula,Niska,671109,https://open.spotify.com/track/1EJIBnvrxdkxdHutX37Ff8
39,Piece Of Your Heart,MEDUZA,668710,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
40,Dans l'univers,Nekfeu,667741,https://open.spotify.com/track/2PYXOG6GdxF9sUIH2NfOAD
41,Hasta Luego,Niska,664927,https://open.spotify.com/track/7o1v5rG3vPpjSTtcuye8Da
42,Tous les couler,Niska,660639,https://open.spotify.com/track/60Pwsf0DkDH2Db3cLSFFU8
43,Putana,Ninho,658741,https://open.spotify.com/track/5oePa8PlOTPAlRaGs2OZ3A
44,Beautiful People (feat. Khalid),Ed Sheeran,657629,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
45,La zone est min?e,Niska,654908,https://open.spotify.com/track/1cBB5blGPlfKp5V1MQvihZ
46,Flou,Ang?le,642316,https://open.spotify.com/track/3b89BehicGUgc60pLBo092
47,Vrai,Niska,638960,https://open.spotify.com/track/2hQVgdsbxyEJPpSsljh9xe
48,Hola Se?orita,GIMS,626908,https://open.spotify.com/track/5vLEmh5EolySKTvXsyWSOg
49,San Pellegrino,Chily,617751,https://open.spotify.com/track/30Mqfip5b5lCDpCLRvsrTq
50,Hola,PLK,606343,https://open.spotify.com/track/2SMO9OW1G7dojLjZjoKVFD
51,Damdamdeo,Lorenzo,589744,https://open.spotify.com/track/1r7Uste80NvDFq2ejM2K5D
52,Au DD,PNL,588308,https://open.spotify.com/track/5lCxlSBFyP5g4EhVypAoOu
53,Someone You Loved,Lewis Capaldi,587893,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
54,Birds,Imagine Dragons,583493,https://open.spotify.com/track/6Tvzf3VEi16JMhAgOwdt2y
55,DonÅft Call Me Angel (CharlieÅfs Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,566410,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN
56,Goodbyes (Feat. Young Thug),Post Malone,564633,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
57,B?n?fice max,Djadja & Dinaz,544536,https://open.spotify.com/track/2tA1UUhk2WH3wI1nAXSNBc
58,Monster,LUM!X,540308,https://open.spotify.com/track/0YU17F0BlVXvmx5ytsR43w
59,Let Me Down Slowly,Alec Benjamin,538749,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
60,Cheum,Nekfeu,533773,https://open.spotify.com/track/5dkSQ8ExtSaS5diqiQosOk
61,Soldi,Mahmood,531228,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
62,Circles,Post Malone,530677,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
63,C'est pas des LOL,Jul,530333,https://open.spotify.com/track/5gg6C2xjGWvFPmO1A8ydGt
64,China,Anuel AA,525232,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
65,Arc-en-ciel,Booba,517197,https://open.spotify.com/track/07qHCBBSRswIsfs0waYdjC
66,Never Go Back,Dennis Lloyd,512106,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR
67,Four,Koba LaD,504989,https://open.spotify.com/track/3kxl1E1Y43M4vgckXfrSgk
68,Elle pleut,Nekfeu,504721,https://open.spotify.com/track/4kqsT3yDyJr1KZ2AkM9qfD
69,Blanka,PNL,502610,https://open.spotify.com/track/295SxdR1DqunCNwd0U767w
70,Binks,100 Blaze,501106,https://open.spotify.com/track/1kX5NXQDQbvqhxvisCv1Ok
71,Zem?r,Soolking,500904,https://open.spotify.com/track/68av1mZz0VsIYXJWATZWUW
72,La Guenav,Gambi,498003,https://open.spotify.com/track/0kH4ZE0SewdiPUUgbQNVSU
73,Panini,Lil Nas X,496190,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
74,bad guy,Billie Eilish,493997,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
75,Arai,PLK,489891,https://open.spotify.com/track/42GwGHEjGiQxrRLwVV2juY
76,Stop,Niska,489392,https://open.spotify.com/track/5wFz9pwFowDIzpRGH7smHp
77,?a va ?a vient,Vitaa,485240,https://open.spotify.com/track/3xbws1uOAaxeTPEviKWONY
78,Quotidien,Koba LaD,485066,https://open.spotify.com/track/2abVYMtriZHHIDGFZFT5ij
79,Des flingues et des roses,Niska,485040,https://open.spotify.com/track/0Ur7L15jrsLGGNpC7nXIU6
80,Tel Me,Jul,470072,https://open.spotify.com/track/4ml7hnH3FtGeUDMhzVmnrj
81,Reste,GIMS,465530,https://open.spotify.com/track/3ebaeB2BdCEgZmwKv7p2r5
