,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,R?ves bizarres (feat. Damso),Orelsan,3161960,https://open.spotify.com/track/7lhuM9WUqdThw72dCBRmQW
2,Jaloux,Dadju,1536776,https://open.spotify.com/track/0QnEGWGECQUPuE3m8L6hdT
3,Copines,Aya Nakamura,1374561,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
4,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,1280920,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
5,Madrina,Maes,1104808,https://open.spotify.com/track/6cKj3bzvVrOQtPfGhcKlRt
6,La dot,Aya Nakamura,1057117,https://open.spotify.com/track/3aRgAfrt6aQW8IimLq2aVG
7,Tout oublier,Ang?le,1046176,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
8,Sucette (feat. Niska),Aya Nakamura,955191,https://open.spotify.com/track/3qHs2PoiJMPvdxgyRSvqAl
9,Ramenez la coupe ? la maison,Vegedream,948818,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
10,Air Max,Rim'K,889330,https://open.spotify.com/track/6qk9lEM6UIxNbAuI0PpOLu
11,"La famille, la famille",Orelsan,879698,https://open.spotify.com/track/3GcASMMfgd50NNLhKPbNyY
12,Epilogue,Orelsan,863568,https://open.spotify.com/track/08fiQ3uoQjtcLyOd8KLRiF
13,Adieu les filles,Orelsan,861526,https://open.spotify.com/track/5ErSZOUrl3j1CIzE6L5k3P
14,Oula,Aya Nakamura,852403,https://open.spotify.com/track/3yKHE0h9BUxpHZe1EqmJnX
15,Dalida,Soolking,842034,https://open.spotify.com/track/7vSQVx20cqaYOVAVJwj00p
16,Bella,MHD,839098,https://open.spotify.com/track/0O4XHiuVt3dBaOzSI49BtF
17,In My Mind,Dynoro,822056,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
18,Fant?mes,Orelsan,787439,https://open.spotify.com/track/3rFzeoxZ5FxxQQmoeCfxkj
19,Mes grands-parents,Orelsan,786918,https://open.spotify.com/track/6lcECxbGnYFzm2w3t0L3uI
20,Shallow,Lady Gaga,773164,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
21,Tout ce que je sais (feat. YBN Cordae),Orelsan,757560,https://open.spotify.com/track/2YDZ4z1Na2c2VNAv7AyV3d
22,Excuses ou mensonges,Orelsan,733162,https://open.spotify.com/track/3oqDdPAPZI7IOrCesHKc4i
23,Ma 6t a craqu? (feat. Ninho),Kpoint,732203,https://open.spotify.com/track/2NUIWpL6IsYGkwfSN7basS
24,Discipline,Orelsan,721497,https://open.spotify.com/track/1fL95QGLE9MxIkV3pXJGqD
25,BB,Booba,708990,https://open.spotify.com/track/0YCMh9HQkRpAtkj0i1sZqH
26,Le code,SCH,701303,https://open.spotify.com/track/4EHacNxfg1CVjRUX9YMLH4
27,Dis-moi,Orelsan,698997,https://open.spotify.com/track/3OWBOEGJbotTfzi1k6s2LQ
28,"thank u, next",Ariana Grande,695980,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
29,Promises (with Sam Smith),Calvin Harris,690351,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
30,Pr?t ? partir (feat. Ninho),SCH,674543,https://open.spotify.com/track/0ZKi6Khl1E9EoOQadSXN5m
31,Djadja,Aya Nakamura,670047,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
32,Bae,RK,661858,https://open.spotify.com/track/5as5HurTt4u7BuFIT5j8am
33,Sur le drapeau,Supr?me NTM,658377,https://open.spotify.com/track/42Xesu4U4nM3CCjMk5X3kM
34,Rolls (feat. Lacrim),Hornet La Frappe,642816,https://open.spotify.com/track/3iYv5nIthPXesF0DeuhmVL
35,Chambre 122,Koba LaD,633655,https://open.spotify.com/track/3dmSfpPj9OdlU0Mbbs7p6m
36,Train de vie,Koba LaD,624958,https://open.spotify.com/track/6FqNHDHEsUTKqVWXBkMd9y
37,Say My Name,David Guetta,621565,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
38,Adieu bient?t,Columbine,617872,https://open.spotify.com/track/17y8kqTbNDd9QM3j6yln4g
39,La C,Koba LaD,607469,https://open.spotify.com/track/5PtFV78R0DRvzsTqk1S0Vt
40,Ta reine,Ang?le,604518,https://open.spotify.com/track/3iXhLi33EpUfcOwasC8un1
41,Happier,Marshmello,592366,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
42,Natural,Imagine Dragons,586611,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
43,Mon?gasque,PLK,586083,https://open.spotify.com/track/7C7l4I5OZHEO1Vbx8SGJC2
44,? nos souvenirs,Trois Caf?s Gourmands,583679,https://open.spotify.com/track/4h3SqMd5F16XJVdGp5fsZG
45,Moonlight,XXXTENTACION,577508,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
46,Billets verts,Maes,562178,https://open.spotify.com/track/61SYuUg9rokbvIPxzrhxd0
47,Pookie,Aya Nakamura,560818,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD
48,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,559020,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
49,Feu de bois,Damso,550338,https://open.spotify.com/track/4L0Iwsk1s8cbdBcEgdm8K5
50,Cosa Nostra,Soolking,546906,https://open.spotify.com/track/1HHsp5kLecAVxBtx0EStsT
51,MIA (feat. Drake),Bad Bunny,539752,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
52,Rise,Jonas Blue,533690,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
53,Guerilla,Soolking,522944,https://open.spotify.com/track/7EAtJk0HzXQp2gpFeaaLzF
54,San,Orelsan,522894,https://open.spotify.com/track/36SHbxigbf4iSCHdQVgy6V
55,Je te le donne (en duo avec Slimane),Vitaa,520564,https://open.spotify.com/track/4yjqpsuyrbjyXHB6rC0mWo
56,Thunderclouds,Sia,520013,https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP
57,Shotgun,George Ezra,515119,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
58,Tout va bien (Remix) [feat. Eugy & Kojo Funds],Orelsan,494085,https://open.spotify.com/track/5ru3GDMUhPCqEmm9RQKL0H
59,Paradise (feat. Benjamin Ingrosso),Ofenbach,487298,https://open.spotify.com/track/50SEeQXOJgaXPv2S0v7ded
60,A chaque jour...,Dosseh,481247,https://open.spotify.com/track/0Vi7aOPdOU683VUfZ79c0d
61,Pompom,Aya Nakamura,477207,https://open.spotify.com/track/7h0hP4GquuKsAXXuDUV1eq
62,Balance ton quoi,Ang?le,477046,https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa
63,La thune,Ang?le,476291,https://open.spotify.com/track/3iBOe7U7kRPNIoL3QLCVu2
64,Bohemian Rhapsody - Remastered 2011,Queen,462963,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
