,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,RATPI WORLD,Booba,1891751,https://open.spotify.com/track/2ZjTAieewsBC24kPGfLagc
2,Fever,Dua Lipa,1338432,https://open.spotify.com/track/3F1P0QzdXtBz0MXy7KIO5w
3,drivers license,Olivia Rodrigo,1288523,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
4,C?ur noir,Eva,1253171,https://open.spotify.com/track/2SYYB9pwxbYJducVc2xGWD
5,Bande organis?e,13 Organis?,1214358,https://open.spotify.com/track/717QGTmZdkemDaCo1vQHG0
6,GIRL LIKE ME,Black Eyed Peas,1211229,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
7,D?KITI,Bad Bunny,1209627,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
8,Tout en Gucci,Ninho,1206338,https://open.spotify.com/track/0i5GJckWb9uCZU4jcGoBca
9,Mother Fuck,Jul,1201459,https://open.spotify.com/track/6atYbfU3m7CYTDe4LzQlUI
10,M?dusa,Landy,1140927,https://open.spotify.com/track/2hL0WVDLvlxZ60J4YyWvFW
11,Joli b?b?,Naza,1090863,https://open.spotify.com/track/1J4oMIhWDUd9cI1urhEyjl
12,Dieu merci,Dadju,986970,https://open.spotify.com/track/1HDqaIxeJ70BTHgZWEuaeT
13,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,972996,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
14,Whoopty,CJ,938709,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
15,Mood (feat. iann dior),24kGoldn,938350,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
16,Coffre plein,Koba LaD,918665,https://open.spotify.com/track/70pkwEEG7nDTXBFqoGQkH0
17,Plus Jamais (feat. Stormzy),Aya Nakamura,908928,https://open.spotify.com/track/7iZVBT6LV32t4l00p73VAw
18,All We Got (feat. KIDDO),Robin Schulz,844792,https://open.spotify.com/track/1FP9s72rDYty6mfoOEYKnE
19,Double Bang 10,Leto,826815,https://open.spotify.com/track/7bzZyGUsE3WRBJle203iUN
20,Cabeza,OBOY,824275,https://open.spotify.com/track/66tNDqYNR2S6Svwgm3BMi9
21,"1,2,3",Amel Bent,814355,https://open.spotify.com/track/7uCLrBdy5FH6T7vcJzqRd7
