,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,JAUN?,Booba,2353803,https://open.spotify.com/track/4fW3EMRzAfj8aNMsF3zMwt
2,Angela,Hatik,1615235,https://open.spotify.com/track/6ab3CQvDlAVttThZucwGQ1
3,Blinding Lights,The Weeknd,1552160,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
4,Roses - Imanbek Remix,SAINt JHN,1360004,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
5,Lettre ? une femme,Ninho,1346994,https://open.spotify.com/track/5HEtuK03ygUzqca6yfgOYZ
6,ily (i love you baby) (feat. Emilee),Surf Mesa,1297922,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
7,6.3,Naps,1173328,https://open.spotify.com/track/3lTL4LdFKVF51lseI2nk5D
8,Tusa,KAROL G,1159938,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
9,Bro Bro,Zola,1156052,https://open.spotify.com/track/4mtY2gjqFFWTMnzaQPvERm
10,Mele?im,Soolking,1077660,https://open.spotify.com/track/0BD9boQC7jUTWkAoib4Z0d
11,GOOBA,6ix9ine,1066454,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
12,Ne reviens pas,Gradur,1056145,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
13,Blanche,Maes,1047552,https://open.spotify.com/track/5GyyPRvEwdI4wJSUbzxHQv
14,Toosie Slide,Drake,1038248,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
15,Sousou,Jul,1027502,https://open.spotify.com/track/3dyoo6UNb2VlMTISBqrDb1
16,MAMACITA,Black Eyed Peas,1008811,https://open.spotify.com/track/14wf185UxfNbSy8dwt4r4q
17,The Box,Roddy Ricch,1008131,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
18,death bed (coffee for your head),Powfu,1000018,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
19,Distant,Maes,949755,https://open.spotify.com/track/1Sb7QJRawbARgpMqyYNMkT
20,Zipette,Ninho,918194,https://open.spotify.com/track/1Lulg5ZiMEXy3QNwb1PB8I
21,THE SCOTTS,THE SCOTTS,907566,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
