,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,D?saccord?,Vald,1328286,https://open.spotify.com/track/6A2s6o5DQGTs20XVqFsM8k
2,Longue vie,Sofiane,1143175,https://open.spotify.com/track/6U0p0b3ma0MgBwNc8i26xw
3,Mwaka Moon,Kalash,985422,https://open.spotify.com/track/1vVZLmZq8gN8pPCEBLjPvD
4,Lundi,Sofiane,957776,https://open.spotify.com/track/5RQ3ZyfOfJJ2qLKOZTmLiB
5,Reine,Dadju,870091,https://open.spotify.com/track/2HdCh16tdPjle1rm80Y6q7
6,rockstar,Post Malone,812443,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
7,Havana (feat. Young Thug),Camila Cabello,799967,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
8,Mistigris,Sofiane,753357,https://open.spotify.com/track/7d2wHUul70SChBL2mhgIwM
9,God's Plan,Drake,741551,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
10,Bling Bling,Kaaris,664085,https://open.spotify.com/track/4s7OqcUEyLJ1RkbzBopRGt
11,Friday,Booba,641901,https://open.spotify.com/track/1CYj9Yx8zrYvU93khXvmsA
12,Tueurs,Damso,631815,https://open.spotify.com/track/3IQe7wqTyXxkqeMR8is76T
13,Sal?,Niska,629950,https://open.spotify.com/track/0uBu60Wd7yzm2sFrj2hSr6
14,#Jesuispass?chezSo EP 11,Sofiane,605537,https://open.spotify.com/track/0sRYn9ZqR3ZgNW79DgEZwt
15,Arafricain,Sofiane,592323,https://open.spotify.com/track/5dNqqkbIFBs8C3AcOdH7ov
16,Mobali,Siboy,586129,https://open.spotify.com/track/6xcXAVbDuVT1pCsa2rmDHY
17,Him & I (with Halsey),G-Eazy,579439,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
18,Bob Marley,Dadju,567824,https://open.spotify.com/track/6L6yn9GeVqnlWX1npp6rAK
19,River (feat. Ed Sheeran),Eminem,566284,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
20,Catchu Catchu,Lartiste,543745,https://open.spotify.com/track/2ogSMKrLQnICe1onHfr0rL
21,Tuba Life,Niska,540308,https://open.spotify.com/track/2r6C2IEw533mDs3sam5Zxx
22,Madame Courage,Sofiane,530196,https://open.spotify.com/track/1GsAqsSOtQ0EWHm9E93eeD
23,Cam?l?on,GIMS,514295,https://open.spotify.com/track/6wN357SzlXezV5aJ2wzAPV
24,Cram?,Sofiane,513827,https://open.spotify.com/track/4WofdKO5C0u80rjjpQwmFf
25,T'es une gal?re,Sofiane,513820,https://open.spotify.com/track/33zIhQOVgPmUIYwubdzmMW
26,Let You Down,NF,512305,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
27,R?seaux,Niska,497993,https://open.spotify.com/track/2nY6MRHWpW0AGXMoGDJOjX
28,?chame La Culpa,Luis Fonsi,491026,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
