,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Un peu de haine,PLK,2586096,https://open.spotify.com/track/5yYfCoMrhcuxMP9CAmA2rU
2,Ma belle,Moha La Squale,1925453,https://open.spotify.com/track/3Aq1SJ1hWlfazx8IIC6u1D
3,M?chant,Niska,1836151,https://open.spotify.com/track/75bVc27bDSOAhMAL38cXpV
4,B?timent,Niska,1820043,https://open.spotify.com/track/7FF6HRsQlc0CtfAbLmrEGX
5,H? OH,Gambi,1799650,https://open.spotify.com/track/1bWafkUCOp6luXRs1cm3w9
6,Probl?mes,PLK,1730735,https://open.spotify.com/track/6lZbLMHu98qpkOY0t3efUK
7,Journal perso II,Vald,1613930,https://open.spotify.com/track/5D3QfcDoUnLjMtsOdxmucm
8,Dance Monkey,Tones And I,1581413,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
9,Se?orita,Shawn Mendes,1389829,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
10,Elle est bonne sa m?re,Vegedream,1387825,https://open.spotify.com/track/7j56bK7gq6iV7zsD6lbP4J
11,Du lundi au lundi,Niska,1372312,https://open.spotify.com/track/4vR2zaYAW8CtzwodeFufkI
12,Mr Sal,Niska,1334872,https://open.spotify.com/track/6P1FUURjn1CXB4y74paDOK
13,M?dicament,Niska,1305136,https://open.spotify.com/track/0udmmo0fTwWbm6VqEHAvYF
14,Toute l'ann?e (feat. Timal),PLK,1274240,https://open.spotify.com/track/5PlemGdKGymY91Emm5xDbr
15,Lalala,Y2K,1263429,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
16,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,1252223,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
17,Silicon?,Niska,1227441,https://open.spotify.com/track/4pmQt0EAXwy2SyXOJJ2bPU
18,Soldat,Aya Nakamura,1147422,https://open.spotify.com/track/7JLz24ZQtl7tIb0ePwlBfI
19,Mendoza,Niska,1109311,https://open.spotify.com/track/32md7VvQTg5kQqPnbHFjx5
20,Tricheur,Nekfeu,1102138,https://open.spotify.com/track/7C7GtWZmyicqjBDbAWPsCp
21,Compliqu?,Dadju,1044764,https://open.spotify.com/track/2On7uB8PN8JJmBNsms8unQ
22,Hola,PLK,1015849,https://open.spotify.com/track/2SMO9OW1G7dojLjZjoKVFD
23,Old Town Road - Remix,Lil Nas X,1003023,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
24,Nique la BAC,Lorenzo,969235,https://open.spotify.com/track/4VzalpjiHHK5cKSgrZuNjg
25,Arai,PLK,946230,https://open.spotify.com/track/42GwGHEjGiQxrRLwVV2juY
26,Bitch (feat. Vald),Lefa,945672,https://open.spotify.com/track/65hdAdd1skq94ecWH4vfJI
27,Moula,Niska,942874,https://open.spotify.com/track/1EJIBnvrxdkxdHutX37Ff8
28,Tes parents (feat. Ninho),Leto,918571,https://open.spotify.com/track/0G0ZyEQyc3IBcRnYCvtTwb
29,Soleil,Rom?o Elvis,910437,https://open.spotify.com/track/5SNfvgi4TUwx4Si0lFn3G2
30,La zone est min?e,Niska,901102,https://open.spotify.com/track/1cBB5blGPlfKp5V1MQvihZ
31,Hasta Luego,Niska,900608,https://open.spotify.com/track/7o1v5rG3vPpjSTtcuye8Da
32,Maman ne le sait pas (feat. Niska),Ninho,894799,https://open.spotify.com/track/5c2HadbVTsMKjja4gohEFI
33,Tous les couler,Niska,891634,https://open.spotify.com/track/60Pwsf0DkDH2Db3cLSFFU8
34,Ransom,Lil Tecca,868858,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
35,Vrai,Niska,852180,https://open.spotify.com/track/2hQVgdsbxyEJPpSsljh9xe
36,La vie qu'on m?ne,Ninho,849918,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No
37,RR 9.1,Koba LaD,849259,https://open.spotify.com/track/28fP6qcMGPfYOjrx8AOWFn
38,JCVD,Jul,834463,https://open.spotify.com/track/10iesoGb4mCYTcur1QfdO9
39,Nana,PLK,829698,https://open.spotify.com/track/2urNDG0UgnGIYw50nVL0fs
40,GLAIVE,Booba,812116,https://open.spotify.com/track/4kgHfnWMk3rK5upoZgJrFr
41,Travailler,PLK,765118,https://open.spotify.com/track/0NJxYgozWjG10TZO4UlZLM
42,Cartelo (feat. Maes),PLK,755139,https://open.spotify.com/track/2x6s64X4Ewlxzlr9ffdSJH
43,Beautiful People (feat. Khalid),Ed Sheeran,738017,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
44,Sankhara #4 (Chic),Bol?mvn,736670,https://open.spotify.com/track/6mKLhdZIMaHpZ9kbmq9SOS
45,Piece Of Your Heart,MEDUZA,732968,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
46,L'odeur du charbon,Dosseh,715740,https://open.spotify.com/track/6atrzNHhWlXTolcIKAjSq2
47,Stop,Niska,702622,https://open.spotify.com/track/5wFz9pwFowDIzpRGH7smHp
48,Meilleur cauchemar,PLK,691947,https://open.spotify.com/track/1R6yNhVjyRb6Z0ukyNteQS
