,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Bande organis?e,Kofs,5046153,https://open.spotify.com/track/205HNJ73cgpC0LAOnuQiWT
2,Joli b?b?,Naza,2811957,https://open.spotify.com/track/6ARJHbYGKNatxHVghTkWWp
3,BXL ZOO,Damso,2154137,https://open.spotify.com/track/7BO3y8lmogACezwHqZ1HTB
4,DEUX TOILES DE MER,Damso,2040191,https://open.spotify.com/track/7yN9Qx1HtE4c1fhakBz8Ay
5,7 sur 7,Koba LaD,1993016,https://open.spotify.com/track/1zx0P48KC7UeDhBEZkbCvo
6,Mood (feat. iann dior),24kGoldn,1718964,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
7,Grand bain,Dadju,1649854,https://open.spotify.com/track/1fyVvRQsa095P7QK5Um7xH
8,Macaroni (feat. Ninho),Leto,1632180,https://open.spotify.com/track/4Z9CNGHElj2rLkB8mQdvnA
9,Cabeza,OBOY,1612749,https://open.spotify.com/track/66tNDqYNR2S6Svwgm3BMi9
10,? la f?te,UZI,1604141,https://open.spotify.com/track/0qARyMVNjA6q1uxxO3nofB
11,Freeze Ra?l,Freeze corleone,1546508,https://open.spotify.com/track/6DPrYPPGYK218iVIZDix3i
12,LIFE LIFE,Damso,1436456,https://open.spotify.com/track/4FnWH9l7gxQmrNpfA5AZKP
13,16,Wejdene,1435653,https://open.spotify.com/track/4xjvoMd6pgF1D0NR5Q7IBM
14,911,Damso,1423102,https://open.spotify.com/track/2chIkORxBLpPVgruGiMY8k
15,Coco,Wejdene,1407909,https://open.spotify.com/track/0KmJlpwFryVrik3YN3PkPz
16,Angela,Hatik,1342243,https://open.spotify.com/track/6ab3CQvDlAVttThZucwGQ1
17,COEUR EN MIETTES,Damso,1304813,https://open.spotify.com/track/32arZ09m8FH1vTNJn2xdmH
18,My Salsa,Franglish,1277481,https://open.spotify.com/track/7IJIj326qJJA6oi6EpFCBD
19,Pilote (feat. Hamza),PLK,1228963,https://open.spotify.com/track/12GV2Wr4p1hBWQCrQcVsew
20,On sait jamais (feat. Niska),PLK,1216574,https://open.spotify.com/track/216QmkNpU3hIjeZtGocb9B
21,La meilleure,Hatik,1176764,https://open.spotify.com/track/2g63GxCZUmhsr4XoKR93F6
22,Jolie nana,Aya Nakamura,1132223,https://open.spotify.com/track/34FbkFgAbv4ffvhL2XQMVm
23,BPM,Damso,1123633,https://open.spotify.com/track/2fHZHwEp6TP2ClC1S8ihVN
24,MEVTR,Damso,1103582,https://open.spotify.com/track/7hBJCiMzo1kZzzRfGOpWwE
25,Jerusalema (feat. Nomcebo Zikode),Master KG,1090550,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
26,Djomb - Bien ou quoi,Bosh,1044518,https://open.spotify.com/track/0KBwGCY9RYD9t2zjeW4h48
27,SENTIMENTAL,Damso,1026685,https://open.spotify.com/track/2BKPabEQlWzx7jSs1XWnp1
28,N'y pense plus,Tayc,970824,https://open.spotify.com/track/0RUavidTwACAYUoNhAxNNp
29,D'JA ROUL?,Damso,964188,https://open.spotify.com/track/6uNAgsZPuMM5InDczRkbnN
30,ROSE MARTHE'S LOVE,Damso,951197,https://open.spotify.com/track/1ktmwAlpfYjFQkrCBHmbPK
31,ROCKSTAR (feat. Roddy Ricch),DaBaby,933348,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
32,Rap cat?chisme,Freeze corleone,918375,https://open.spotify.com/track/2J0AJV5DsKyDuX1qEgJngB
33,C'est mort,PLK,893277,https://open.spotify.com/track/2N9Ms8Xb9aQw63O5jKKM9b
34,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,885202,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
35,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,877817,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
36,Anissa,Wejdene,876570,https://open.spotify.com/track/3jQmyr4SAExHdQ1ntgRS5Z
37,Hors ligne,Freeze corleone,874208,https://open.spotify.com/track/0wUC6Pc1BCRJc1aXbF7yxp
38,Jacques Chirac,Lacrim,870968,https://open.spotify.com/track/4b6UABSAlaXm4KZjiQhYtI
39,Savage Love (Laxed - Siren Beat),Jawsh 685,870762,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
40,Moto,Mac Tyer,867380,https://open.spotify.com/track/5DH03Qs3SSG12TNUCSAzMi
41,WAP (feat. Megan Thee Stallion),Cardi B,832448,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
42,Ciao,Wejdene,825994,https://open.spotify.com/track/4sFuGz0a18TJGfYxt6oAEa
43,Carbozo 2.0 - Extrait du projet Carbozo 2020,Carbozo,821393,https://open.spotify.com/track/7LFVUDIK2h3quyDMybadon
44,Allo,Wejdene,813638,https://open.spotify.com/track/2JXBZLUFGTM1F8Oi4IPdow
45,Cooler Than Me,Lucky Luke,809357,https://open.spotify.com/track/525GY0mXYnxajolwgS8Eaz
46,Mais je t'aime,Grand Corps Malade,778805,https://open.spotify.com/track/2twcZTB1udOEzDCPpTiOju
47,Trixma,Bosh,773789,https://open.spotify.com/track/4dJvs9kg78ZiHVnNr6UUNJ
48,POUR L'ARGENT,Damso,773096,https://open.spotify.com/track/1KeNgwBOh7iey07BzO6LQ1
49,INTRO,Damso,770581,https://open.spotify.com/track/1P0BLHYuyZRr10yMct6qdE
50,10K,Bol?mvn,768922,https://open.spotify.com/track/07pzk5h8p2qRowPZb3YBKC
51,Watermelon Sugar,Harry Styles,761310,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
52,Lettre ? une femme,Ninho,737344,https://open.spotify.com/track/5HEtuK03ygUzqca6yfgOYZ
53,FAIS ?A BIEN,Damso,712581,https://open.spotify.com/track/0xdp7mJS34hDsLrO6TPCp3
54,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,699262,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
55,Nananeh,Wejdene,686959,https://open.spotify.com/track/3INtBpe0PVI1SwKlj2Ineq
56,Blinding Lights,The Weeknd,677272,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
57,Miel,Wejdene,672076,https://open.spotify.com/track/5EwhAHm2OgA0gTdL39hk2g
58,L'ancien,Heuss L'enfoir?,666715,https://open.spotify.com/track/6Q9ttfdNjmIzxNHJmvRgcn
59,No me ama,Lucenzo,665287,https://open.spotify.com/track/7vdq8RlxxuhB1GFIN9FIlI
60,Gang,Timal,649309,https://open.spotify.com/track/6IF4BlwyNswpJgTmnuczCT
61,Mecs de cit?s,Sifax,646839,https://open.spotify.com/track/3nZZkx4lkchcn5eh8DYQD8
62,Alane,Robin Schulz,646579,https://open.spotify.com/track/2u6Jm2klS4yvAlbSHlxUwI
63,6.3,Naps,640387,https://open.spotify.com/track/3lTL4LdFKVF51lseI2nk5D
64,Amour toxic,Dadju,639943,https://open.spotify.com/track/70APCdHsWV5BEsacwjzXmd
65,Criminel,Bramsito,628714,https://open.spotify.com/track/6JAezQjLfd5CopZ5klhzHu
66,Who's Laughing Now,Ava Max,626406,https://open.spotify.com/track/2ICse7t8MB60EFk6o9aUyw
67,33,Wejdene,619486,https://open.spotify.com/track/1eDoMn1iNDY1axbszWbMJ0
68,Breaking Me,Topic,614222,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
69,MAMACITA,Black Eyed Peas,605000,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
70,Tourner la t?te,Hornet La Frappe,600543,https://open.spotify.com/track/1NfhS4IBo7m6npwPNMkZbJ
71,JAUN?,Booba,600128,https://open.spotify.com/track/4fW3EMRzAfj8aNMsF3zMwt
72,Take You Dancing,Jason Derulo,596796,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
73,Goosebumps,HVME,588934,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
74,MACINTOSH,Gambi,585750,https://open.spotify.com/track/70yiVJoOUU6cNbdsgL6ADT
75,Italia,Jul,585684,https://open.spotify.com/track/11Mq1tJwmFOig3BXxjqcQr
76,Chandon et Mo?t (feat. Heuss l'Enfoir?),PLK,582503,https://open.spotify.com/track/4XEYHjp86yaGfZOGT8CqPV
77,On avait dit,47ter,581509,https://open.spotify.com/track/1fcdOjdABHDVZhHquEsjCG
78,Dynamite,BTS,577558,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
79,B?nef,PLK,572409,https://open.spotify.com/track/4pLKXZKr9TsSS5qBQtSIVz
80,Zipette,Ninho,565734,https://open.spotify.com/track/1Lulg5ZiMEXy3QNwb1PB8I
81,Dybala,Maes,563000,https://open.spotify.com/track/4Nfak8iMF4kQfQ6Pa8Z79m
82,Wow,Zola,562033,https://open.spotify.com/track/2MhRqUv3z8IgtWDNxVJGUK
83,In My Bones,Ray Dalton,557152,https://open.spotify.com/track/6yHVyMdC08djbP86mdkP3G
84,Scell? part.2,Freeze corleone,556625,https://open.spotify.com/track/5IkofYa6Ac1plKIf6nYkDE
85,Dance Monkey,Tones And I,551940,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
86,Illimit?,Kaaris,547649,https://open.spotify.com/track/20c6sLhUxKqOrENO42h3hS
87,La vie qu'on m?ne,Ninho,544389,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No
88,Pour nous,Vegedream,543774,https://open.spotify.com/track/15Ld4e3qg8Ax5twKY45GXs
89,Blanche,Maes,540653,https://open.spotify.com/track/5GyyPRvEwdI4wJSUbzxHQv
90,Control,Zoe Wees,538364,https://open.spotify.com/track/50Td3qilgs8BLtv8mHyT1t
91,Arrogante,Wejdene,531636,https://open.spotify.com/track/3XJA85bqnRpF8JhZJhp3Qk
92,Dans les clips,PLK,529965,https://open.spotify.com/track/3ayqflelDSFQFn1h4Fsz19
93,Head & Heart (feat. MNEK),Joel Corry,523064,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
94,Tarkov,Freeze corleone,522119,https://open.spotify.com/track/0aSFXdXIOnQz9GTxU4zZ2f
95,Kings & Queens,Ava Max,516530,https://open.spotify.com/track/1InCpEliLCkWHOBdXW7XSx
96,PUFF PUFF PUFF,Gambi,513599,https://open.spotify.com/track/5NhOdJFms3DKXuitc9rSoL
97,Roses - Imanbek Remix,SAINt JHN,513360,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
98,Train de vie (feat. PLK),Leto,506261,https://open.spotify.com/track/2VXeQ7moo4zfT6EFO3Cwse
99,Servis,Squeezie,505537,https://open.spotify.com/track/2JDztwmFqwSssz6lV2WYrt
100,Somebody's Watching Me,Chico Rose,497168,https://open.spotify.com/track/3vrm4dNThrhQ0BArrLIUOV
101,Indiff?rent,Wejdene,494315,https://open.spotify.com/track/56VYgAzoGGIR9WJGMethlw
102,Mele?im,Soolking,492562,https://open.spotify.com/track/0BD9boQC7jUTWkAoib4Z0d
103,Jusqu'au bout,Amel Bent,485728,https://open.spotify.com/track/2kUXqI4t2eLYqCh7Z8guP1
104,Distant,Maes,477428,https://open.spotify.com/track/1Sb7QJRawbARgpMqyYNMkT
105,Laugh Now Cry Later (feat. Lil Durk),Drake,474522,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
106,Fingertips,Tom Gregory,473628,https://open.spotify.com/track/5KPnuRrT1y1fGf8HkKMUUO
107,F?f? lambo,Djadja & Dinaz,469955,https://open.spotify.com/track/5hzg9p5zoHldX1O9v8qJor
108,THEVIE RADIO (Interlude),Damso,469077,https://open.spotify.com/track/3hJkOGAD7y3qcFI7TFAJh3
109,Souvenir,Wejdene,466386,https://open.spotify.com/track/6lcBg7YRiuC5TavrUQtnA3
110,you broke me first,Tate McRae,466129,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
111,Fier,Michou,465385,https://open.spotify.com/track/6qTpQizv3wouhspvkx9mwO
112,VIDA LOCA,Black Eyed Peas,464740,https://open.spotify.com/track/6lFyZiSFL6KSXKm50uMgIm
113,In Your Eyes,The Weeknd,462059,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
114,Titulaires,SDM,457375,https://open.spotify.com/track/4OPKWiobF2V41BJSbrU3Z9
115,Ne reviens pas,Gradur,445614,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
116,Dolce Vita,Booba,445257,https://open.spotify.com/track/0oHUBAmUVHjbMDNx0vNPi4
117,Vie d'a,Wejdene,436530,https://open.spotify.com/track/7hMhDOHu4yrCcQgIQ2MpvQ
118,Pirate,Ninho,435373,https://open.spotify.com/track/04DQPJA3FWKdIvDaMsnMdv
119,Tout,Squeezie,435318,https://open.spotify.com/track/7GA5NLKpS8BGNSSjTDQvij
120,Dior,Pop Smoke,431536,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
121,Facile,Cam?lia Jordana,430537,https://open.spotify.com/track/2yfbi9kGboXXeMVJfHvaFa
122,Alien,Dennis Lloyd,428804,https://open.spotify.com/track/1Tqshmc0rnQPaIGJfRp2Da
123,Smile (feat. SCH),Lefa,427276,https://open.spotify.com/track/6OQdNlyLiYMmAJ9ZEdUmal
124,Filon,Landy,426461,https://open.spotify.com/track/0SFVM9oWSLiRNYQJ5Cri5C
125,So Maness,Soso Maness,425003,https://open.spotify.com/track/5kQ5tKaEs3RHlaLqwjagly
126,J'picole,Sasso,424517,https://open.spotify.com/track/2j1zAXTCj1Yzv4XtfuvbVg
127,Holy (feat. Chance The Rapper),Justin Bieber,417889,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
128,Sousou,Jul,415978,https://open.spotify.com/track/4zfih9sHVVJMb0f7LRoAz8
129,What You Know Bout Love,Pop Smoke,408588,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
130,Dios mio,Yaro,406653,https://open.spotify.com/track/75j2xe6h9eVzT30yQz7bhC
131,Goulag,Kaaris,406516,https://open.spotify.com/track/6Pf8f1c3kYBUmFVBbguWQ3
132,93% [Tijuana],GLK,404938,https://open.spotify.com/track/6as0Q9RFNCufcus0mzHoDs
133,Stretch 4,Freeze corleone,404865,https://open.spotify.com/track/1EmeUETPQOquxljE27h699
134,Dancing In The Moonlight (feat. NEIMY),Jub?l,402905,https://open.spotify.com/track/4GSDkZt7GcmzBWmsMcpaVO
135,MD (feat. Niska),4Keus,397178,https://open.spotify.com/track/7HnZCmNXgva6N3kZiK0NTn
136,Atterrissage,Ronisia,390820,https://open.spotify.com/track/2dFHYty5ILeK7fOergMJuL
137,Bando (feat. Jul) - Remix,ANNA,390305,https://open.spotify.com/track/3bDdVPmHReWmZsZjYB7U9v
138,Desiigner,Freeze corleone,389543,https://open.spotify.com/track/50H3jnyW9MJRsdWRLsud79
139,Aucune limite,Landy,386964,https://open.spotify.com/track/5wEg5O6wWFQGB60NmLeOlv
140,Bx land 5,Heuss L'enfoir?,375882,https://open.spotify.com/track/3i08PgW1GNd0ETLC5xfgVK
141,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,370520,https://open.spotify.com/track/4jVBIpuOiMj1crqd8LoCrJ
142,ily (i love you baby) (feat. Emilee),Surf Mesa,367573,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
143,RS3,Benab,367049,https://open.spotify.com/track/5yUuhxtVym6rjeUnmkomvv
144,Euros,RK,364176,https://open.spotify.com/track/0PGDjNcjDLalPSMtgvSvT7
145,Chen Laden,Freeze corleone,362965,https://open.spotify.com/track/50RR02BXAG6Q5ImZhiUK3N
146,Moulaga,Heuss L'enfoir?,362923,https://open.spotify.com/track/5BfCoUcWNXcpyJfjXRIeyC
147,A l'aise,UZI,356826,https://open.spotify.com/track/3HXqHnx9Tju98YtJGVoo6I
148,Lovefool,twocolors,353863,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
149,Tick Tock (feat. 24kGoldn),Clean Bandit,352279,https://open.spotify.com/track/27u7t9d7ZQoyjsCROHuZJ3
