,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Le temps,Tayc,2681631,https://open.spotify.com/track/360oH1CqXe9XXzbbi6hvyr
2,GIRL LIKE ME,Black Eyed Peas,1352384,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
3,Fever,Dua Lipa,1321556,https://open.spotify.com/track/3F1P0QzdXtBz0MXy7KIO5w
4,D?KITI,Bad Bunny,1222626,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
5,Save Your Tears,The Weeknd,1176785,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
6,C?ur noir,Eva,1159972,https://open.spotify.com/track/2SYYB9pwxbYJducVc2xGWD
7,Bande organis?e,13 Organis?,1137631,https://open.spotify.com/track/717QGTmZdkemDaCo1vQHG0
8,? c?ur ouvert,Djadja & Dinaz,1136939,https://open.spotify.com/track/6Hnkjbkaez3Dk8vTEdMakZ
9,Tout en Gucci,Ninho,1073118,https://open.spotify.com/track/0i5GJckWb9uCZU4jcGoBca
10,"1,2,3",Amel Bent,1035356,https://open.spotify.com/track/7uCLrBdy5FH6T7vcJzqRd7
11,March? noir,SCH,1006999,https://open.spotify.com/track/4uOiz6kmw0NkJLWAS0etWx
12,Goosebumps - Remix,Travis Scott,937842,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
13,Elles ont trop jou? avec mon c?ur,Jok'air,935195,https://open.spotify.com/track/5SqR7dxbJiTSadTaVEhZ04
14,KASSAV (feat. Tiakola),Gazo,931153,https://open.spotify.com/track/25PVU9aowaP69bSYRBe3sj
15,La kiffance,Naps,914557,https://open.spotify.com/track/4CWcaGtaOyAqBDKIeZMUe0
16,M?dusa,Landy,904056,https://open.spotify.com/track/2hL0WVDLvlxZ60J4YyWvFW
17,RATPI WORLD,Booba,870117,https://open.spotify.com/track/2ZjTAieewsBC24kPGfLagc
18,Carr? d'as,Jul,863945,https://open.spotify.com/track/63KceD5KbISyfgeV4zedIm
19,Mother Fuck,Jul,862750,https://open.spotify.com/track/0QMHp1X3B5BGN6J3HynHT1
20,Joli b?b?,Naza,858711,https://open.spotify.com/track/1J4oMIhWDUd9cI1urhEyjl
21,R?fl?chir,Wejdene,850063,https://open.spotify.com/track/0G4puQDFyihFfN8h6PpVDo
22,Mood (feat. iann dior),24kGoldn,841477,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
23,All We Got (feat. KIDDO),Robin Schulz,833604,https://open.spotify.com/track/1iAyJBksvAI6DQEnzv8l1E
24,Cabeza,OBOY,831649,https://open.spotify.com/track/66tNDqYNR2S6Svwgm3BMi9
25,Dieu merci,Dadju,805005,https://open.spotify.com/track/1HDqaIxeJ70BTHgZWEuaeT
26,Coffre plein,Koba LaD,801521,https://open.spotify.com/track/70pkwEEG7nDTXBFqoGQkH0
27,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,797156,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
28,Whoopty,CJ,775675,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
29,What You Know Bout Love,Pop Smoke,760378,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
30,Casanova,Were-vana,751189,https://open.spotify.com/track/5xriTc82DdSAGToWcixBKf
31,LOPSA STORY,1PLIK?140,745613,https://open.spotify.com/track/5IDnEkOCdOp1F0XTAMG3Rk
32,drivers license,Olivia Rodrigo,740998,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
33,Del Mar,Ozuna,739381,https://open.spotify.com/track/5cpJFiNwYyWwFLH0V6B3N8
34,Ph?nom?ne,Kekra,736788,https://open.spotify.com/track/1lkKMvEs3Bm1xyuc7KEn5Y
35,Blinding Lights,The Weeknd,727906,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
36,Memories (feat. Kid Cudi) - 2021 Remix,David Guetta,723130,https://open.spotify.com/track/59o6ojGNGJOYiVJSzC6Lsa
37,Cosmos - feat. PLK,Rim'K,720445,https://open.spotify.com/track/5hM1Bta5Ej1rRyOXStRIzH
38,Moi,Jul,717520,https://open.spotify.com/track/2mRUpmZ3WbaG8Se7x7uPgt
39,Pilote (feat. Hamza),PLK,682009,https://open.spotify.com/track/12GV2Wr4p1hBWQCrQcVsew
40,A$AP,Gazo,678387,https://open.spotify.com/track/10nCB4Iq9BI3aW2iEldiR9
41,?a me guintch,Jul,663883,https://open.spotify.com/track/0cjCj1QCmqxFINXHfnFaBi
42,Coeur ab?m?,UZI,658193,https://open.spotify.com/track/21SfDIzLqA9PltXot9U5Wc
43,911,Damso,650501,https://open.spotify.com/track/2chIkORxBLpPVgruGiMY8k
44,Wasted Love (feat. Lagique),Ofenbach,650128,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
45,The Business,Ti?sto,641079,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
46,mer,Hatik,638375,https://open.spotify.com/track/5cPT2ZlYmD7OLocSFLSC81
47,Love Not War (The Tampa Beat),Jason Derulo,634731,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
48,"La vie du binks (feat. Hornet La Frappe, Leto, Sadek, Soprano)",DA Uzi,632520,https://open.spotify.com/track/4tJYqq9gYr0RATc1BpDkpy
49,Courage to Change,Sia,632054,https://open.spotify.com/track/7FPJ3rncDYvcdgW11PhTMw
50,Plus Jamais (feat. Stormzy),Aya Nakamura,628341,https://open.spotify.com/track/7iZVBT6LV32t4l00p73VAw
51,? la f?te,UZI,626343,https://open.spotify.com/track/5TyBXMmVCtAxpOMTCILl8C
52,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,625729,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
53,TCHIN 2X,Gazo,623615,https://open.spotify.com/track/3K8Iec6qaIpcVgyWs0hOYq
54,La Costa,Mister You,611339,https://open.spotify.com/track/4reODQeIoWhBgXe3nZmehp
55,Fils 2,Niro,591236,https://open.spotify.com/track/3IHyLOqJ4WPGRHWB7UjXmg
56,Comme toi,Tayc,583182,https://open.spotify.com/track/75HWFzU6ewwvJkliCw37fM
57,Your Love (9PM),ATB,581227,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
58,GO (feat. Franglish & Landy),Gazo,580158,https://open.spotify.com/track/3pFjLqo6SFBAegYmmNO60n
59,Rather Be You,Tom Gregory,573784,https://open.spotify.com/track/1My8oKezaFe1yuwowQKHuy
60,Astronaut In The Ocean,Masked Wolf,569830,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
61,9 1 1 3 (feat. SCH),Zola,562208,https://open.spotify.com/track/3WCMzZvH2zK476lasbLx0s
62,Le cr?meux,Jul,561833,https://open.spotify.com/track/1oe4pVhPYhN7oFUNqqSQS1
63,La vie qu'on m?ne,Ninho,560640,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No
64,Pas bien - Extrait de la BO de ? En Passant P?cho ?,Kore,553864,https://open.spotify.com/track/4I9JCZHr8AYsabfUF3hrLT
65,beau-papa,Vianney,552165,https://open.spotify.com/track/5wXkbtZO1HsOQ1P75zi35p
66,Andale,Benab,548476,https://open.spotify.com/track/1HPSiGYqd6cSsMcXE1ouSy
67,Mango - Extrait de la BO de ? En Passant P?cho ?,Kore,540187,https://open.spotify.com/track/2xFfjs4zBBmwX9nsZPkcat
68,Lettre ? une femme,Ninho,537864,https://open.spotify.com/track/5HEtuK03ygUzqca6yfgOYZ
69,Et? 90,Therapie TAXI,537834,https://open.spotify.com/track/1p9dxTMtG4gZpLp7yzvT54
70,Champion,Serge Ibaka,528875,https://open.spotify.com/track/7moGDROshDKDpuQxtQ3q4m
71,En chair et en or,Jul,521542,https://open.spotify.com/track/1jxdncLd9qR3sjzf47Otcs
72,JUSQU'ICI TOUT VA BIEN,GIMS,521468,https://open.spotify.com/track/5Re3VKVOVnEhUi2TF56dMz
73,HAINE&SEX,Gazo,519232,https://open.spotify.com/track/6Vcxzw4ifKqYxVrp3ckpVF
74,Levitating (feat. DaBaby),Dua Lipa,513436,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
75,Mais je t'aime,Grand Corps Malade,510552,https://open.spotify.com/track/2twcZTB1udOEzDCPpTiOju
76,Millions d'euros,Landy,508191,https://open.spotify.com/track/6pdgDTMMDY8HjfJ1n7T9z5
77,Dior,Pop Smoke,507221,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
78,Macaroni (feat. Ninho),Leto,505844,https://open.spotify.com/track/4Z9CNGHElj2rLkB8mQdvnA
79,Enfants terribles,Landy,505796,https://open.spotify.com/track/3c39RLhnaw269QgsKnhFng
80,Angela,Hatik,501325,https://open.spotify.com/track/6ab3CQvDlAVttThZucwGQ1
81,C'est ?a la vie,Jul,481635,https://open.spotify.com/track/1g3lm2P2vR9sUSRLwiigPo
82,Calling My Phone,Lil Tjay,470844,https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx
83,EUPHON,Gazo,468495,https://open.spotify.com/track/26xheWSJ6cJf1oF5ooC4ZC
84,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,466854,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
85,Burberry,Jul,465184,https://open.spotify.com/track/1efyvoQUlh1PYAOeiGgCeC
