,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,1780904,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
2,Elle est bonne sa m?re,Vegedream,1775279,https://open.spotify.com/track/7j56bK7gq6iV7zsD6lbP4J
3,Se?orita,Shawn Mendes,1643827,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
4,Old Town Road - Remix,Lil Nas X,1448616,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
5,M?dicament,Niska,1372646,https://open.spotify.com/track/55mCsKCo4bPuYtZvHppp8z
6,Passa passa (#BooskaMechant),Niska,1194223,https://open.spotify.com/track/2AFEY781u68sON4BTSPJz4
7,Tricheur,Nekfeu,1183509,https://open.spotify.com/track/7C7GtWZmyicqjBDbAWPsCp
8,Du lundi au lundi,Niska,1085533,https://open.spotify.com/track/2rJwZ2hpAm35mpqf5Ceuh9
9,Probl?mes,PLK,1082612,https://open.spotify.com/track/5Q9gwUMjyhkgrQCB3EzIEZ
10,Ma belle,Moha La Squale,1080158,https://open.spotify.com/track/3Aq1SJ1hWlfazx8IIC6u1D
11,JCVD,Jul,1072491,https://open.spotify.com/track/10iesoGb4mCYTcur1QfdO9
12,Bitch (feat. Vald),Lefa,1051733,https://open.spotify.com/track/65hdAdd1skq94ecWH4vfJI
13,Maman ne le sait pas (feat. Niska),Ninho,1014098,https://open.spotify.com/track/5c2HadbVTsMKjja4gohEFI
14,I Don't Care (with Justin Bieber),Ed Sheeran,1003214,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
15,Compliqu?,Dadju,952092,https://open.spotify.com/track/2On7uB8PN8JJmBNsms8unQ
16,Soleil,Rom?o Elvis,907327,https://open.spotify.com/track/5SNfvgi4TUwx4Si0lFn3G2
17,Pookie,Aya Nakamura,896310,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD
18,La vie qu'on m?ne,Ninho,883690,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No
19,RR 9.1,Koba LaD,879697,https://open.spotify.com/track/28fP6qcMGPfYOjrx8AOWFn
20,Piece Of Your Heart,MEDUZA,873632,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
21,Blanka,PNL,871715,https://open.spotify.com/track/295SxdR1DqunCNwd0U767w
22,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,866705,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
23,Con Calma,Daddy Yankee,855182,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
24,Balance ton quoi,Ang?le,845853,https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa
25,L'odeur du charbon,Dosseh,831409,https://open.spotify.com/track/6atrzNHhWlXTolcIKAjSq2
26,GLAIVE,Booba,808926,https://open.spotify.com/track/4kgHfnWMk3rK5upoZgJrFr
27,Don't Call Me Up,Mabel,805226,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
28,Tes parents (feat. Ninho),Leto,801193,https://open.spotify.com/track/0G0ZyEQyc3IBcRnYCvtTwb
29,Papers (feat. Ninho),Zola,773690,https://open.spotify.com/track/3vmoC735YdyvsrF0HtbmGn
30,Hola Se?orita,GIMS,768017,https://open.spotify.com/track/5vLEmh5EolySKTvXsyWSOg
31,Au DD,PNL,753911,https://open.spotify.com/track/5lCxlSBFyP5g4EhVypAoOu
32,Goutte d'eau,Ninho,739499,https://open.spotify.com/track/0rQbvQpjQ6QeeCAnVRzokf
33,JTC,Kalash,720746,https://open.spotify.com/track/2IlBgMGbkKDfu7qveyT9AB
34,Dans l'univers,Nekfeu,720180,https://open.spotify.com/track/2PYXOG6GdxF9sUIH2NfOAD
35,Baila Baila Baila,Ozuna,694675,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
36,Tel Me,Jul,687068,https://open.spotify.com/track/4ml7hnH3FtGeUDMhzVmnrj
37,Let Me Down Slowly,Alec Benjamin,665059,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
38,bad guy,Billie Eilish,642418,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
39,Putana,Ninho,641433,https://open.spotify.com/track/5oePa8PlOTPAlRaGs2OZ3A
40,Aristocrate,Heuss L'enfoir?,624960,https://open.spotify.com/track/7gNlaZaMIjRUfnAYd9Dvmt
41,Arc-en-ciel,Booba,612112,https://open.spotify.com/track/07qHCBBSRswIsfs0waYdjC
42,Binks,100 Blaze,599360,https://open.spotify.com/track/1kX5NXQDQbvqhxvisCv1Ok
43,Calma - Remix,Pedro Cap?,598139,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
44,boyfriend (with Social House),Ariana Grande,593492,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
45,Mirador,Kezah,592961,https://open.spotify.com/track/4j5Bb0saeXmiz62XIZjcHj
46,Goodbyes (Feat. Young Thug),Post Malone,591747,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
47,Never Go Back,Dennis Lloyd,590326,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR
48,All Around The World (La La La),R3HAB,588601,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
49,Someone You Loved,Lewis Capaldi,570096,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
50,Flou,Ang?le,568813,https://open.spotify.com/track/3b89BehicGUgc60pLBo092
51,Quotidien,Koba LaD,563237,https://open.spotify.com/track/2abVYMtriZHHIDGFZFT5ij
52,Beautiful People (feat. Khalid),Ed Sheeran,550782,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
53,Zem?r,Soolking,535749,https://open.spotify.com/track/68av1mZz0VsIYXJWATZWUW
