,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Habitu?,Dosseh,1666772,https://open.spotify.com/track/5N2IdMvsijo5D0Jl3iz6yu
2,Djadja,Aya Nakamura,1246766,https://open.spotify.com/track/3XfnssSD9HMQ9LhVOJvXTE
3,Ips?it?,Damso,1233860,https://open.spotify.com/track/2cqIyMApTDUOo6VO5VFQsH
4,Mafiosa (feat. Caroliina),Lartiste,1138157,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
5,One Kiss (with Dua Lipa),Calvin Harris,1099988,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
6,X,Nicky Jam,1053116,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
7,La m?me,GIMS,987271,https://open.spotify.com/track/7HK0UeyxUWJjc6ndRZVKFg
8,Un Poco,Ninho,963195,https://open.spotify.com/track/3MVTefqbeNX5yHFOmnHy3X
9,"Bella ciao (feat. Ma?tre Gims, Vitaa, Dadju & Slimane)",Naestro,943518,https://open.spotify.com/track/1XcnxfOeLvLPGh2Drr2yNb
10,"Va Bene - Extrait de la BOF de ""Taxi 5""",L'Alg?rino,933503,https://open.spotify.com/track/7qibGVhkRyQ4kgYwzZu7iG
11,God's Plan,Drake,816977,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
12,FRIENDS,Marshmello,793621,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
13,Bella ciao - HUGEL Remix,El Profesor,793334,https://open.spotify.com/track/2dQzfKRaMKUCQgMpOtpLTh
14,Bob Marley,Dadju,771522,https://open.spotify.com/track/6L6yn9GeVqnlWX1npp6rAK
15,Hit Sale (feat. Rom?o Elvis),Therapie TAXI,763111,https://open.spotify.com/track/3yndKI4zWEyC36BQYrdKBA
16,Flames,David Guetta,727352,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
17,Bandolero,Moha La Squale,725381,https://open.spotify.com/track/7sL89oFc1AcgjG5Q6tCkID
18,Santana,Alonzo,717549,https://open.spotify.com/track/0G0WC5ghZRRH6LJNNXtK1W
19,D?saccord?,Vald,699402,https://open.spotify.com/track/0FYpW0zBO7cht8qGRY41Mz
20,Nevermind,Dennis Lloyd,687223,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
21,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,663297,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
22,M.I.L.S 2.0,Ninho,657264,https://open.spotify.com/track/1qRZfv2ZbAZGPnfbIV3YvD
23,no tears left to cry,Ariana Grande,647566,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
24,C'?tait pas gagn?,Moha La Squale,610272,https://open.spotify.com/track/0CERDH1BDBlCSPNCwMiZK7
25,Mad Love,Sean Paul,595547,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
26,I Like It,Cardi B,588190,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
27,Fallait pas,Marwa Loud,573101,https://open.spotify.com/track/0fACF9oFLE2IOaEyRvRTrL
28,Country,Niska,558398,https://open.spotify.com/track/7k5HgarMbFipRP0y1Ko8Fc
29,Nice For What,Drake,537948,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
30,Magenta Riddim,DJ Snake,524117,https://open.spotify.com/track/0VdTG2MWrR5K5FYyLqBr0n
31,Luna,Moha La Squale,521552,https://open.spotify.com/track/55PyQALchJn43CGeN6XHAN
32,Juste pour voir,S.Pri Noir,513916,https://open.spotify.com/track/0JOJx8jx0dWZk33MsvRZrB
33,Vai et viens,Lartiste,510363,https://open.spotify.com/track/6dAx0jUY9lnXEtBiK7e2ZZ
34,The Middle,Zedd,499798,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
35,La BP,Moha La Squale,493315,https://open.spotify.com/track/3ZYV2w5IgxC6ASMMkNg6me
36,Like I Do,David Guetta,491115,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
37,Bella Ciao - Bonus track,R?my,488299,https://open.spotify.com/track/7gjomZsYYz3mimESUqDpE0
38,Better Now,Post Malone,478427,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
39,Lundi,Sofiane,476483,https://open.spotify.com/track/5RQ3ZyfOfJJ2qLKOZTmLiB
40,La pluie (feat. Stromae),Orelsan,476017,https://open.spotify.com/track/4cYFep5SECqb4EsSkF82e0
41,Guerilla,Soolking,463173,https://open.spotify.com/track/3w8yBGCi5jm2rKsrsHJpdD
42,Leave a Light On,Tom Walker,460878,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
43,Compl?tement sonn?,KeBlack,459047,https://open.spotify.com/track/4bZOVCf1wiNELuCH34rFDl
44,Arrivant,Timal,456480,https://open.spotify.com/track/6dN7nkvH6HaRxVQETt6agT
45,"My Life Is Going On (Cecilia Krull vs. Gavin Moss) [M?sica Original de la Serie de TV ""La Casa de Papel""]",Cecilia Krull,456265,https://open.spotify.com/track/5ljDRYaFEZy9INmM8Fl81e
46,Favela,Naps,450895,https://open.spotify.com/track/1xZA0qvWfCcsNlzZXmCnJh
47,Snow,Moha La Squale,442801,https://open.spotify.com/track/1nnrzx8IOX0kuPMpCVnWgO
48,Remind Me to Forget,Kygo,434933,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
49,This Is America,Childish Gambino,416588,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
50,Fendi,Ninho,403676,https://open.spotify.com/track/7BtAkqRFQjvOYOq5k5mlCb
51,Love Lies (with Normani),Khalid,399924,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
52,Bendero,Moha La Squale,394349,https://open.spotify.com/track/3suGeDJB3BJahpUVLMncWt
53,Bonnie & Clyde,Moha La Squale,393885,https://open.spotify.com/track/0XXCBAt3V7cTmGvf6NDb5H
54,Coffrer,Ninho,387729,https://open.spotify.com/track/6PvouhcF7NDx18gVoEzs14
55,Casa de papel,SKG,382793,https://open.spotify.com/track/7yJ2B2cvNY4sYLkTf8iB1o
56,Tourner,Moha La Squale,382763,https://open.spotify.com/track/0kw6jwPUyBtvEIWRPYwATQ
57,Crazy,Lost Frequencies,377844,https://open.spotify.com/track/2hqy4QmpvMeVz6zeolDeLQ
58,Breathe,Jax Jones,375283,https://open.spotify.com/track/6tvQzeCPwOytDlBYCIOY0n
59,Pourquoi tu forces,DJ Erise,370252,https://open.spotify.com/track/1lgunmmIvvsY7mZeN1SL3j
60,Psycho (feat. Ty Dolla $ign),Post Malone,369111,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
61,Dura,Daddy Yankee,363936,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
62,Le p'tit avait un r?ve,Moha La Squale,362007,https://open.spotify.com/track/5YBGx2ss1KrB6ObKF21vO8
63,TieksVie,Damso,354234,https://open.spotify.com/track/0IbEikMmfMHeR4oEcMUO8O
64,IDGAF,Dua Lipa,353210,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
65,J'me rappelle papa,Moha La Squale,351296,https://open.spotify.com/track/2bztbvW5I25dLeNvhasgGa
66,Il le fallait,Moha La Squale,344128,https://open.spotify.com/track/0eYDXaHB5FiZujkSOn5KM7
67,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,339278,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
68,Who Mad Again,Jahyanai,335142,https://open.spotify.com/track/6sZ2zjebkPsXTrxhvaRFJF
69,Shape of You,Ed Sheeran,330917,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
70,Yeux disent,Lomepal,326481,https://open.spotify.com/track/1uaAq8pSghvpVxlrOrgdeO
71,Call Out My Name,The Weeknd,326475,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
72,J'souris,Djadja & Dinaz,318310,https://open.spotify.com/track/7rQSQZMVwyobK4icEUrS6d
73,Bad Boy,Marwa Loud,312180,https://open.spotify.com/track/0N90EmHdOXLnTYDoeLwsmr
74,Prologue,Moha La Squale,312125,https://open.spotify.com/track/5uiN5q6xIUfu7uKydNOPKd
75,Sal?,Niska,312115,https://open.spotify.com/track/0uBu60Wd7yzm2sFrj2hSr6
76,ƒ¡. Mosa?que solitaire,Damso,310435,https://open.spotify.com/track/1E3zyoTHtJzsu5CjwIFIhY
77,Mi Gna (feat. Hayko) - Ma?tre Gims Remix,GIMS,309709,https://open.spotify.com/track/3u3kWFntWbm4YrO5384wqF
78,Paradise (feat. Lomepal),Lefa,308446,https://open.spotify.com/track/00YUNap0MFncqzzuvwzUlS
79,La fuite - Vegedream X Dj Leska / Edit MIx,Vegedream,307256,https://open.spotify.com/track/6ariFR8E7Z4WhjS6riI1Yi
80,Tueurs,Damso,306093,https://open.spotify.com/track/3IQe7wqTyXxkqeMR8is76T
81,Mwaka Moon,Kalash,305201,https://open.spotify.com/track/1vVZLmZq8gN8pPCEBLjPvD
82,In My Blood,Shawn Mendes,304319,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
83,De l'autre c?t? (feat. Nekfeu),Ninho,304247,https://open.spotify.com/track/3ldfGgw7IoLHbaqmspX3ME
84,Medell?n,Niska,298723,https://open.spotify.com/track/1gI6FedOWXQ7aSj4FfEiGK
85,Un peu de r?ve (en duo avec Claudio Cap?o),Vitaa,295329,https://open.spotify.com/track/0kiNe5qx5O3CccrvsYL4Y6
86,ƒ¦. Macarena,Damso,290657,https://open.spotify.com/track/2UZW9WOPXdxw9YMG1bebS8
87,Havana (feat. Young Thug),Camila Cabello,286462,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
88,rockstar (feat. 21 Savage),Post Malone,286395,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
89,Billet,Marwa Loud,285885,https://open.spotify.com/track/5tblb3Aojs2S91eE1lxWxP
90,Audio,Sia,283193,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
91,Back To You,Selena Gomez,281910,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
92,Recherch?,Naps,281194,https://open.spotify.com/track/4ogvY05K9yCI6RqsC4aYEn
93,Reine,Dadju,280818,https://open.spotify.com/track/2HdCh16tdPjle1rm80Y6q7
94,"Mignon gar?on (feat. Naza, KeBlack & Dry)",4Keus,280279,https://open.spotify.com/track/3fsxaVOcdrxun6islmsklq
95,Fais-moi un Vie,Damso,280095,https://open.spotify.com/track/4TTLq43WaxxkYZE9mq9kPY
96,Pankani,Moha La Squale,276701,https://open.spotify.com/track/2uq4DBILXSbWlpwH101qwr
97,Say Something (feat. Chris Stapleton),Justin Timberlake,276558,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
98,Whatever It Takes,Imagine Dragons,276260,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
99,Django,Dadju,275748,https://open.spotify.com/track/51PPDB9v8QOMkiUe06eYfc
100,Mine,Bazzi,274931,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
101,Mobali,Siboy,269667,https://open.spotify.com/track/6xcXAVbDuVT1pCsa2rmDHY
102,Diarabi,Kaaris,269174,https://open.spotify.com/track/644Y6gowYTqtd2U2XNKzDS
103,Rose,Ninho,268503,https://open.spotify.com/track/4Ln4KAwk37peyCh2QpqYnP
104,SAD!,XXXTENTACION,267002,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
105,J'me balade,Moha La Squale,264074,https://open.spotify.com/track/1J1kOOK7jAGfQeWAVYG3mJ
106,Viano,Mister V,262279,https://open.spotify.com/track/4OSEfpGKodfk38FYfqrF0X
107,Bienvenue ? La Banane,Moha La Squale,260205,https://open.spotify.com/track/75150PNLhk4LZwCe3ytsUq
108,5 Juillet 1962,Moha La Squale,259895,https://open.spotify.com/track/3FbxQchYmwLbHHjPCXU2dF
109,Loup garou (feat. Sofiane),GIMS,259639,https://open.spotify.com/track/5fuSDvNupEYnbjhZh8mQAq
110,Gotham,Booba,259293,https://open.spotify.com/track/1do4WVvFKBWnTSXfnYpHVZ
111,Tuba Life,Niska,258117,https://open.spotify.com/track/2r6C2IEw533mDs3sam5Zxx
112,Tierquar,RK,258056,https://open.spotify.com/track/2UHODXuB7ZOomV4EaxuO0B
113,Youngblood,5 Seconds of Summer,257685,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
114,Look Alive (feat. Drake),BlocBoy JB,256985,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
115,Madre mia (feat. Ninho),Sadek,256398,https://open.spotify.com/track/37YNulvDhyzULfhHycmhEl
116,Carton rouge,Lorenzo,255344,https://open.spotify.com/track/2teiVa4Yniofma2Ffac5cL
117,Done for Me (feat. Kehlani),Charlie Puth,252655,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
118,Walk It Talk It,Migos,252356,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
119,Tu le C,Lorenzo,252184,https://open.spotify.com/track/7dndJPTp6wuHXv3F8cxBhm
120,C'?tait la ure,Moha La Squale,251225,https://open.spotify.com/track/7FFr71oifMRlVDHNAZ1mdb
121,La 9 - Ruinart,Timal,248060,https://open.spotify.com/track/0lpfafOcflOR0Oz6E1fj48
122,Par amour,Dadju,247921,https://open.spotify.com/track/3alSzdz0U10gV2aXVigYkT
123,Bo?te auto,Ninho,247242,https://open.spotify.com/track/0C3KHrP7Iacgn0PTvb6VzT
124,All The Stars (with SZA),Kendrick Lamar,245186,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
125,D??u,Moha La Squale,244455,https://open.spotify.com/track/4nwaspo2KFGvNAfWmN4Bpv
126,Sous contr?le,Dadju,241414,https://open.spotify.com/track/64qdods9r5p6wovmRZdyg3
127,On n'est pas les m?mes,Moha La Squale,240383,https://open.spotify.com/track/7roBbHcws6ssGzqu4IfGCt
128,Qu'est ce que t'as ?,Marwa Loud,239218,https://open.spotify.com/track/0ALYbFTZypQZLwDAPuYECq
129,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,236461,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
130,Bling Bling,Kaaris,234388,https://open.spotify.com/track/4s7OqcUEyLJ1RkbzBopRGt
131,Friday,Booba,232605,https://open.spotify.com/track/1CYj9Yx8zrYvU93khXvmsA
132,F?te de trop,Eddy de Pretto,232540,https://open.spotify.com/track/34NiK5XnPwHp17MGlyewXA
133,Bourgeoisie,Hornet La Frappe,231784,https://open.spotify.com/track/6KPTsPIe7faR13q8IfG0l8
134,Cartel (feat. Meryl),Timal,231729,https://open.spotify.com/track/4rZ9c0yxEuhoQ6fSXFqKJQ
135,Potentiel (feat. Orelsan),Lefa,231345,https://open.spotify.com/track/0rs6jxe3647mGSc7l18Cq8
136,Ren? Croco,Moha La Squale,230717,https://open.spotify.com/track/2Q4bcBymqxBYvO18kX63qe
137,Rien de nouveau,Timal,229912,https://open.spotify.com/track/5Ji6WkHJKJOiAfSjRAriYE
138,ƒ£. Signaler,Damso,227498,https://open.spotify.com/track/03aduXwm6cTqO9bb4XFQ2b
139,Noche,Lacrim,227044,https://open.spotify.com/track/4eUxD9V0Df1prftDNBpQ9Z
140,Valise,Hornet La Frappe,224630,https://open.spotify.com/track/2bXZtkOqVVlSt1lpzV9jRv
141,Jusqu'au dernier gramme,PNL,224215,https://open.spotify.com/track/2jBleFNl3YK8lyJc1OvxXt
142,J'?tais pas pr?t,Moha La Squale,223699,https://open.spotify.com/track/6GMNgRBw9Xo3pMl4KK3BVD
143,Mon survet,Jok'air,223559,https://open.spotify.com/track/3uPYBQIJzsH4MXq70BJG6S
144,Jok'Rambo,Jok'air,218065,https://open.spotify.com/track/1MaHVMpuNlFP25HAD6me0c
145,Pour les jaja,Moha La Squale,216452,https://open.spotify.com/track/5fC0WP5ZXzDpuP49e06e75
146,44 (feat. Yaro),Ninho,215863,https://open.spotify.com/track/46ZOMbOANX8TlyEamO31MJ
147,Sick Boy,The Chainsmokers,214533,https://open.spotify.com/track/08hm0V6cTsWDX62hW42sEv
148,Cam?l?on,GIMS,214406,https://open.spotify.com/track/1aZwu6M7UXQxaxpTLCMyhB
149,Longue vie,Sofiane,214101,https://open.spotify.com/track/6U0p0b3ma0MgBwNc8i26xw
150,N. J Respect R,Damso,212272,https://open.spotify.com/track/75UFzgBCaVwJJ4IVIaatpe
151,24 Solo,Moha La Squale,208710,https://open.spotify.com/track/5dykJG3Olwvrmtr8yxHfEX
152,Pav?,Ninho,205581,https://open.spotify.com/track/2E0sFoOodpQIaEpglLudU6
153,Life,Hamza,203995,https://open.spotify.com/track/1oHh0DAi8nJDORn90H97QA
154,Playinwitme (feat. Kehlani),KYLE,203692,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
155,lovely (with Khalid),Billie Eilish,201750,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
156,Calma,Marwa Loud,200513,https://open.spotify.com/track/6kNiPWkBtlizeFtfGcukaC
157,Ton poto,Moha La Squale,198739,https://open.spotify.com/track/044vzxTq3zEHrcfd805NK2
158,Dragon,Vald,198628,https://open.spotify.com/track/6dotEcliwGD3yrJaUHO621
159,R?seaux,Niska,198143,https://open.spotify.com/track/2nY6MRHWpW0AGXMoGDJOjX
160,Yes Indeed,Lil Baby,196563,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
161,Dans la ville,Timal,196516,https://open.spotify.com/track/0OdJDO164ngWHxCzIPwsY9
162,Kid,Eddy de Pretto,193891,https://open.spotify.com/track/6kkcWYSlRg2DofC3qcWItr
163,Rien n'a chang?,Moha La Squale,193139,https://open.spotify.com/track/3auxQP0DcpdvVarAmH2sls
164,Youth feat. Khalid,Shawn Mendes,193104,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
165,Ta marini?re,Hoshi,192561,https://open.spotify.com/track/4cSqYCRAdW3AAT8yrvMrkW
166,Dusk Till Dawn - Radio Edit,ZAYN,191939,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
167,Moonlight,XXXTENTACION,191908,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
168,Stargazing,Kygo,191625,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
169,Sicario,YL,191235,https://open.spotify.com/track/3dQ1dbZKG7njiJ4cnXwEJk
170,Feel It Still,Portugal. The Man,189815,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
171,?chame La Culpa,Luis Fonsi,186714,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
172,C'est pas bon,Abou Debeing,186277,https://open.spotify.com/track/3rSi8CHHz7V96AwRQbbjf6
173,"Damn, dis-moi (feat. D?m-Funk)",Christine and the Queens,186232,https://open.spotify.com/track/2mBEeHZ9n01x1qbfHggyl5
174,CQFD,Damso,186138,https://open.spotify.com/track/7KJDIC7u13vHV3FSNlVD2Z
175,FAKE LOVE,BTS,185721,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
176,Maintenant,Jok'air,185057,https://open.spotify.com/track/3WS6BWELlJdI2RATMaijmu
177,OTW,Khalid,184912,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
178,Salop(e),Therapie TAXI,183770,https://open.spotify.com/track/2K9mcH5jYpO88m1nv8fGTf
179,Vide,13 Block,181200,https://open.spotify.com/track/7yYbk5cKtYN15ph9XasCYO
180,Nervous,Shawn Mendes,180376,https://open.spotify.com/track/0Dq49j3dELbttQVUJbtn0c
181,California Girl,Zola,179707,https://open.spotify.com/track/2CdwW0Zz3dQlX9cHzsC83y
182,All Night,Big Boi,178493,https://open.spotify.com/track/2Bb3mu3lfUrcRoTi3IcvQc
183,D?faite de famille,Orelsan,176920,https://open.spotify.com/track/0IvTKTST66tq30ZeFWeqfm
184,Basique,Orelsan,176886,https://open.spotify.com/track/2ICdvchXmDh5mdLyyL2opB
185,Maghr?bin,Hornet La Frappe,176817,https://open.spotify.com/track/3xbPIl1dqCSbymBpBrNl73
186,Catchu Catchu,Lartiste,176751,https://open.spotify.com/track/1Y1eE1YgbF60sHlWC89Uzd
187,Cardi B,Benash,176439,https://open.spotify.com/track/1urmxaU5zVRPOiIbjWsvYA
188,Random,Eddy de Pretto,176353,https://open.spotify.com/track/00NRTjNn3CZPi2yzfqIXcX
189,Aquarium,Jok'air,175349,https://open.spotify.com/track/3TxR2kZ4AogIvzsp2gHNB1
190,Esskeetit,Lil Pump,175075,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
191,Te Bot? - Remix,Nio Garcia,173638,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
192,Bizarre,Lorenzo,173404,https://open.spotify.com/track/6aXg1PPha0HbGxR53e9jh1
193,Non non,Djadja & Dinaz,172682,https://open.spotify.com/track/0zDsJuTBdYEHTvS4q0XScQ
194,Halo,Beyonc?,172021,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr
195,Gone (feat. Marvin Brooks),Maan On The Moon,171953,https://open.spotify.com/track/2W5cX1DB5dTJm9zM4GNU6j
196,Je pense ? toi,Hornet La Frappe,171927,https://open.spotify.com/track/4vEaXY95aExfle99vJgXzU
197,Mamacita,Ninho,171113,https://open.spotify.com/track/35gJuqfvrdlCA2MmAtaD3J
198,Havana,Hayce Lemsi,171050,https://open.spotify.com/track/3WAKs2Rne0gHa9NR6LTZjU
199,On est pr?t,Niro,170591,https://open.spotify.com/track/401iUkD2ZDPzoykFrPP9kR
200,Menteuse,KeBlack,169442,https://open.spotify.com/track/4y8L7F837jo9eE2LG3TRGA
