,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Djomb - Bien ou quoi,Bosh,3687235,https://open.spotify.com/track/0KBwGCY9RYD9t2zjeW4h48
2,Angela,Hatik,2392785,https://open.spotify.com/track/6ab3CQvDlAVttThZucwGQ1
3,JAUN?,Booba,1657699,https://open.spotify.com/track/4fW3EMRzAfj8aNMsF3zMwt
4,Anissa,Wejdene,1461035,https://open.spotify.com/track/62Pp6exz0ywSlBqvNqiY6Z
5,Roses - Imanbek Remix,SAINt JHN,1371537,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
6,Blinding Lights,The Weeknd,1365660,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
7,10K,Bol?mvn,1356857,https://open.spotify.com/track/07pzk5h8p2qRowPZb3YBKC
8,Skechers,DripReport,1318875,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
9,Lettre ? une femme,Ninho,1252706,https://open.spotify.com/track/5HEtuK03ygUzqca6yfgOYZ
10,ROCKSTAR (feat. Roddy Ricch),DaBaby,1233024,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
11,6.3,Naps,1187295,https://open.spotify.com/track/3lTL4LdFKVF51lseI2nk5D
12,Bro Bro,Zola,1178918,https://open.spotify.com/track/4mtY2gjqFFWTMnzaQPvERm
13,MAMACITA,Black Eyed Peas,1143582,https://open.spotify.com/track/14wf185UxfNbSy8dwt4r4q
14,Mele?im,Soolking,1129576,https://open.spotify.com/track/0BD9boQC7jUTWkAoib4Z0d
15,Folie,Jul,1109330,https://open.spotify.com/track/2yOkdj96Ls3t9SDyPYl9Nc
16,Tusa,KAROL G,1062674,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
17,Toosie Slide,Drake,1053525,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
18,Blanche,Maes,1047288,https://open.spotify.com/track/5GyyPRvEwdI4wJSUbzxHQv
19,ily (i love you baby) (feat. Emilee),Surf Mesa,1047020,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
20,Crois-moi (feat. Ninho),DA Uzi,1016216,https://open.spotify.com/track/69I4Eynuxdj6LEmpvG56u6
21,death bed (coffee for your head),Powfu,991652,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
22,Sousou,Jul,969963,https://open.spotify.com/track/3dyoo6UNb2VlMTISBqrDb1
23,So Maness,Soso Maness,958871,https://open.spotify.com/track/5kQ5tKaEs3RHlaLqwjagly
24,Distant,Maes,940589,https://open.spotify.com/track/1Sb7QJRawbARgpMqyYNMkT
25,Dybala,Maes,913428,https://open.spotify.com/track/4Nfak8iMF4kQfQ6Pa8Z79m
26,Zipette,Ninho,910489,https://open.spotify.com/track/1Lulg5ZiMEXy3QNwb1PB8I
27,Train de vie (feat. PLK),Leto,898159,https://open.spotify.com/track/2VXeQ7moo4zfT6EFO3Cwse
