,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Ramenez la coupe ? la maison,Vegedream,2043367,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
2,Air Max,Rim'K,1935120,https://open.spotify.com/track/2XESFfYekQ0mRau2GXjT3E
3,Ma 6t a craqu? (feat. Ninho),Kpoint,1733779,https://open.spotify.com/track/2NUIWpL6IsYGkwfSN7basS
4,91's,PNL,1603745,https://open.spotify.com/track/58st6r10Ze6QomHs0BMUA8
5,Copines,Aya Nakamura,1395906,https://open.spotify.com/track/3AZg5nZgMquXJ67KgpngKX
6,W.L.G,Niska,1195254,https://open.spotify.com/track/13E2wgUjmdunrlq3Vbxv8T
7,In My Mind,Dynoro,1137805,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
8,Otto,SCH,1100576,https://open.spotify.com/track/5TMvoLmSvPk4pmWKcWfzTz
9,Bella,MHD,1083646,https://open.spotify.com/track/0SJRHDAStlsrXIXeFZZStK
10,Feu de bois,Damso,1001187,https://open.spotify.com/track/4L0Iwsk1s8cbdBcEgdm8K5
11,Billets verts,Maes,922573,https://open.spotify.com/track/61SYuUg9rokbvIPxzrhxd0
12,Taga,Hornet La Frappe,892944,https://open.spotify.com/track/4xrIWVwDYmJ5KFXinj82TG
13,Solo (feat. Demi Lovato),Clean Bandit,860189,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
14,Alright,Jain,835020,https://open.spotify.com/track/44ahv3Zj4FOJoy8gJLZF9B
15,#DansLeTierquar (Nantes),RK,820508,https://open.spotify.com/track/26NPCbYyALFIhFlqRziqnG
16,In My Feelings,Drake,805686,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
17,Girls Like You (feat. Cardi B),Maroon 5,789722,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
18,La C,Koba LaD,788925,https://open.spotify.com/track/4A6V8yOXo7oz6oYhdfHrLl
19,Adieu bient?t,Columbine,760353,https://open.spotify.com/track/0nauWQtOaFKUtpLUMPyxmG
20,Demain - Bigflo & Oli X Petit Biscuit,Bigflo & Oli,758173,https://open.spotify.com/track/79m95shJaTK0aSogeQQTyD
21,Rise,Jonas Blue,756414,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
22,Bucci Night,Yaro,744515,https://open.spotify.com/track/03O32oEi0jJsbmcHMjCPBD
23,Compl?tement sonn?,KeBlack,734601,https://open.spotify.com/track/4bZOVCf1wiNELuCH34rFDl
24,Blah Blah Blah,Armin van Buuren,723117,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj
25,Luna,Moha La Squale,720367,https://open.spotify.com/track/55PyQALchJn43CGeN6XHAN
26,Juste pour voir,S.Pri Noir,696796,https://open.spotify.com/track/0JOJx8jx0dWZk33MsvRZrB
27,Woah,Sofiane,693777,https://open.spotify.com/track/196cSZjrDdgaJILT3cpfYl
28,Django,Dadju,690853,https://open.spotify.com/track/14hLSMLJ86sHRklJ62tH58
29,Nevermind,Dennis Lloyd,686005,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
30,Smog,Damso,678363,https://open.spotify.com/track/1h1wmYG39fp6ZTgwlJ3Cv3
31,Promises (with Sam Smith),Calvin Harris,677449,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
32,Djadja,Aya Nakamura,656101,https://open.spotify.com/track/3XfnssSD9HMQ9LhVOJvXTE
33,Train de vie,Koba LaD,654481,https://open.spotify.com/track/3Tm8FfsoIgqk1gXHrOION9
34,Bad Boy,Marwa Loud,653350,https://open.spotify.com/track/0N90EmHdOXLnTYDoeLwsmr
35,Habitu?,Dosseh,632391,https://open.spotify.com/track/76HlSm9QxyXxpks5HTYS0F
