,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Au DD,PNL,2958042,https://open.spotify.com/track/5lCxlSBFyP5g4EhVypAoOu
2,RR 9.1,Koba LaD,1910706,https://open.spotify.com/track/28fP6qcMGPfYOjrx8AOWFn
3,Balance ton quoi,Ang?le,1831453,https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa
4,Maman ne le sait pas (feat. Niska),Ninho,1624485,https://open.spotify.com/track/5c2HadbVTsMKjja4gohEFI
5,M?dicament,Niska,1366867,https://open.spotify.com/track/55mCsKCo4bPuYtZvHppp8z
6,Goutte d'eau,Ninho,1338743,https://open.spotify.com/track/0rQbvQpjQ6QeeCAnVRzokf
7,La vie qu'on m?ne,Ninho,1308276,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No
8,Deux fr?res,PNL,1299728,https://open.spotify.com/track/6hzi3AGB39FjxFqcjgbWs7
9,Blanka,PNL,1189363,https://open.spotify.com/track/295SxdR1DqunCNwd0U767w
10,Putana,Ninho,1185098,https://open.spotify.com/track/5oePa8PlOTPAlRaGs2OZ3A
11,Chang,PNL,1140335,https://open.spotify.com/track/5n9NAd0Y5OUeOGU0nVtLua
12,Con Calma,Daddy Yankee,1118300,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
13,Shenmue,PNL,1074266,https://open.spotify.com/track/5gqh2FMBquUEwDsRUU4pCF
14,Khapta,Heuss L'enfoir?,1070767,https://open.spotify.com/track/6stxV2bl7xSiPUornxwyNR
15,Papers (feat. Ninho),Zola,1070160,https://open.spotify.com/track/3vmoC735YdyvsrF0HtbmGn
16,Autre monde,PNL,1067893,https://open.spotify.com/track/2aG2nLUd8NNI7vFuOLBCe0
17,Pookie,Aya Nakamura,1043870,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD
18,Hasta la vista,PNL,1042347,https://open.spotify.com/track/6YHnhfw8yMCx4vZvsgem3D
19,Menace,PNL,994291,https://open.spotify.com/track/3cdxShmWeMHolKPDi3SRXM
20,Matin,Koba LaD,984014,https://open.spotify.com/track/3COpbW4W1Qab0ZqiHZxdjv
21,Zoulou tchaing,PNL,970340,https://open.spotify.com/track/1gRMO4h3NGb1ZJA7TNdMPj
22,Quotidien,Koba LaD,949805,https://open.spotify.com/track/2abVYMtriZHHIDGFZFT5ij
23,Calma - Remix,Pedro Cap?,945399,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
24,91's,PNL,923431,https://open.spotify.com/track/4LAGHmHcSt0HHwXCJcFri6
25,Trop beau,Lomepal,916969,https://open.spotify.com/track/4WB9OeauHXnGOMUK4s80gM
26,7 rings,Ariana Grande,911757,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
27,Cellophan?,Koba LaD,900119,https://open.spotify.com/track/41Rp0dMSgO2QeguHANPsCD
28,Celsius,PNL,887402,https://open.spotify.com/track/5Bj9llJ7xr70Ny2nWiSM6G
29,C'est mon sang,RK,887121,https://open.spotify.com/track/45tz0Mf66Nw7uSPdcOe1Qg
30,Kuta ubud,PNL,880705,https://open.spotify.com/track/25yiHDniULzQL1BaFgV4Tq
31,Don't Call Me Up,Mabel,849596,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
32,C?urs,PNL,824663,https://open.spotify.com/track/0VPKan5aM2nQy5voiAjjUo
33,Malade,Rom?o Elvis,808256,https://open.spotify.com/track/35e7ckbWgHjHI9n3oL6jnd
34,Tout oublier,Ang?le,801054,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
35,La mis?re est si belle,PNL,799761,https://open.spotify.com/track/1s3XtkdfT3obSCbQVWtvX9
36,A l'ammoniaque,PNL,782139,https://open.spotify.com/track/1gVnckXtTdCoLwtiPPqlQS
37,Poss?d?,Djadja & Dinaz,770001,https://open.spotify.com/track/6g8Waa9vcFQP1FElldjfRr
38,Giant (with Rag'n'Bone Man),Calvin Harris,759059,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
39,Baila Baila Baila,Ozuna,753820,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
40,Always Remember Us This Way,Lady Gaga,751899,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
41,D?connect?,PNL,731108,https://open.spotify.com/track/7qqPnzVQILmJeldy9smPLj
42,Les m?chants,Heuss L'enfoir?,709583,https://open.spotify.com/track/0r64LBR8RlnXcdd5HTFubd
43,Paris c'est magique,Ninho,697481,https://open.spotify.com/track/5gNZjp6r2TfC3uh9iopWxt
44,bad guy,Billie Eilish,688266,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
45,C'est pas grave,Columbine,686956,https://open.spotify.com/track/7MPC1qtCR74fdc9jNdFHeH
46,Aristocrate,Heuss L'enfoir?,667341,https://open.spotify.com/track/7gNlaZaMIjRUfnAYd9Dvmt
47,Sans peine,Ninho,653941,https://open.spotify.com/track/4smLSyGtyNJLPb9J1Iuwsb
48,Koba du 7,Koba LaD,653710,https://open.spotify.com/track/1XrI3uBZ81MNWXLLekmw7l
49,Jamais (feat. Dadju),Ninho,626635,https://open.spotify.com/track/6nIr35G9lVYMcuedV4NY2t
50,? Kinshasa (feat. Fally Ipupa),Ninho,614825,https://open.spotify.com/track/7bLy8fxBMroDuV0zxwGSn6
51,Jeune Lossa,Ninho,614091,https://open.spotify.com/track/1AaJX4YEeklJyRYisD10JT
52,Bad Liar,Imagine Dragons,610047,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
53,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,599712,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
54,Vr?alit?,Kekra,596468,https://open.spotify.com/track/5QLKMNodEYyVrTkknAeTnN
55,Glad You Came,VIZE,594307,https://open.spotify.com/track/0Nq7JtZtjHjJ2fprzzgwio
56,La vivance (feat. Koba LaD),Ninho,578328,https://open.spotify.com/track/4waeGjPW1ovLjhbScVibAH
57,Old Town Road,Lil Nas X,574038,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
58,Sucker,Jonas Brothers,573574,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
59,Let Me Down Slowly,Alec Benjamin,572954,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
60,CÅfest moi,Koba LaD,572180,https://open.spotify.com/track/75j5Ue04YUwJ1ADxux8iXo
61,Amiti?s g?ch?es,Koba LaD,571161,https://open.spotify.com/track/3bArzB9TXQYyO6vVVJnHAS
62,Sweet but Psycho,Ava Max,569566,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
63,CÅfest Elle,Alonzo,569088,https://open.spotify.com/track/7gFue3UseWrimCsI1gdJIE
64,Sale mood,Bramsito,567447,https://open.spotify.com/track/7oxSh7uiB74lWGVIv2Qtlm
65,Pour toi,Koba LaD,566468,https://open.spotify.com/track/29czA32SYnivAmIgGdbA5o
66,Money (feat. Faouzia),Ninho,566279,https://open.spotify.com/track/1NUC8l1gq50VuHzmWRMA2G
67,Madrina,Maes,564486,https://open.spotify.com/track/4miiqu2dxOhBguQDHtqssH
68,M?lange,Koba LaD,557029,https://open.spotify.com/track/2q4IiR86BH4Axa9MCh8dZj
69,Demain jÅfarr?te,Koba LaD,554504,https://open.spotify.com/track/73c4MNYSywG10SZRQXyFlA
70,Quadrill?,Koba LaD,553170,https://open.spotify.com/track/6WQHr1UxzORL5WkAWQ2B8U
71,Speechless (feat. Erika Sirola),Robin Schulz,541513,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
72,Quand jÅf?tais petit,Koba LaD,538739,https://open.spotify.com/track/4pELt1me9shREw75ySP798
73,Jusqu'? minuit (feat. JuL),Ninho,532955,https://open.spotify.com/track/4DwppHaJ76CJ0GYOFwrQoJ
74,Soleil,Rom?o Elvis,528490,https://open.spotify.com/track/5SNfvgi4TUwx4Si0lFn3G2
75,Le magot,Koba LaD,521346,https://open.spotify.com/track/2YrPXEezDwNbDj7kkUOWPy
76,Big Pac,Ninho,512024,https://open.spotify.com/track/5C6WBcv7ILoSpREAZsnArO
77,"I CanÅft Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,511332,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
78,1000ÅãC,Lomepal,510179,https://open.spotify.com/track/6l7PqWKsgm4NLomOE7Veou
79,Giuseppe,Niska,510008,https://open.spotify.com/track/1XnPRxd67vVxzBCiGLXLxw
80,Shallow,Lady Gaga,507921,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
81,SOS,Avicii,499332,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
82,Gun salute,Kaaris,496105,https://open.spotify.com/track/5UgUGPknu6JRgawaJAO9rX
83,Tokarev,Ninho,493724,https://open.spotify.com/track/1WqP758rbjGxxZQm28PBme
84,Ouais ouais,Zola,491169,https://open.spotify.com/track/7ygA08T4t49ZhaOtCHsktS
85,Guedro,Koba LaD,490517,https://open.spotify.com/track/16mEAOIriJH4aIJW8OiZkD
86,Muerte,Landy,486637,https://open.spotify.com/track/2ekO98VdclK2zGYJYPixcv
87,Better When You're Gone,David Guetta,482937,https://open.spotify.com/track/4Tvw0lweq9l2JPQKFbpbBQ
88,Cataleya,RK,482475,https://open.spotify.com/track/4RPvjl3IcvOigNqrrpCmZa
89,Fuckboi,Zola,480445,https://open.spotify.com/track/35nTy3pmeNhvcfLRx15iLH
90,Le temps est bon,Bon Entendeur,472659,https://open.spotify.com/track/4WBDVbKHiNHmFpPLuBHYdu
