,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Madrina,Maes,1391010,https://open.spotify.com/track/4miiqu2dxOhBguQDHtqssH
2,Tout oublier,Ang?le,1356451,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
3,Sale mood,Bramsito,1326125,https://open.spotify.com/track/7oxSh7uiB74lWGVIv2Qtlm
4,1000ÅãC,Lomepal,1234536,https://open.spotify.com/track/6l7PqWKsgm4NLomOE7Veou
5,Binks to Binks 6,Ninho,1090945,https://open.spotify.com/track/4zrEmFA3R3JngfWR70zu3w
6,Trop beau,Lomepal,1060029,https://open.spotify.com/track/4WB9OeauHXnGOMUK4s80gM
7,On Fleek,Eva,998282,https://open.spotify.com/track/4MSFxqmkiMxq7e61jTqgqt
8,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,987006,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
9,MIA (feat. Drake),Bad Bunny,941380,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
10,Jaloux,Dadju,913352,https://open.spotify.com/track/0QnEGWGECQUPuE3m8L6hdT
11,Sweet but Psycho,Ava Max,909633,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
12,La dot,Aya Nakamura,844603,https://open.spotify.com/track/3aRgAfrt6aQW8IimLq2aVG
13,R?ves bizarres (feat. Damso),Orelsan,836078,https://open.spotify.com/track/7lhuM9WUqdThw72dCBRmQW
14,High Hopes,Panic! At The Disco,833217,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
15,Shallow,Lady Gaga,829227,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
16,Say My Name,David Guetta,818919,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
17,KYLL,M?dine,782233,https://open.spotify.com/track/1VYTP4prOc62xQe1KWf3S5
18,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,773490,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
19,Copines,Aya Nakamura,755930,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
