,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Bande organis?e,13 Organis?,1910594,https://open.spotify.com/track/717QGTmZdkemDaCo1vQHG0
2,Fever,Dua Lipa,1786895,https://open.spotify.com/track/3F1P0QzdXtBz0MXy7KIO5w
3,Joli b?b?,Naza,1498516,https://open.spotify.com/track/1J4oMIhWDUd9cI1urhEyjl
4,9 1 1 3 (feat. SCH),Zola,1431587,https://open.spotify.com/track/0lit1XQsSQe7LKnzL6VMaF
5,Coffre plein,Koba LaD,1321513,https://open.spotify.com/track/70pkwEEG7nDTXBFqoGQkH0
6,Plus Jamais (feat. Stormzy),Aya Nakamura,1269316,https://open.spotify.com/track/7iZVBT6LV32t4l00p73VAw
7,C?ur noir,Eva,1250788,https://open.spotify.com/track/2SYYB9pwxbYJducVc2xGWD
8,Dieu merci,Dadju,1227880,https://open.spotify.com/track/1HDqaIxeJ70BTHgZWEuaeT
9,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,1131586,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
10,Moins un,Dinos,1111675,https://open.spotify.com/track/7xISE22N518t5HLsibFvEC
11,Mood (feat. iann dior),24kGoldn,1091724,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
12,Cabeza,OBOY,1087542,https://open.spotify.com/track/66tNDqYNR2S6Svwgm3BMi9
13,Tout en Gucci,Ninho,990830,https://open.spotify.com/track/0i5GJckWb9uCZU4jcGoBca
14,JUSQU'ICI TOUT VA BIEN,GIMS,988089,https://open.spotify.com/track/5Re3VKVOVnEhUi2TF56dMz
15,POMPEII,JSX,978451,https://open.spotify.com/track/3KW4lmROWaAg0sQlBHRzW7
16,Slide,Bosh,974281,https://open.spotify.com/track/0jUBH6aktBM2KCNnEZfBWJ
17,Pilote (feat. Hamza),PLK,929426,https://open.spotify.com/track/12GV2Wr4p1hBWQCrQcVsew
18,? la f?te,UZI,912836,https://open.spotify.com/track/0qARyMVNjA6q1uxxO3nofB
19,D?KITI,Bad Bunny,850904,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
20,La meilleure,Hatik,819323,https://open.spotify.com/track/2g63GxCZUmhsr4XoKR93F6
21,Blinding Lights,The Weeknd,813953,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
22,Macaroni (feat. Ninho),Leto,811447,https://open.spotify.com/track/4Z9CNGHElj2rLkB8mQdvnA
