,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Head & Heart (feat. MNEK)","Joel Corry",3454474,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
2,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,2945381,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
3,"Savage Love (Laxed - Siren Beat)","Jawsh 685",2823171,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
4,"Watermelon Sugar","Harry Styles",2195239,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
5,"Breaking Me",Topic,2120072,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
6,"Rain On Me (with Ariana Grande)","Lady Gaga",1989947,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
7,"Blinding Lights","The Weeknd",1912310,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
8,"West Ten","AJ Tracey",1882683,https://open.spotify.com/track/33EGYJLLwz56YIP5Ex9VKs
9,"Rover (feat. DTG)",S1mba,1829513,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
10,"Come & Go (with Marshmello)","Juice WRLD",1769334,https://open.spotify.com/track/7y7w4tl4MaRC2UMEj1mPtr
11,"Dinner Guest (feat. MoStack)","AJ Tracey",1711879,https://open.spotify.com/track/5y0ekFHNfFbjKhZlguSzdf
12,Secrets,Regard,1663075,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
13,"POPSTAR (feat. Drake)","DJ Khaled",1631483,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
14,"Wishing Well","Juice WRLD",1630371,https://open.spotify.com/track/6o3QUC5oAE4g6WxRIFcZtb
15,"GREECE (feat. Drake)","DJ Khaled",1620782,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
16,"Only You Freestyle","Headie One",1606609,https://open.spotify.com/track/4OENnoidV0h8gJV6bhrw7r
17,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",1479147,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
18,"I Dunno (feat. Dutchavelli & Stormzy)","Tion Wayne",1346778,https://open.spotify.com/track/3B0WbRucJ6ZIla2G9IVt2E
19,"Don’t Need Love (with GRACEY)","220 KID",1310112,https://open.spotify.com/track/7uBaKZZVK0OZ6cqFGpGRXI
20,"Roses - Imanbek Remix","SAINt JHN",1307241,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
21,"Toosie Slide",Drake,1294253,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
22,"Party Girl (Remix)",StaySolidRocky,1235631,https://open.spotify.com/track/1eIsyfDHoEbemSnQFsgyAv
23,"Go Crazy","Chris Brown",1227512,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
24,"Blueberry Faygo","Lil Mosey",1140000,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
25,"death bed (coffee for your head)",Powfu,1128004,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
26,"Life's A Mess (feat. Halsey)","Juice WRLD",1039846,https://open.spotify.com/track/4h5N4KyWZMtpeH9vhXSXjd
27,Rain,Aitch,1028248,https://open.spotify.com/track/7h2ozcUpSL7ulXjRPPQcDy
28,"Dance Monkey","Tones And I",995878,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
29,"Heaven On My Mind (with Sigala)","Becky Hill",974046,https://open.spotify.com/track/7bIq1v8svANsAys7I694Up
30,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",967107,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
