,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",2837134,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,"Taste (Make It Shake)",Aitch,2399530,https://open.spotify.com/track/1xPpYbCaJWonL7IFXPDjON
3,"Ladbroke Grove","AJ Tracey",2376258,https://open.spotify.com/track/7b4ky1LlQLFhXHmhZkFgqV
4,"Ride It",Regard,2292089,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
5,"Strike a Pose (feat. Aitch)","Young T & Bugsey",2253695,https://open.spotify.com/track/23GvTfcGK454ppLsts3W44
6,Circles,"Post Malone",2097301,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
7,Sorry,"Joel Corry",2064034,https://open.spotify.com/track/6y1UtRcHQU07aUs3oxZ8Yn
8,"Someone You Loved","Lewis Capaldi",2061353,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
9,"3 Nights","Dominic Fike",2016623,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
10,Señorita,"Shawn Mendes",1896866,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
11,Ransom,"Lil Tecca",1854636,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
12,"Take Me Back to London (feat. Stormzy)","Ed Sheeran",1800820,https://open.spotify.com/track/1AI7UPw3fgwAFkvAlZWhE0
13,"Higher Love",Kygo,1745546,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
14,"Beautiful People (feat. Khalid)","Ed Sheeran",1720471,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
15,"Location (feat. Burna Boy)",Dave,1583094,https://open.spotify.com/track/3z4CGd63tpUn9a6oQSG0CI
16,"How Do You Sleep?","Sam Smith",1579927,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
17,"Be Honest (feat. Burna Boy)","Jorja Smith",1576206,https://open.spotify.com/track/5pAbCxt9e3f81lOmjIXwzd
18,Both,"Headie One",1478631,https://open.spotify.com/track/0SxjNrhMwarsbcgEy0pavJ
19,"Post Malone (feat. RANI)","Sam Feldt",1465709,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
20,Outnumbered,"Dermot Kennedy",1433779,https://open.spotify.com/track/6UjZ2Yx2g2a52XxiA8ONxZ
21,"Professor X",Dave,1403636,https://open.spotify.com/track/5wfyoR8XOkw45QRtFOoxyi
22,"Goodbyes (Feat. Young Thug)","Post Malone",1317091,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
23,"I Don't Care (with Justin Bieber)","Ed Sheeran",1289532,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
24,Panini,"Lil Nas X",1268739,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
25,"So High (feat. Fredo)",MIST,1266269,https://open.spotify.com/track/5aubXDnDNVKA5pS7EnR0mp
26,"Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)","Ariana Grande",1265804,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN
27,"Vossi Bop",Stormzy,1146884,https://open.spotify.com/track/44ZJ4hLD5onikKsVLQaILr
28,"Buss Down (feat. ZieZie)",Aitch,1143553,https://open.spotify.com/track/584UC3Qpm8SbYd7aRWKREu
29,"Playing For Keeps","D-Block Europe",1118083,https://open.spotify.com/track/1W8UflmoVZXS3TUFftuulB
30,"bad guy","Billie Eilish",1115373,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
31,Lalala,Y2K,1109394,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
32,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1099938,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
33,"Hold Me While You Wait","Lewis Capaldi",1088520,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM
34,"Truth Hurts",Lizzo,1074646,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
35,Motivation,Normani,1073965,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
36,Bruises,"Lewis Capaldi",1065503,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
37,Nookie,"D-Block Europe",1055951,https://open.spotify.com/track/2RGlyOU1kkBgBDB0GIy2vm
