,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"I Don't Care (with Justin Bieber)","Ed Sheeran",3421351,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
2,"Someone You Loved","Lewis Capaldi",3175272,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
3,"Vossi Bop",Stormzy,2919709,https://open.spotify.com/track/44ZJ4hLD5onikKsVLQaILr
4,"bad guy","Billie Eilish",2811679,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
5,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",2554445,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
6,"Piece Of Your Heart",MEDUZA,2439500,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
7,"Hold Me While You Wait","Lewis Capaldi",2276375,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM
8,"SOS (feat. Aloe Blacc)",Avicii,2215515,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
9,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",1839203,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR
10,"Location (feat. Burna Boy)",Dave,1775789,https://open.spotify.com/track/3z4CGd63tpUn9a6oQSG0CI
11,"If I Can't Have You","Shawn Mendes",1772707,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
12,"No Guidance (feat. Drake)","Chris Brown",1750788,https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc
13,Bruises,"Lewis Capaldi",1680391,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
14,"All Day And Night - Jax Jones & Martin Solveig Present Europa","Jax Jones",1669812,https://open.spotify.com/track/3O83h4LS797N23DpweeRAa
15,Grace,"Lewis Capaldi",1438047,https://open.spotify.com/track/0pEkK8MqbmGSX7fT8WLMbR
16,"Shine Girl (feat. Stormzy)",MoStack,1389401,https://open.spotify.com/track/4GwPFO8jSGIsh5udMEfKZ2
17,Sucker,"Jonas Brothers",1363887,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
18,"Never Really Over","Katy Perry",1250685,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
19,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",1209656,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
20,"Old Town Road","Lil Nas X",1209506,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
21,"The London (feat. J. Cole & Travis Scott)","Young Thug",1201050,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
22,"Guten Tag","Hardy Caprio",1190421,https://open.spotify.com/track/0SErNy2An0gCpYFRUNWwNT
