,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",31187542,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",30229896,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
3,Wow.,"Post Malone",29083499,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
4,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",24784744,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
5,"Without Me",Halsey,22862806,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
6,"MIA (feat. Drake)","Bad Bunny",20458104,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
7,"Sweet but Psycho","Ava Max",20271743,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
8,"SICKO MODE","Travis Scott",18743742,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
9,Happier,Marshmello,18596650,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
10,"Calma - Remix","Pedro Capó",17560600,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
11,"Adan y Eva","Paulo Londra",16779675,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
12,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",16760203,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
13,"Going Bad (feat. Drake)","Meek Mill",16204182,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
14,"High Hopes","Panic! At The Disco",14787522,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
15,Shallow,"Lady Gaga",13959172,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
16,"Eastside (with Halsey & Khalid)","benny blanco",13551083,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
17,"Mo Bamba","Sheck Wes",13358031,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
18,"Girls Like You (feat. Cardi B)","Maroon 5",12971076,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
19,imagine,"Ariana Grande",12846216,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
20,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",12821151,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
21,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,12674714,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
22,"Better Now","Post Malone",12581757,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
23,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",12335749,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
24,SAD!,XXXTENTACION,12035281,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
25,"when the party's over","Billie Eilish",12003782,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
26,"Lucid Dreams","Juice WRLD",12002754,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
27,"In My Mind",Dynoro,11899987,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
28,"Bohemian Rhapsody - Remastered 2011",Queen,11843007,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
29,Better,Khalid,11506208,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
30,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",11457047,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
