,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",67237638,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
2,"Goodbyes (Feat. Young Thug)","Post Malone",37067320,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
3,"I Don't Care (with Justin Bieber)","Ed Sheeran",34332695,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
4,"bad guy","Billie Eilish",34301443,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
5,"Beautiful People (feat. Khalid)","Ed Sheeran",30020754,https://open.spotify.com/track/4evmHXcjt3bTUHD1cvny97
6,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",29789948,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
7,Callaita,"Bad Bunny",21917499,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
8,Panini,"Lil Nas X",20866027,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
9,"Otro Trago",Sech,20088512,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
10,"Money In The Grave (Drake ft. Rick Ross)",Drake,19853305,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
11,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",17673682,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
12,"Someone You Loved","Lewis Capaldi",17533647,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
13,"Con Calma","Daddy Yankee",16938420,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
14,"Piece Of Your Heart",MEDUZA,16900857,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
15,"You Need To Calm Down","Taylor Swift",16620735,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
16,"Soltera - Remix",Lunay,16570849,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
17,"Loco Contigo (with J. Balvin & Tyga)","DJ Snake",16356605,https://open.spotify.com/track/1f38Gx6xQz6r4H1jGVNBJo
18,"Never Really Over","Katy Perry",15906331,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
19,"Truth Hurts",Lizzo,15557804,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
20,"If I Can't Have You","Shawn Mendes",15480398,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
21,"QUE PRETENDES","J Balvin",14434591,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
22,"Call You Mine (feat. Bebe Rexha)","The Chainsmokers",14365615,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
23,"LA CANCIÓN","J Balvin",14107963,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
24,Ransom,"Lil Tecca",13929966,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
25,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",13771816,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
26,"Old Town Road","Lil Nas X",13690672,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
27,Sucker,"Jonas Brothers",13441220,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
28,"No Me Conoce - Remix","Jhay Cortez",13021785,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
29,"It's You","Ali Gatie",12616875,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
30,"One Thing Right",Marshmello,12498236,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
31,"7 rings","Ariana Grande",12343170,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
32,"The London (feat. J. Cole & Travis Scott)","Young Thug",12024777,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
33,"11 PM",Maluma,12017252,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
34,"SOS (feat. Aloe Blacc)",Avicii,11789531,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
35,"Higher Love",Kygo,11484679,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
36,Lalala,Y2K,11359898,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
37,"Con Altura",ROSALÍA,11203646,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
38,"Te Robaré","Nicky Jam",11161518,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
39,"Talk (feat. Disclosure)",Khalid,11117054,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
40,Shallow,"Lady Gaga",11080818,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
41,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",10875404,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR
42,Rodeo,"Lil Nas X",10677617,https://open.spotify.com/track/4ak7xjvBeBOcJGWFDX9w5n
43,"No Guidance (feat. Drake)","Chris Brown",10586229,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
44,"Calma - Remix","Pedro Capó",10402992,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
45,Happier,Marshmello,10397089,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
46,"Best Part of Me (feat. YEBBA)","Ed Sheeran",10310313,https://open.spotify.com/track/5ug4vqGZ3eisGhY1IsziNX
47,Wow.,"Post Malone",10288586,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
48,"Rescue Me",OneRepublic,10062630,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
49,"Go Loko (feat. Tyga, Jon Z)",YG,10056986,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
50,"when the party's over","Billie Eilish",9727857,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
51,"Tal Vez","Paulo Londra",9633316,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
52,"Pa Mí - Remix",Dalex,9490406,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
53,"On A Roll","Ashley O",9296717,https://open.spotify.com/track/56JyMaElW79S7TDWh1Zw1m
54,"Verte Ir","DJ Luian",9227834,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
55,"Don't Call Me Up",Mabel,9210144,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
56,"Don't Check On Me (feat. Justin Bieber & Ink)","Chris Brown",9130805,https://open.spotify.com/track/7ILEWkpfdK6AjH2D7jppWk
57,"lovely (with Khalid)","Billie Eilish",8940964,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
58,"Mother's Daughter","Miley Cyrus",8908002,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr
59,"All Around The World (La La La)",R3HAB,8905070,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
60,Suge,DaBaby,8870572,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
61,"Only Human","Jonas Brothers",8814970,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
62,"Mad Love",Mabel,8797317,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD
63,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",8763880,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw
64,"Without Me",Halsey,8734181,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
65,"Post Malone (feat. RANI)","Sam Feldt",8666114,https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU
66,Heaven,Avicii,8589811,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ
67,"Sweet but Psycho","Ava Max",8543893,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
68,"bury a friend","Billie Eilish",8418193,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
69,"Dancing With A Stranger (with Normani)","Sam Smith",8361607,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
70,Runaway,"Sebastian Yatra",8321668,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ
71,"Pop Out (feat. Lil Tjay)","Polo G",8291641,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
72,HP,Maluma,8109121,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3
73,EARFQUAKE,"Tyler, The Creator",7964003,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
74,Easier,"5 Seconds of Summer",7940335,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ
75,"thank u, next","Ariana Grande",7935200,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
76,"I Think I'm OKAY (with YUNGBLUD & Travis Barker)","Machine Gun Kelly",7930464,https://open.spotify.com/track/2gTdDMpNxIRFSiu7HutMCg
77,"Boy With Luv (feat. Halsey)",BTS,7860354,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
78,"The Git Up","Blanco Brown",7852697,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm
79,"MIDDLE CHILD","J. Cole",7754745,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
80,Cuaderno,Dalex,7672207,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
81,"Under The Sun (with J. Cole & Lute feat. DaBaby)",Dreamville,7594957,https://open.spotify.com/track/6MF4tRr5lU8qok8IKaFOBE
82,Ritual,Tiësto,7478707,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa
83,"Bohemian Rhapsody - Remastered 2011",Queen,7475991,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
