,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,501,"Bilal Wahib",1798151,https://open.spotify.com/track/0Fl4PBfIwC5G1IQAF1luUm
2,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",1781114,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
3,"Blijven Slapen",Snelle,1731219,https://open.spotify.com/track/7BRKEcW05hOZMJ3bKOOzQl
4,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,1529958,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
5,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1412511,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
6,Goud,"Suzan & Freek",1321311,https://open.spotify.com/track/3aViSiRTiK1e5OqJtUk3MS
7,"Hold On","Justin Bieber",1212479,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
8,"Als Ik Je Weer Zie","Thomas Acda",1056813,https://open.spotify.com/track/3yraHvsUkmnJjGhOrx1CSg
9,"Astronaut In The Ocean","Masked Wolf",1055860,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
10,"drivers license","Olivia Rodrigo",1048759,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
11,"The Business",Tiësto,1016076,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
12,"WITHOUT YOU","The Kid LAROI",1004158,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
13,"Your Love (9PM)",ATB,892196,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
14,Anyone,"Justin Bieber",869512,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
15,"Nu Wij Niet Meer Praten","Jaap Reesema",842766,https://open.spotify.com/track/13UfB1tm7QYrhtW8FhPYmW
16,"All We Got (feat. KIDDO)","Robin Schulz",839651,https://open.spotify.com/track/1iAyJBksvAI6DQEnzv8l1E
17,"Cover Me In Sunshine",P!nk,805729,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
18,"Love Not War (The Tampa Beat)","Jason Derulo",797179,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
19,"Paradise (feat. Dermot Kennedy)",MEDUZA,755362,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
20,"NIKE TECH",Ashafar,747086,https://open.spotify.com/track/7kqftRMUoBeeyb4ZkAKPiA
21,"Floating Through Space",Sia,742545,https://open.spotify.com/track/0XwSUpdrF7nR7hVxbDs7mb
22,"Leave The Door Open","Bruno Mars",735462,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
23,"Ven Ven","Rolf Sanchez",707090,https://open.spotify.com/track/3upYG0cy9J2QhyV4GgV37x
24,"Geen Hype",JoeyAK,687462,https://open.spotify.com/track/1CwhKXOiL4vyUcNYqo3dVF
25,BED,"Joel Corry",676750,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
26,"We're Good","Dua Lipa",658385,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
27,"MONTERO (Call Me By Your Name)","Lil Nas X",632825,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb
28,"Head & Heart (feat. MNEK)","Joel Corry",609273,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
29,"In De Schuur",Snelle,584699,https://open.spotify.com/track/4d2NiGtCaVrMihMfarLE8o
30,"Een Moment","Marco Borsato",570260,https://open.spotify.com/track/2EgnCPvbhL5suzKQIUoULA
31,"Save Your Tears","The Weeknd",537428,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
32,"My Head & My Heart","Ava Max",525175,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
33,"GIRL LIKE ME","Black Eyed Peas",521725,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
34,Hypnotized,"Purple Disco Machine",513534,https://open.spotify.com/track/0vWUhCPxpJOJR5urYbZypB
35,"Get Out My Head","Shane Codd",511322,https://open.spotify.com/track/055Mme9ReKK99jRFA5UJ55
36,"As I Am (feat. Khalid)","Justin Bieber",491241,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
37,Maandag,Frenna,490793,https://open.spotify.com/track/7ytBShb0bkPe6HcJtMgzQx
38,MANSORY,Lijpe,476462,https://open.spotify.com/track/1pnjvEwTPRCc3luh7K6nXC
39,"Holy (feat. Chance The Rapper)","Justin Bieber",475801,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
40,Goosebumps,HVME,475574,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
41,"Roller Coaster","Danny Vera",472712,https://open.spotify.com/track/1z2HAz6JcwfGHKMSgKEA3D
42,"Pressure (feat. Tove Lo)","Martin Garrix",469746,https://open.spotify.com/track/4ga4WvRNhMsIL38pkBbnIN
43,"10 Keer","Jonna Fraser",465162,https://open.spotify.com/track/0w0ZsbRUjoAONcoO85rPHt
44,Afterglow,"Ed Sheeran",457279,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
45,"Dragon Roll",Frenna,456146,https://open.spotify.com/track/4TZviWQs1JqGS03Mja0bNB
46,"De Overkant","Suzan & Freek",455071,https://open.spotify.com/track/4afGO0WTInDhK2C3dolz8z
47,"Follow You","Imagine Dragons",450959,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
48,"Lonely (with benny blanco)","Justin Bieber",449706,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
