,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Mood (feat. iann dior)",24kGoldn,1637451,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
2,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1421080,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
3,"Head & Heart (feat. MNEK)","Joel Corry",1285202,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
4,"Holy (feat. Chance The Rapper)","Justin Bieber",1244608,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
5,"Jerusalema (feat. Nomcebo Zikode)","Master KG",1173119,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
6,"Más Más Más","Rolf Sanchez",1107145,https://open.spotify.com/track/32Q0JiYuVr2mcxfRIPyEBS
7,"De Overkant","Suzan & Freek",1072505,https://open.spotify.com/track/4afGO0WTInDhK2C3dolz8z
8,"Als Ik Je Niet Zie",Kevin,1048036,https://open.spotify.com/track/2hMdCCMj0G4hkiyLkSnkf8
9,"Door De Wind","Miss Montreal",1022763,https://open.spotify.com/track/6OstEPUAIsryuOcK6fBnnn
10,"you broke me first","Tate McRae",968923,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
11,"In De Schuur",Snelle,967387,https://open.spotify.com/track/0NuAnAqjZjuGtcWXJOxUyl
12,"What You Know Bout Love","Pop Smoke",958857,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
13,"Far Away From Home (feat. Leony)","Sam Feldt",884957,https://open.spotify.com/track/0Y9qJSwdV2LvPnFmAbNIc8
14,"Someone To You",BANNERS,842912,https://open.spotify.com/track/2f0pn9DkEJwAzXApnFh5cr
15,"The Business",Tiësto,836663,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
16,"Lonely (with benny blanco)","Justin Bieber",835738,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
17,"Take You Dancing","Jason Derulo",823203,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
18,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",796767,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
19,"Kings & Queens","Ava Max",752322,https://open.spotify.com/track/1InCpEliLCkWHOBdXW7XSx
20,Dynamite,BTS,747334,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
21,Wonder,"Shawn Mendes",724254,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
22,"Vakantie (with Jonna Fraser)",Dopebwoy,712123,https://open.spotify.com/track/2sE0IOF0pCl7hd4pi5QpgI
23,Papa,"Suzan & Freek",685511,https://open.spotify.com/track/5GcBiN1TW0wwznNiJtLf7i
24,"Dolla Dolla Bill",Josylvio,676618,https://open.spotify.com/track/3GFoDacN5fI2FplYzqmr4R
25,"Tout Est Bon",Boef,666997,https://open.spotify.com/track/1tA3foex0E78CzVzNkDhdf
26,"Ik Kom Je Halen",Kevin,659301,https://open.spotify.com/track/5JV3hs61V6ksvDh3p1BQPU
27,"Watermelon Sugar","Harry Styles",658897,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
28,"De Echte Vent",Racoon,653347,https://open.spotify.com/track/01MCHGtGZHtYVeVUNqgMbC
29,"Midnight Sky","Miley Cyrus",647151,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
30,"Savage Love (Laxed - Siren Beat)","Jawsh 685",645798,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
31,Marbella,Dopebwoy,605324,https://open.spotify.com/track/19tVlvPolKo1ckk1uBSjAV
32,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",604672,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
33,"Put Your Records On","Ritt Momney",597671,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
34,"Tick Tock (feat. 24kGoldn)","Clean Bandit",588903,https://open.spotify.com/track/27u7t9d7ZQoyjsCROHuZJ3
35,"Mij Niet Eens Gezien","Kris Kross Amsterdam",580415,https://open.spotify.com/track/39X7P5VjmG0zk8efBJL2HD
36,"WAP (feat. Megan Thee Stallion)","Cardi B",550809,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
37,"Roller Coaster","Danny Vera",545153,https://open.spotify.com/track/1z2HAz6JcwfGHKMSgKEA3D
38,"Champagne Papi (feat. SRNO)",Dopebwoy,535668,https://open.spotify.com/track/4mb37TzSm999Q4y0izsBU5
