,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Miljonair (feat. SBMG, Lil' Kleine, Boef & Ronnie Flex)",$hirak,1638684,https://open.spotify.com/track/77wz2VtAwxAwYOGTJrZBKT
2,Djadja,"Aya Nakamura",1587248,https://open.spotify.com/track/3XfnssSD9HMQ9LhVOJvXTE
3,"In My Feelings",Drake,1407832,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
4,Drama,Bizzey,1354637,https://open.spotify.com/track/7iQKG3ZjRF4EEhUulo514R
5,"Hoe Je Bent",Broederliefde,1139321,https://open.spotify.com/track/2a01mRS1QctP7EvmMFoPee
6,LIT,SBMG,1029024,https://open.spotify.com/track/76OfzNtY3nG5hCnh5COSjt
7,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",1018784,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
8,"Jackie Chan",Tiësto,1015812,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
9,Rise,"Jonas Blue",971502,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
10,Maria,Bizzey,965321,https://open.spotify.com/track/6F3KVKjrgcxsSsZyUNuRAA
11,"wine slow - remix",Idaly,961768,https://open.spotify.com/track/4sfdFMNDcc0Aw9DuwEksAn
12,"One Kiss (with Dua Lipa)","Calvin Harris",927286,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
13,Youngblood,"5 Seconds of Summer",905414,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
14,"Liefde In De Lucht","Kraantje Pappie",896375,https://open.spotify.com/track/3xbLeZAtP6yVnsgP3EGlie
15,"Meli Meli (feat. Ronnie Flex)","Ali B",822898,https://open.spotify.com/track/2gRJDJb8aAjAOzSrv1EPMe
16,"No Brainer","DJ Khaled",798229,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
17,"Solo (feat. Demi Lovato)","Clean Bandit",781822,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
18,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,741992,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
19,"Ocean (feat. Khalid)","Martin Garrix",717582,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
20,"Body (feat. brando)","Loud Luxury",714253,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
21,"Girls Like You (feat. Cardi B)","Maroon 5",689626,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
22,Shotgun,"George Ezra",673489,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
23,"Pray For Job (feat. Young Ellens, Sevn Alias & MocroManiac)","Jonna Fraser",660387,https://open.spotify.com/track/2PEYEFRPnGzPTdtQxUXf9P
24,"Omarm Me","Ronnie Flex",649296,https://open.spotify.com/track/1lWBPQBghFHdpLbE6UnNc6
25,SAD!,XXXTENTACION,640752,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
26,"La Cintura","Alvaro Soler",631786,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
27,Flames,"David Guetta",627446,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
28,Dura,"Daddy Yankee",616181,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH
29,Nightvision,Broederliefde,605136,https://open.spotify.com/track/4cHAdwWmhk4muLMNUAKAqg
30,Therapy,"Armin van Buuren",604750,https://open.spotify.com/track/7yN5w9qB7Km1Fqx96ZnG5W
31,"Taste (feat. Offset)",Tyga,604073,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
32,"Hey Meisje",Esko,576844,https://open.spotify.com/track/1c7Kh2uMMxG7k4QqNjjg95
33,"Lucid Dreams","Juice WRLD",565267,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
34,"J'ai Déconné",Latifah,562908,https://open.spotify.com/track/51PcB5453BMTM18V0hru79
35,Tizora,Broederliefde,561155,https://open.spotify.com/track/6nIFwK2LmLoekOxBJ0SL9R
36,BUK,ValsBezig,554767,https://open.spotify.com/track/0RyBrDPSh7alcvWdRApQd6
37,STARGAZING,"Travis Scott",550126,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
38,"SICKO MODE","Travis Scott",544027,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
39,"Born To Be Yours",Kygo,541470,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
40,"Eastside (with Halsey & Khalid)","benny blanco",534291,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
41,"Leave a Light On","Tom Walker",531972,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
42,"God is a woman","Ariana Grande",526417,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
43,"Better Now","Post Malone",519223,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
44,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",517146,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
45,2002,Anne-Marie,506486,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
46,"I Like It","Cardi B",475854,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
47,"Happy Now",Zedd,470401,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
48,"Pull Up",Dyna,460995,https://open.spotify.com/track/40Jfl936Y8gYHU0klKu3SN
49,"no tears left to cry","Ariana Grande",449106,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
50,"Don’t Matter To Me (with Michael Jackson)",Drake,442390,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
51,"In My Mind",Dynoro,438147,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
52,"Geen Limiet",Frenna,430182,https://open.spotify.com/track/2gLxCTT5bbo2EkTNeTAsBe
53,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,424525,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
54,Seeka,"Sevn Alias",400245,https://open.spotify.com/track/1HfRfz2xK8HWephd7mCW1V
55,"Lil Craney","Kraantje Pappie",397067,https://open.spotify.com/track/6mhojtIauujcoXxlGsihh1
56,Nevermind,"Dennis Lloyd",394799,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
57,"I Could Be Wrong","Lucas & Steve",391851,https://open.spotify.com/track/7BF5rE2EVDmWNXc0uoP8Bz
