,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"All I Want for Christmas Is You","Mariah Carey",1450763,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2,"Last Christmas",Wham!,1277620,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
3,"The Business",Tiësto,1196566,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
4,"Mood (feat. iann dior)",24kGoldn,1107216,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
5,"Santa Tell Me","Ariana Grande",1103725,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
6,"Head & Heart (feat. MNEK)","Joel Corry",1008000,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
7,"It's Beginning to Look a Lot like Christmas","Michael Bublé",942718,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
8,"Lonely (with benny blanco)","Justin Bieber",938558,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
9,"It's the Most Wonderful Time of the Year","Andy Williams",909116,https://open.spotify.com/track/1IcR6RlgvDczfvoWJSSY2A
10,positions,"Ariana Grande",880164,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
11,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",874479,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
12,"Driving Home for Christmas - 2019 Remaster","Chris Rea",867628,https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R
13,"Underneath the Tree","Kelly Clarkson",850864,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
14,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",838326,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
15,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,819496,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
16,"Quarantaine Sessie #2",Boef,804809,https://open.spotify.com/track/3I0d2GHc2cysgFNbzzdMPQ
