,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Wieder Lila,Samra,9121108,https://open.spotify.com/track/2kkcJ8tSDV42LdWcPjy6We
2,Vermissen (feat. Henning May),Juju,5940265,https://open.spotify.com/track/1SSzM044DUbVpYNNHWIhYJ
3,Nautilus,Shindy,4677452,https://open.spotify.com/track/7IkZpSOJKGXCGhqAvHs7FG
4,Letzte Träne,Kontra K,4612859,https://open.spotify.com/track/64A5aseVdsvdNOjobGQclN
5,Gib Gas,Ufo361,4157246,https://open.spotify.com/track/7MqL7uh6zGd8x0B9srz3r0
6,I Don't Care (with Justin Bieber),Ed Sheeran,3681045,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
7,Fliegst Du mit,Shirin David,3449386,https://open.spotify.com/track/7d5OMedGbW3CZwFfiNMGeI
8,bad guy,Billie Eilish,2821438,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
9,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,2735021,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
10,cOcO MAmA,Dardan,2248919,https://open.spotify.com/track/0oOPa0AlLnjCO6eci0HIdH
11,Rolex,Capital Bra,2235939,https://open.spotify.com/track/38lQ7lYhN3eSWepnZHaiBF
12,Mary,Bausa,2198601,https://open.spotify.com/track/6BZhkqUtaFJm57Hm5TTQSH
13,Ghetto,Samra,2195742,https://open.spotify.com/track/5h10tw9LYCWPFgqJttM2U0
14,Barrio,Olexesh,2145309,https://open.spotify.com/track/3mbGX2yy83BtCiPO59mE5r
15,Perdono,LX,2073928,https://open.spotify.com/track/6vqwNBT87x37nNvfmuNTaJ
16,SOS,Avicii,2058965,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
17,Cherry Lady,Capital Bra,2017356,https://open.spotify.com/track/4j5WelE5mkf9A2jmts729h
18,Old Town Road,Lil Nas X,1984624,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
19,sOrrY,Dardan,1841857,https://open.spotify.com/track/3NhRXvQITM1OFwSpsMOYxx
20,Wie im Traum,Ardian Bujupi,1773295,https://open.spotify.com/track/3ld409h4DdrdPJzEdeU1WS
21,DEUTSCHLAND,Rammstein,1692942,https://open.spotify.com/track/2bPGTMB5sFfFYQ2YvSmup0
22,ZEIG DICH,Rammstein,1685450,https://open.spotify.com/track/3d3k8g4GTVx9EFIFlOZOEX
23,Blei (feat. Veysel),Kontra K,1668491,https://open.spotify.com/track/5kLUig6aFQQzY1n2TKzzYD
24,AUSLÄNDER,Rammstein,1655435,https://open.spotify.com/track/7j43FohbLVulScL7S9sQZk
25,Con Calma,Daddy Yankee,1645700,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
26,Don't Call Me Up,Mabel,1619664,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
27,Ohne Sinn,Sero El Mero,1614138,https://open.spotify.com/track/7KO3iofeNz34vOQgSnKuU1
