,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,What's Luv,Shindy,3682320,https://open.spotify.com/track/3UE1ojFN1y0GybCNSyKGdK
2,Toosie Slide,Drake,3557633,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
3,Blinding Lights,The Weeknd,3429364,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
4,Du bist mein,Zuna,3397839,https://open.spotify.com/track/719aY5gAzJbx2PHjyalZQu
5,Roses - Imanbek Remix,SAINt JHN,3214307,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
6,Breaking Me,Topic,2556697,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
7,H <3 T E L,Dardan,2522631,https://open.spotify.com/track/4n0Ke1KJsPHvd7xRoU29E2
8,Allein sein,Ufo361,2507898,https://open.spotify.com/track/2TrhpvxwuF6hrboTdRXwnS
9,Dance Monkey,Tones And I,2191464,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
10,Angels Sippen,Symba,2169523,https://open.spotify.com/track/0gThlZWwZWkDqRKGOz2CN1
11,Roller,Apache 207,2029022,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
12,Salt,Ava Max,2026778,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
13,In Your Eyes (feat. Alida),Robin Schulz,2006838,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
14,Puste sie weg,Kontra K,1963996,https://open.spotify.com/track/14P8s5aiDr32gcQ5ESaYBO
15,death bed (coffee for your head),Powfu,1961115,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
16,The Box,Roddy Ricch,1874458,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
17,LOCO (feat. 18 Karat & AK Ausserkontrolle),Farid Bang,1810967,https://open.spotify.com/track/3eZW9A7HaDmkyFyUlqIUM5
18,Ich würd' lügen,KAYEF,1801614,https://open.spotify.com/track/4K9BEykCbkN1y0by5VAruR
19,Trippin’,Luciano,1685604,https://open.spotify.com/track/1KKooKZBpTAPVFjGvStjsa
