,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Hobby Hobby,MERO,7774110,https://open.spotify.com/track/260R90ctQ1SiPax90PuEsT
2,DODI,Shindy,3942856,https://open.spotify.com/track/63THFs9ovzO3WQsz4lzh0H
3,Benzema,Capital Bra,3592118,https://open.spotify.com/track/7KPGeiXWDsGEvFK62wzU8E
4,Wenn die Sonne untergeht,Azet,3366951,https://open.spotify.com/track/23N0z3XkwS2ErcNKsgCWAb
5,Warnung,Kontra K,3063451,https://open.spotify.com/track/3OgD9c7c6GhEWUK660Ezbr
6,7 rings,Ariana Grande,2921478,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF
7,JAJA,Fero47,2921165,https://open.spotify.com/track/5z3vuYzS9UF6rD6TmBEdUf
8,Sweet but Psycho,Ava Max,2793523,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
9,Baller los,MERO,2582320,https://open.spotify.com/track/1IPRghUN3LFPNbCTsfBJx9
10,#niemalsantäuschen,Farid Bang,2337977,https://open.spotify.com/track/4mI0sGmXHviRF9QbY4bfq7
11,HaifischNikez Allstars,LX,2292040,https://open.spotify.com/track/0kLA41xkWzzYzMIEGFuDkP
12,Tausend Tattoos,Sido,1936998,https://open.spotify.com/track/2PAYSgrVOBz8RJqp9B7QLu
13,High Hopes,Panic! At The Disco,1936201,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
14,Without Me,Halsey,1868884,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
15,Lelele,Azet,1790073,https://open.spotify.com/track/31Zs71Yb7YoPlFx2p1uKRX
16,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,1765548,https://open.spotify.com/track/4Nip6oiJU24LqcUEi7u19S
17,Wow.,Post Malone,1650375,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
18,Shem Shem & Sex,Nimo,1630472,https://open.spotify.com/track/6ujq8IjOGkbJrp09qarW1E
19,500 PS,Bonez MC,1542901,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
20,Speechless (feat. Erika Sirola),Robin Schulz,1528587,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
21,Be Alright,Dean Lewis,1417160,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
22,Zoey,Nimo,1373606,https://open.spotify.com/track/0dGSOCj6hdV5Nr0V8FjONc
23,Cataleya,Samra,1325238,https://open.spotify.com/track/3MrTi2XjvQCZm8V1P1ryuR
