,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,In My Mind,Dynoro,3660845,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
2,Für Euch alle (feat. Samra & Capital Bra),Bushido,3564648,https://open.spotify.com/track/78CLZUWhsxIDwObCKOh1fh
3,In My Feelings,Drake,3034260,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
4,Bella ciao - HUGEL Remix,El Profesor,2791911,https://open.spotify.com/track/1MFSD0AkPk8Yq7TDEhrHcb
5,Solo (feat. Demi Lovato),Clean Bandit,2768105,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
6,Casanova,Summer Cem,2760475,https://open.spotify.com/track/35lIK2q78MSgv3Abb4qAjk
7,Ballin,Luciano,2555896,https://open.spotify.com/track/1ZxBGZ7pxkh0VwFRp6biXk
8,Rise,Jonas Blue,2409617,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
9,Habibo,Veysel,2293201,https://open.spotify.com/track/194IS9NnPN3clG6v3BakTR
10,Nevermind,Dennis Lloyd,2276547,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
11,Taste (feat. Offset),Tyga,2186824,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
12,Body,Loud Luxury,2181322,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
13,Paradies,Ufo361,2046684,https://open.spotify.com/track/1H2dpkHrEBDkSOcgmwiHD8
14,One Night Stand,Capital Bra,1953018,https://open.spotify.com/track/3AXtDUSO78KrGa9Rq8rWUS
15,One Kiss (with Dua Lipa),Calvin Harris,1896408,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
16,Neymar,Capital Bra,1857883,https://open.spotify.com/track/7ecGSqT8Ulbzhs5QwgWGVN
17,Better Now,Post Malone,1855502,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
18,Girls Like You (feat. Cardi B),Maroon 5,1815855,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
19,Sonnenbrille,Loredana,1795544,https://open.spotify.com/track/14kafeLy8vQRvGhA9nQnC8
20,Toto (feat. RAF Camora),Noizy,1732073,https://open.spotify.com/track/1fyvQWmRbW81M0xXKI1Rrk
21,Santorini (feat. Veysel),Summer Cem,1694109,https://open.spotify.com/track/06omSpahBsBYZxnzieTMI0
22,Berlin lebt,Capital Bra,1663032,https://open.spotify.com/track/1zl1smQ584EZKCfLVeYWNq
23,Je ne parle pas français - Beatgees Remix,Namika,1619100,https://open.spotify.com/track/0LH2h4pwiX1iY3KDuONOb6
24,KMN Member,KMN Gang,1550798,https://open.spotify.com/track/3Cw0IAdjDgjyD4AEY4o2ZW
