,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Blinding Lights","The Weeknd",45847200,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
2,"Toosie Slide",Drake,45292273,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
3,"Roses - Imanbek Remix","SAINt JHN",35360782,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
4,"Don't Start Now","Dua Lipa",33990470,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
5,"The Box","Roddy Ricch",30733614,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
6,"death bed (coffee for your head)",Powfu,29768334,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
7,"Dance Monkey","Tones And I",29244907,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
8,"Blueberry Faygo","Lil Mosey",25502966,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
9,"Say So","Doja Cat",23883417,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
10,"Intentions (feat. Quavo)","Justin Bieber",21653442,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
11,"Break My Heart","Dua Lipa",21185887,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
12,Falling,"Trevor Daniel",21126685,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
13,"Sunday Best",Surfaces,19466264,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
14,Safaera,"Bad Bunny",19310891,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
15,Supalonely,BENEE,18931629,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
16,Physical,"Dua Lipa",18252980,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
17,"In Your Eyes","The Weeknd",17822647,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
18,"Yo Perreo Sola","Bad Bunny",17807967,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
19,ROXANNE,"Arizona Zervas",17519646,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
20,Tusa,"KAROL G",16816703,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
21,"Someone You Loved","Lewis Capaldi",16783691,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
22,Savage,"Megan Thee Stallion",16579250,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
23,Circles,"Post Malone",15792978,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
24,"Boss Bitch","Doja Cat",14984982,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
25,Rojo,"J Balvin",14527941,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
26,"Adore You","Harry Styles",14282796,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
27,Memories,"Maroon 5",13783535,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
28,"BELIEVE IT",PARTYNEXTDOOR,13640238,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
29,"Life Is Good (feat. Drake)",Future,13260744,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
30,"WHATS POPPIN","Jack Harlow",13174460,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
31,"Godzilla (feat. Juice WRLD)",Eminem,12964861,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
32,"FIND MY WAY",DaBaby,12955213,https://open.spotify.com/track/1lGHa2pwYzxQHFBUynhLtO
33,"bad guy","Billie Eilish",12781658,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
34,"everything i wanted","Billie Eilish",12200048,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
35,"La Difícil","Bad Bunny",12183541,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
36,"Before You Go","Lewis Capaldi",12169219,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
37,Señorita,"Shawn Mendes",11481577,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
38,"Si Veo a Tu Mamá","Bad Bunny",11321871,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
39,Ignorantes,"Bad Bunny",11272238,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
40,Skechers,DripReport,11186423,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
41,"After Hours","The Weeknd",11174275,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
42,"Turks (feat. Travis Scott)",NAV,11042300,https://open.spotify.com/track/0lSZh5W0wDeurkGzLYY6hf
43,Yummy,"Justin Bieber",10573234,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
44,Amarillo,"J Balvin",10463568,https://open.spotify.com/track/6zEgnpM0qYmHLDnh8WPejL
45,Tattoo,"Rauw Alejandro",10234460,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
46,"Like It Is",Kygo,10057465,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
47,"If the World Was Ending - feat. Julia Michaels","JP Saxe",9930473,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
48,"Ride It",Regard,9743216,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
49,"Sigues Con El","Dímelo Flow",9680606,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
50,"High Fashion (feat. Mustard)","Roddy Ricch",9516601,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
51,"lovely (with Khalid)","Billie Eilish",9489732,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
52,Morado,"J Balvin",9322947,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
53,"Lose Control",MEDUZA,9224480,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
54,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",9022572,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
55,"You should be sad",Halsey,8952479,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
56,"RITMO (Bad Boys For Life)","Black Eyed Peas",8703803,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
57,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",8515185,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
58,"hot girl bummer",blackbear,8504263,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
59,Vete,"Bad Bunny",8322420,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
60,"My Oh My (feat. DaBaby)","Camila Cabello",8284229,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
61,"CITY OF ANGELS",24kGoldn,8259795,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
62,"Breaking Me",Topic,8140087,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
63,Diosa,"Myke Towers",8132355,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
64,"I Don't Care (with Justin Bieber)","Ed Sheeran",8040187,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
65,"La Santa","Bad Bunny",8018671,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
66,"Moral of the Story",Ashe,7965623,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
67,Heartless,"The Weeknd",7944074,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
68,"ily (i love you baby) (feat. Emilee)","Surf Mesa",7854481,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
69,"Lucid Dreams","Juice WRLD",7771310,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
70,"10,000 Hours (with Justin Bieber)","Dan + Shay",7696964,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
71,"Like That (feat. Gucci Mane)","Doja Cat",7546129,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
72,P2,"Lil Uzi Vert",7296026,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
73,Salt,"Ava Max",7293034,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
74,"when the party's over","Billie Eilish",7258985,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
75,"Beautiful People (feat. Khalid)","Ed Sheeran",7234159,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
76,"Stupid Love","Lady Gaga",7220911,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
77,"Know Your Worth",Khalid,7204420,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
78,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",7176697,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
79,"Hola - Remix",Dalex,7091079,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
80,"I'll Wait",Kygo,7059184,https://open.spotify.com/track/6Q3K9gVUZRMZqZKrXovbM2
81,Shallow,"Lady Gaga",6917202,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
82,"HIGHEST IN THE ROOM","Travis Scott",6915065,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
83,"Ballin' (with Roddy Ricch)",Mustard,6865277,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
84,"In Your Eyes (feat. Alida)","Robin Schulz",6742262,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
85,"No Time To Die","Billie Eilish",6672361,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
86,"That Way - Bonus Track","Lil Uzi Vert",6558724,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
87,Lalala,Y2K,6540048,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
88,"Forever (feat. Post Malone & Clever)","Justin Bieber",6517807,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
89,"What A Man Gotta Do","Jonas Brothers",6476057,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
90,"What If I Told You That I Love You","Ali Gatie",6463175,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
91,"It's You","Ali Gatie",6391910,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
92,"Save Your Tears","The Weeknd",6323405,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
93,Believer,"Imagine Dragons",6289563,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
94,Falling,"Harry Styles",6282262,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
95,"rockstar (feat. 21 Savage)","Post Malone",6224777,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
96,"7 rings","Ariana Grande",6194150,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
97,Myron,"Lil Uzi Vert",6184424,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
98,"Lose You To Love Me","Selena Gomez",6160820,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
99,Selfish,"Madison Beer",6150623,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
100,"Watermelon Sugar","Harry Styles",6138046,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
101,Keii,"Anuel AA",6044843,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
102,"Get You The Moon (feat. Snøw)",Kina,6019034,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
103,BOP,DaBaby,5984308,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
104,Happier,Marshmello,5962384,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
105,Ransom,"Lil Tecca",5957286,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
106,"Never Seen the Rain","Tones And I",5940853,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
107,China,"Anuel AA",5921520,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
108,"Jocelyn Flores",XXXTENTACION,5909439,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
109,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",5902385,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
110,SAD!,XXXTENTACION,5892177,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
111,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",5858708,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
112,"OUT WEST (feat. Young Thug)",JACKBOYS,5824932,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
113,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",5795503,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
114,Suicidal,"YNW Melly",5790542,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
115,"Goodbyes (Feat. Young Thug)","Post Malone",5761296,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
116,"Bohemian Rhapsody - Remastered 2011",Queen,5721494,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
117,Favorito,Camilo,5629982,https://open.spotify.com/track/0Snbzbd74RLfL0i4nn1vU5
118,Bruises,"Lewis Capaldi",5627787,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
119,"Without Me",Halsey,5621672,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
120,"Old Town Road - Remix","Lil Nas X",5600775,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
121,"Me Gusta",Shakira,5588546,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
122,"LA CANCIÓN","J Balvin",5558494,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
123,Azul,"J Balvin",5546817,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
124,"Shape of You","Ed Sheeran",5546764,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
125,Maniac,"Conan Gray",5530134,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
126,Muévelo,"Nicky Jam",5525562,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
127,"I Love Me","Demi Lovato",5449099,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA
128,Follow,"KAROL G",5447151,https://open.spotify.com/track/2w1rq80FIrbxeJy9WYURxw
129,"Say You Won't Let Go","James Arthur",5413402,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
130,"Make You Mine",PUBLIC,5401769,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
131,"Can We Kiss Forever?",Kina,5385627,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
132,"Money In The Grave (Drake ft. Rick Ross)",Drake,5308830,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
133,Fantasias,"Rauw Alejandro",5305441,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
