,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Blinding Lights","The Weeknd",34399758,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
2,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,34326806,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
3,"Roses - Imanbek Remix","SAINt JHN",29288439,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
4,"Rain On Me (with Ariana Grande)","Lady Gaga",25232029,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
5,"death bed (coffee for your head)",Powfu,23974073,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
6,"Toosie Slide",Drake,23866968,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
7,"Watermelon Sugar","Harry Styles",20988333,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
8,"Don't Start Now","Dua Lipa",20385467,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
9,"Party Girl",StaySolidRocky,20354126,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
10,"ily (i love you baby) (feat. Emilee)","Surf Mesa",19430546,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
11,"Dance Monkey","Tones And I",19415294,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
12,"Break My Heart","Dua Lipa",19059363,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
13,"Blueberry Faygo","Lil Mosey",18310346,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
14,"THE SCOTTS","THE SCOTTS",17857702,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
15,Supalonely,BENEE,16927155,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
16,"Stuck with U (with Justin Bieber)","Ariana Grande",16691989,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
17,GOOBA,6ix9ine,16623456,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
18,"The Box","Roddy Ricch",16586812,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
19,"Breaking Me",Topic,16283616,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
