,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,5911999,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,Shotgun,"George Ezra",3933993,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
3,Rise,"Jonas Blue",3043307,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
4,"Jackie Chan",Tiësto,2892791,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
5,"Don’t Matter To Me (with Michael Jackson)",Drake,2761631,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
6,"One Kiss (with Dua Lipa)","Calvin Harris",2740640,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
7,"Solo (feat. Demi Lovato)","Clean Bandit",2717006,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
8,Youngblood,"5 Seconds of Summer",2508438,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
9,"Better Now","Post Malone",2461075,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
10,"If You're Over Me","Years & Years",2422045,https://open.spotify.com/track/1oc3jna2ablnfIKLYbKujl
11,2002,Anne-Marie,2341644,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
12,"Nice For What",Drake,2301293,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
13,"Lucid Dreams","Juice WRLD",2262930,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
14,"I Like It","Cardi B",2233731,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
15,"God is a woman","Ariana Grande",2206566,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
16,"Girls Like You (feat. Cardi B)","Maroon 5",2052492,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
17,"Taste (feat. Offset)",Tyga,2009600,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
18,SAD!,XXXTENTACION,1855329,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
19,"I'll Be There","Jess Glynne",1722264,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
20,Nonstop,Drake,1593478,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
21,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",1590560,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
22,"no tears left to cry","Ariana Grande",1545079,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
23,"Butterflies (feat. Not3s)","AJ Tracey",1526944,https://open.spotify.com/track/6DMXPshekQJR7uOMj0103y
24,"God's Plan",Drake,1472387,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
25,"Ring Ring (feat. Mabel & Rich The Kid)","Jax Jones",1465507,https://open.spotify.com/track/3pSfoP1xZllxEuZ6Oh6ebn
