,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,"thank u, next",0.28,0.724,0.647,0.0,0.102,-5.642,1,0.0658,106.96,4,0.435,39493862,Global,2rPE9A1vEgShuZxxzR2tZH
1,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0.157,0.842,0.801,4.82e-06,0.0642,-4.167,0,0.228,95.881,4,0.617,30680881,Global,4w8niZpiMy6qz1mntFA5uM
2,MIA (feat. Drake),0.0141,0.817,0.539,0.000496,0.099,-6.349,0,0.0621,97.062,4,0.158,23446886,Global,116H0KvKr2Zl4RPuVBruDO
3,Without Me,0.297,0.752,0.488,9.11e-06,0.0936,-7.05,1,0.0705,136.041,4,0.533,21113720,Global,5p7ujcrUXASCNwRaWNHR1C
4,Happier,0.191,0.687,0.792,0.0,0.167,-2.749,1,0.0452,100.015,4,0.671,20759276,Global,2dpaYNEQHiRxtZbfNsse99
5,SICKO MODE,0.00513,0.834,0.73,0.0,0.124,-3.714,1,0.222,155.008,4,0.446,19766083,Global,2xLMifQCjDGFmkHkpNLD9h
6,ZEZE (feat. Travis Scott & Offset),0.0515,0.861,0.637,3.35e-06,0.0967,-5.692,0,0.24,98.044,4,0.474,19710760,Global,7l3E7lcozEodtVsSTCkcaA
7,Sunflower - Spider-Man: Into the Spider-Verse,0.551,0.753,0.498,0.0,0.0706,-5.61,1,0.0504,89.95,4,0.927,19262725,Global,1A6OTy97kk0mMdm78rHsm8
8,Arms Around You (feat. Maluma & Swae Lee),0.0302,0.703,0.723,2.06e-06,0.126,-5.45,0,0.0412,104.969,4,0.288,18458056,Global,2LskIZrCeLxRvCiGP8gxlh
9,Shallow,0.371,0.572,0.385,0.0,0.231,-6.362,1,0.0308,95.799,4,0.323,18150015,Global,2VxeLyX666F8uXCJ0dZF8B
10,Mo Bamba,0.194,0.729,0.625,0.00986,0.248,-5.266,1,0.0315,146.034,4,0.261,17284192,Global,1xzBco0xcoJEDXktl7Jxrr
11,Bohemian Rhapsody - Remastered 2011,0.288,0.392,0.402,0.0,0.243,-9.961,0,0.0536,143.883,4,0.228,16825520,Global,7tFiyTwD0nx5a1eklYtX2J
12,when the party's over,0.979,0.498,0.104,7.86e-05,0.0895,-14.08,0,0.0621,124.001,3,0.205,16632772,Global,14JzyD6FlBD5z0wV5P07YI
13,Sweet but Psycho,0.0691,0.719,0.704,0.0,0.166,-4.724,1,0.0476,133.002,4,0.628,16395112,Global,25sgk305KZfyuqVBQIahim
14,Adan y Eva,0.323,0.767,0.709,0.0,0.0676,-4.47,1,0.336,171.993,4,0.72,15727413,Global,6FyRXC8tJUh863JCkyWqtk
15,All I Want for Christmas Is You,0.164,0.336,0.627,0.0,0.0708,-7.463,1,0.0384,150.273,4,0.35,14533064,Global,0bYg9bo50gSsH3LtXe2SQn
16,Better,0.0765,0.596,0.552,0.334,0.104,-10.278,0,0.097,97.949,4,0.112,14476323,Global,6zeeWid2sgw4lap2jV61PZ
17,BAD!,0.0643,0.78,0.492,0.0313,0.174,-3.4,0,0.0671,143.983,4,0.374,13659075,Global,4CH66Rxcjcj3VBHwmIBj4T
18,Drip Too Hard (Lil Baby & Gunna),0.0852,0.897,0.662,0.0,0.534,-6.903,0,0.292,112.511,4,0.389,13566508,Global,78QR3Wp35dqAhFEc2qAGjE
19,come out and play,0.693,0.64,0.321,0.0307,0.114,-14.604,1,0.0931,145.045,4,0.177,13264422,Global,7wC5eZcFS1Q1BsQ35DU6H4
20,Eastside (with Halsey & Khalid),0.555,0.56,0.68,0.0,0.116,-7.648,0,0.321,89.391,4,0.319,13218451,Global,0d2iYfpKoM0QCKvcLCkBao
21,Girls Like You (feat. Cardi B),0.568,0.851,0.541,0.0,0.13,-6.825,1,0.0505,124.959,4,0.448,13131354,Global,7fa9MBXhVfQ8P8Df9OEbD8
22,Lucid Dreams,0.349,0.511,0.566,0.0,0.34,-7.23,0,0.2,83.903,4,0.218,13063458,Global,0s3nnoMeVWz3989MkNQiRf
23,BEBE,0.172,0.635,0.902,0.0,0.125,-3.559,1,0.109,102.063,4,0.286,12810074,Global,7ATATJztoWLcqDAcVVof0C
24,In My Mind,0.176,0.694,0.77,1.1e-05,0.118,-5.335,1,0.149,125.905,4,0.163,12605051,Global,0E9ZjEAyAwOXZ7wJC0PD33
25,Be Alright,0.697,0.553,0.586,0.0,0.0813,-6.319,1,0.0362,126.684,4,0.443,12242918,Global,3EPXxR3ImUwfayaurPi3cm
26,SAD!,0.258,0.74,0.613,0.00372,0.123,-4.88,1,0.145,75.023,4,0.473,12059540,Global,3ee8Jmje8o58CHK66QrVC2
27,Promises (with Sam Smith),0.0119,0.781,0.768,4.91e-06,0.325,-5.991,1,0.0394,123.07,4,0.486,11912932,Global,5N5k9nd479b1xpDZ4usjrg
