,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,Despacito - Remix,0.229,0.694,0.815,0.0,0.0924,-4.328,1,0.12,88.931,4,0.813,52708398,Global,5CtI0qwDJkDQGwXD1H1cLb
1,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",0.0552,0.609,0.668,0.0,0.167,-4.284,1,0.0367,80.924,4,0.811,40447988,Global,3DXncPQOG4VBw3QHh3S817
2,Shape of You,0.581,0.825,0.652,0.0,0.0931,-3.183,0,0.0802,95.977,4,0.931,33218249,Global,7qiZfU4dY1lWllzX7mPBI3
3,HUMBLE.,0.000282,0.908,0.621,5.39e-05,0.0958,-6.638,0,0.102,150.011,4,0.421,29850057,Global,7KXjTSCq5nL1LoYtL7XAwS
4,Mask Off,0.0102,0.833,0.434,0.0219,0.165,-8.795,1,0.431,150.062,4,0.281,22971749,Global,3rOSwuTsUlJp0Pu0MkN8r8
5,Something Just Like This,0.0498,0.617,0.635,1.44e-05,0.164,-6.769,0,0.0317,103.019,4,0.446,22230480,Global,6RUKPb4LETWmmr3iAEQktW
6,Stay (with Alessia Cara),0.232,0.679,0.634,0.0,0.115,-5.024,0,0.0654,102.013,4,0.498,21870190,Global,0dA2Mk56wEzDgegdC6R17g
7,It Ain't Me (with Selena Gomez),0.119,0.64,0.533,0.0,0.0864,-6.596,1,0.0706,99.968,4,0.515,21511149,Global,3eR23VReFzcdmS7TYCrhCe
8,Malibu,0.0577,0.565,0.782,4.16e-05,0.0757,-6.413,1,0.0506,140.004,4,0.4,21377349,Global,2habSXqcJGExM6JJyskY7O
9,Swalla (feat. Nicki Minaj & Ty Dolla $ign),0.075,0.696,0.817,0.0,0.187,-3.862,1,0.109,98.064,4,0.782,20939978,Global,6kex4EBAj0WHXDKZMEJaaF
10,Despacito (Featuring Daddy Yankee),0.209,0.66,0.786,0.0,0.112,-4.757,1,0.17,177.833,4,0.846,20770654,Global,4aWmUDTfIPGksMNLV2rQP2
11,There's Nothing Holdin' Me Back,0.381,0.857,0.8,0.0,0.0913,-4.035,1,0.0583,121.996,4,0.966,20488751,Global,79cuOz3SPQTuFrp8WgftAu
12,That's What I Like,0.013,0.853,0.56,0.0,0.0944,-4.961,1,0.0406,134.066,4,0.86,20485100,Global,0KKkJNfGyhkQ5aFogxQAPU
13,Symphony (feat. Zara Larsson),0.259,0.707,0.629,1.6e-05,0.138,-4.581,0,0.0563,122.863,4,0.457,19802198,Global,1x5sYLZiu9r5E43kMlt9f8
14,Passionfruit,0.256,0.809,0.463,0.085,0.109,-11.377,1,0.0396,111.98,4,0.364,18557833,Global,7hDc8b7IXETo14hHIHdnhd
15,Sign of the Times,0.0275,0.516,0.595,0.0,0.109,-4.63,1,0.0313,119.972,4,0.222,18399127,Global,5Ohxk2dO5COHF1krpoPigN
16,Attention,0.0969,0.774,0.626,3.12e-05,0.0848,-4.432,0,0.0432,100.041,4,0.777,18105556,Global,4iLqG9SeJSnt0cSPICSjxv
17,XO TOUR Llif3,0.00264,0.732,0.75,0.0,0.109,-6.366,0,0.231,155.096,4,0.401,17174022,Global,2eMwDehkIC1j68U6FA3Eiq
18,Felices los 4,0.231,0.755,0.789,0.0,0.351,-4.502,1,0.146,93.973,4,0.737,17147402,Global,0qYTZCo5Bwh1nsUFGZP3zn
19,First Time,0.197,0.633,0.592,0.0,0.099,-7.245,0,0.112,90.066,4,0.679,16652059,Global,2Gl0FzuLxflY6nPifJp5Dr
20,Unforgettable,0.0293,0.726,0.769,0.0101,0.104,-5.043,1,0.123,97.985,4,0.733,16582749,Global,1F2HXIJrE2Xn81OzT2zZvW
21,DNA.,0.00454,0.638,0.523,0.0,0.0842,-6.664,1,0.357,139.913,4,0.422,15428015,Global,6HZILIRieu8S0iqY8kIKhj
22,Galway Girl,0.0735,0.624,0.876,0.0,0.327,-3.374,1,0.1,99.943,4,0.781,14563072,Global,0afhq8XCExXpqazXczTSve
23,Issues,0.368,0.683,0.427,0.0,0.0604,-6.827,1,0.0777,113.634,4,0.426,14436385,Global,1sXUWdKx03aP9Gmzft58rt
24,Slide (feat. Frank Ocean & Migos),0.498,0.736,0.795,1.21e-06,0.254,-3.299,0,0.0545,104.066,4,0.511,14424783,Global,7tr2za8SQg2CI8EDgrdtNl
25,Scared to Be Lonely,0.0895,0.584,0.54,0.0,0.261,-7.786,0,0.0576,137.972,4,0.195,14252665,Global,3ebXMykcMXOcLeJ9xZ17XH
26,Congratulations,0.215,0.63,0.804,0.0,0.253,-4.183,1,0.0363,123.146,4,0.492,13197332,Global,3a1lNhkSLSkpJE4MSHpDu9
27,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),0.0744,0.684,0.823,0.0,0.111,-3.297,0,0.0773,91.048,4,0.647,12869672,Global,7nKBxz47S9SD79N086fuhn
28,1-800-273-8255,0.569,0.62,0.574,0.0,0.19,-7.788,0,0.0479,100.023,4,0.357,12676204,Global,5tz69p7tJuGPeMGwNTxYuV
29,Me Rehúso,0.0231,0.744,0.804,0.0,0.0494,-6.327,1,0.0677,104.823,4,0.426,12630268,Global,6De0lHrwBfPfrhorm9q1Xl
30,No Promises (feat. Demi Lovato),0.0575,0.741,0.667,0.0,0.106,-5.445,1,0.134,112.956,4,0.595,12536261,Global,1louJpMmzEicAn7lzDalPW
31,Pretty Girl - Cheat Codes X CADE Remix,0.15,0.703,0.868,0.132,0.104,-4.661,0,0.0291,121.03,4,0.733,12398588,Global,1NDxZ7cFAo481dtYWdrUnR
32,Thunder,0.00683,0.6,0.81,0.21,0.155,-4.749,1,0.0479,167.88,4,0.298,12388320,Global,0tKcYR2II1VCQWT79i5NrW
33,iSpy (feat. Lil Yachty),0.378,0.746,0.653,0.0,0.229,-6.745,1,0.289,75.016,4,0.672,12162022,Global,2EEeOnHehOozLq4aS0n6SL
34,The Cure,0.0745,0.696,0.503,0.0,0.0869,-4.842,1,0.0356,99.977,4,0.559,11835794,Global,51PIvodunv6NmX5250zxAh
35,Good Life (with G-Eazy & Kehlani),0.00464,0.565,0.771,0.0,0.0568,-5.22,1,0.213,168.385,4,0.573,11622764,Global,1Eck97uRMlprKOOJN9oO1E
36,Believer,0.0524,0.779,0.787,0.0,0.14,-4.305,0,0.108,124.982,4,0.708,11192991,Global,0CcQNd8CINkwQfe1RDtGV6
37,Now Or Never,0.1,0.663,0.575,3.16e-06,0.133,-4.907,0,0.0458,110.04,4,0.458,11066416,Global,0Nhu3zSYbEz32IYiobV75e
38,Location,0.33,0.736,0.449,0.000162,0.0898,-11.462,0,0.425,80.126,4,0.326,10775877,Global,152lZdxL1OR0ZMW6KquMif
39,Paris,0.0215,0.653,0.658,1.66e-06,0.0939,-6.428,1,0.0304,99.99,4,0.219,10577111,Global,72jbDTw1piOOj770jWNeaG
40,Rockabye (feat. Sean Paul & Anne-Marie),0.406,0.72,0.763,0.0,0.18,-4.068,0,0.0523,101.965,4,0.742,10377557,Global,5knuzwU65gJK7IF5yJsuaW
41,Call On Me - Ryan Riback Extended Remix,0.0604,0.67,0.838,0.000611,0.159,-4.031,1,0.0362,104.998,4,0.717,9946329,Global,78rIJddV4X0HkNAInEcYde
42,Rollin (feat. Future & Khalid),0.446,0.753,0.76,3.13e-05,0.182,-4.518,0,0.0859,91.953,4,0.657,9812166,Global,0lMbuWUpfTWhEmOKxppEau
