,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,bad guy,0.328,0.701,0.425,0.13,0.1,-10.965,1,0.375,135.128,4,0.562,39122056,Global,2Fxmhks0bxGSBdJ92vM42m
1,ME! (feat. Brendon Urie of Panic! At The Disco),0.0291,0.614,0.839,0.0,0.112,-4.143,1,0.0702,182.123,4,0.657,37826059,Global,4Sib57MmYGJzSvkW84jTwh
2,Old Town Road (feat. Billy Ray Cyrus) - Remix,0.0533,0.878,0.619,0.0,0.113,-5.56,1,0.102,136.041,4,0.639,32167688,Global,6u7jPi22kF8CTQ3rb9DHE7
3,Old Town Road,0.0361,0.908,0.517,1.73e-06,0.0949,-6.063,1,0.129,136.019,4,0.471,25565114,Global,53CJANUxooaqGOtdsBTh7O
4,SOS,0.272,0.802,0.645,0.0,0.119,-6.181,0,0.0715,100.001,4,0.376,22664069,Global,6nDKrPlXdpomGBgAlO7UdP
5,Con Calma,0.11,0.737,0.86,1.94e-06,0.0574,-2.652,0,0.0593,93.989,4,0.656,21740408,Global,5w9c2J52mkdntKOmRLeM2m
6,Sunflower - Spider-Man: Into the Spider-Verse,0.556,0.76,0.479,0.0,0.0703,-5.574,1,0.0466,89.911,4,0.913,20306642,Global,3KkXRkHbMCARz0aVfEt68P
7,7 rings,0.592,0.778,0.317,0.0,0.0881,-10.732,0,0.334,140.048,4,0.327,20230172,Global,6ocbgoVGwYJhOv1GgI9NsF
8,Boy With Luv (feat. Halsey),0.0923,0.645,0.862,0.0,0.192,-4.757,0,0.0965,119.991,4,0.798,19583393,Global,5KawlOMHjWeUjQtnuRs22c
9,Sucker,0.0427,0.842,0.734,0.0,0.106,-5.065,0,0.0588,137.958,4,0.952,18567416,Global,4y3OI86AEP6PQoDE6olYhO
10,Talk (feat. Disclosure),0.0516,0.9,0.4,0.0,0.0599,-8.575,1,0.127,135.984,4,0.346,18291190,Global,6TqXcAFInzjp0bODyvrWEq
11,bury a friend,0.74,0.905,0.389,0.162,0.106,-14.505,1,0.332,120.046,4,0.196,16418456,Global,4SSnFejRGlZikf02HLewEF
12,Shallow,0.371,0.572,0.385,0.0,0.231,-6.362,1,0.0308,95.799,4,0.323,16170211,Global,2VxeLyX666F8uXCJ0dZF8B
13,Wow.,0.163,0.833,0.539,2.1e-06,0.101,-7.399,0,0.178,99.947,4,0.385,15650341,Global,6MWtB6iiXyIwun0YzU6DFP
14,Don't Call Me Up,0.296,0.674,0.881,3.01e-06,0.0793,-2.853,1,0.147,98.994,4,0.234,15202492,Global,5WHTFyqSii0lmT9R21abT8
15,Kill This Love,0.32,0.738,0.861,0.00175,0.325,-4.141,1,0.237,131.974,4,0.58,14094859,Global,4pUCKHjJ4Ijewc37rRrvHn
16,when the party's over,0.978,0.367,0.111,3.97e-05,0.0897,-14.084,1,0.0972,82.642,4,0.198,13954654,Global,43zdsphuZLzwA9k4DJhU0I
17,Pa Mí - Remix,0.753,0.688,0.62,5.27e-06,0.158,-8.029,0,0.22,170.018,4,0.727,13865680,Global,224EVTFiLsdQignUFLvDeH
18,HP,0.252,0.837,0.791,1.14e-06,0.188,-3.157,0,0.0773,91.98,4,0.618,13622985,Global,31UjYv5vLsDkzchJOtUMtW
19,Calma - Remix,0.323,0.826,0.773,0.0,0.143,-4.218,0,0.0524,126.899,4,0.761,13380474,Global,5iwz1NiezX7WWjnCgY5TH4
20,wish you were gay,0.39,0.853,0.351,9.38e-06,0.752,-10.198,1,0.241,118.028,4,0.282,13311555,Global,3Fj47GNK2kUF0uaEDgXLaD
21,Sweet but Psycho,0.0691,0.719,0.704,0.0,0.166,-4.724,1,0.0476,133.002,4,0.628,13219861,Global,25sgk305KZfyuqVBQIahim
22,Here With Me,0.0623,0.791,0.565,0.0,0.156,-3.933,0,0.0439,99.961,4,0.181,12921722,Global,5icOoE6VgqFKohjWWNp0Ac
23,Happier,0.191,0.687,0.792,0.0,0.167,-2.749,1,0.0452,100.015,4,0.671,12636124,Global,2dpaYNEQHiRxtZbfNsse99
24,Verte Ir,0.391,0.857,0.647,1.2e-06,0.0842,-4.152,0,0.0984,95.982,4,0.553,12408121,Global,4lzxJ4jCuFDXXGkE1LmpKR
25,Dancing With A Stranger (with Normani),0.45,0.741,0.52,1.97e-06,0.222,-7.513,1,0.0656,102.998,4,0.347,12254073,Global,6Qs4SXO9dwPj5GKvVOv8Ki
26,Swervin (feat. 6ix9ine),0.0153,0.581,0.662,0.0,0.111,-5.239,1,0.303,93.023,4,0.434,12244916,Global,1wJRveJZLSb1rjhnUHQiv6
27,Without Me,0.297,0.752,0.488,9.11e-06,0.0936,-7.05,1,0.0705,136.041,4,0.533,12053585,Global,5p7ujcrUXASCNwRaWNHR1C
28,Te Robaré,0.241,0.673,0.752,4.51e-05,0.0813,-3.572,0,0.0561,175.997,4,0.797,11739175,Global,6v0lAdFF4haL8xjBIUjtOw
29,i'm so tired...,0.176,0.599,0.733,0.0,0.242,-7.058,1,0.203,102.211,4,0.534,11663589,Global,7COXchtUOMd6uIT6HvmRaI
30,Con Altura,0.39,0.882,0.689,0.00325,0.0501,-4.027,1,0.124,97.963,4,0.746,11590692,Global,2qG5sZ7Si6sdK74qLxedYM
31,MIDDLE CHILD,0.149,0.837,0.364,0.0,0.271,-11.713,1,0.276,123.984,4,0.463,11531344,Global,2JvzF1RMd7lE3KmFlsyZD8
32,Tal Vez,0.266,0.849,0.655,0.0,0.0781,-2.899,1,0.106,161.966,4,0.76,11334449,Global,46lvmzK8wxAy66tjzXXSh0
33,Earth,0.639,0.694,0.664,0.0,0.0929,-4.649,1,0.05,95.941,4,0.676,11205066,Global,2S1LebN6AXXQqJolBxlWgO
34,"thank u, next",0.229,0.717,0.653,0.0,0.101,-5.634,1,0.0658,106.966,4,0.412,11198965,Global,3e9HZxeyfWwjeyPAMmWSSQ
35,lovely,0.934,0.351,0.296,0.0,0.095,-10.109,0,0.0333,115.284,4,0.12,11067827,Global,1NJcg626wLln4pGHpiV7mf
36,Secreto,0.602,0.807,0.803,0.00853,0.136,-4.156,1,0.126,91.987,4,0.706,11034407,Global,5W83ErFkO3aKAIS1WMi6u0
37,"break up with your girlfriend, i'm bored",0.0421,0.726,0.554,0.0,0.106,-5.29,0,0.0917,169.999,4,0.335,11010307,Global,4kV4N9D1iKVxx1KLvtTpjS
38,On My Way,0.0209,0.509,0.689,0.0,0.301,-4.929,0,0.102,170.087,4,0.297,10889325,Global,4n7jnSxVLd8QioibtTDBDq
39,Let Me Down Slowly,0.74,0.652,0.557,0.0,0.124,-5.714,0,0.0318,150.073,4,0.483,10815393,Global,2qxmye6gAegTMjLKEBoR3d
40,Sanguine Paradise,0.0948,0.729,0.603,0.0,0.113,-6.736,0,0.0666,134.972,4,0.207,10625080,Global,3XiNC94b4Tq1xwv70sQJGN
41,High Hopes,0.193,0.579,0.904,0.0,0.064,-2.729,1,0.0618,82.014,4,0.681,10585854,Global,1rqqCSm0Qe4I9rUvWncaom
42,So Am I,0.0737,0.682,0.656,0.0,0.353,-4.67,1,0.0435,130.089,4,0.607,10521225,Global,0uUNN1nSoUx1A4fkDCWDQ7
43,Someone You Loved,0.751,0.501,0.405,0.0,0.105,-5.679,1,0.0319,109.891,4,0.446,10206789,Global,2TIlqbIneP0ZY1O0EzYLlc
44,Going Bad (feat. Drake),0.259,0.889,0.496,0.0,0.252,-6.365,0,0.0905,86.003,4,0.544,9981529,Global,2IRZnDFmlqMuOrYOLnZZyc
45,Baila Baila Baila,0.0361,0.816,0.754,0.0,0.217,-2.75,0,0.111,99.966,4,0.533,9919229,Global,7uH27oIt4a6cIFCA8ZPcyG
46,Power is Power (feat. The Weeknd & Travis Scott),0.00413,0.507,0.644,0.0,0.217,-7.485,1,0.0641,179.913,4,0.172,9734321,Global,4cbdPT6uaBOgOQe3fLMofl
47,Murder On My Mind,0.145,0.759,0.73,3.06e-06,0.11,-7.985,0,0.0516,115.007,4,0.74,9626176,Global,7eBqSVxrzQZtK2mmgRG6lC
48,Truth Hurts,0.11,0.715,0.624,0.0,0.123,-3.046,0,0.114,158.087,4,0.412,9099342,Global,4HFpIAtiojlAuYNmITpYGn
49,you should see me in a crown,0.462,0.678,0.533,0.219,0.139,-10.485,1,0.186,150.455,4,0.323,9070614,Global,3XF5xLJHOQQRbWya6hBp7d
50,Eastside (with Halsey & Khalid),0.549,0.632,0.686,0.0,0.2,-7.665,0,0.243,89.949,4,0.329,8896715,Global,7FGq80cy8juXBCD2nrqdWU
51,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",0.381,0.591,0.705,0.000116,0.131,-6.519,0,0.079,121.799,4,0.27,8838322,Global,3y3brCCecHC3Db18aIOnny
52,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0.157,0.842,0.801,4.82e-06,0.0642,-4.167,0,0.228,95.881,4,0.617,8815176,Global,4w8niZpiMy6qz1mntFA5uM
53,Who Do You Love,0.00791,0.51,0.835,0.0,0.219,-4.673,1,0.0447,140.024,4,0.435,8761561,Global,5QiNbIilmMiMBXvaAlf7lN
54,Walk Me Home,0.0519,0.652,0.453,0.0,0.179,-6.119,1,0.0445,88.038,3,0.432,8647234,Global,6jfEZdUJ2Yla6h7gTJgKuo
55,Pure Water (with Migos),0.172,0.68,0.559,0.0,0.318,-5.545,1,0.129,202.006,4,0.137,8594070,Global,63cd4JkwGgYJrbOizbfmsp
56,Better,0.0765,0.596,0.552,0.334,0.104,-10.278,0,0.097,97.949,4,0.112,8586096,Global,6zeeWid2sgw4lap2jV61PZ
57,Bohemian Rhapsody - Remastered 2011,0.271,0.414,0.404,0.0,0.3,-9.928,0,0.0499,71.105,4,0.224,8497635,Global,4u7EnebtmKWzUH433cf5Qv
58,Better Now,0.331,0.68,0.578,0.0,0.135,-5.804,1,0.04,145.038,4,0.341,8491865,Global,7dt6x5M1jzdTEt8oCbisTK
59,Te Vi,0.0446,0.877,0.777,3.46e-05,0.0863,-4.246,1,0.117,102.02,4,0.706,8449972,Global,059bcIhyc2SBwm6sw2AZzd
60,all the good girls go to hell,0.283,0.726,0.444,0.143,0.177,-8.922,0,0.372,185.044,4,0.569,8441114,Global,6IRdLKIyS4p7XNiP8r6rsx
61,Piece Of Your Heart,0.0404,0.677,0.744,0.00016,0.074,-6.806,0,0.0295,124.08,4,0.631,8436545,Global,5p1ex0pXv6jSPJ6QbumQpD
62,Paradise,0.0828,0.844,0.644,0.0,0.113,-6.273,0,0.0479,122.061,4,0.591,8412802,Global,7njKgVl3AnLflRad38o7AG
63,Vossi Bop,0.13,0.682,0.653,0.00116,0.129,-6.062,1,0.339,188.115,4,0.428,8245515,Global,44ZJ4hLD5onikKsVLQaILr
64,MIA (feat. Drake),0.0141,0.817,0.539,0.000496,0.099,-6.349,0,0.0621,97.062,4,0.158,8233607,Global,116H0KvKr2Zl4RPuVBruDO
65,Light It Up (with Tyga & Chris Brown),0.0407,0.81,0.625,1.53e-06,0.118,-3.593,0,0.071,100.019,4,0.598,8224969,Global,4Q8aDd3H6LF8t4eY7So9O8
66,Giant (with Rag'n'Bone Man),0.016,0.807,0.887,0.000503,0.0811,-4.311,0,0.0361,122.015,4,0.606,8118611,Global,5itOtNx0WxtJmi1TQ3RuRd
67,Desconocidos,0.146,0.709,0.771,3.29e-06,0.249,-4.598,1,0.166,174.006,4,0.709,8112593,Global,0s5DNDV6LAKn2u2Ufa3VjQ
68,Be Alright,0.705,0.551,0.537,0.0,0.0802,-7.595,1,0.034,126.421,4,0.493,8070338,Global,2H4gf1wLxvYreMj1jcaN0k
69,Outta My Head (with John Mayer),0.0174,0.729,0.545,0.000274,0.369,-7.818,1,0.0316,103.012,4,0.514,8064802,Global,09oZ9eXQ2fo6YDrPzJqAoP
70,my strange addiction,0.35,0.939,0.305,0.000169,0.105,-10.952,0,0.354,100.029,4,0.563,8057061,Global,3Tc57t9l2O8FwQZtQOvPXK
71,SICKO MODE,0.00513,0.834,0.73,0.0,0.124,-3.714,1,0.222,155.008,4,0.446,7985739,Global,2xLMifQCjDGFmkHkpNLD9h
72,Contra La Pared,0.0156,0.828,0.588,0.0,0.124,-7.14,1,0.118,94.052,4,0.598,7885122,Global,3JjaofJ0lCeEsFSZqppzOp
73,rockstar (feat. 21 Savage),0.124,0.585,0.52,7.01e-05,0.131,-6.136,0,0.0712,159.801,4,0.129,7742673,Global,0e7ipj03S05BNilyu5bRzt
74,3 Nights,0.223,0.815,0.518,0.0,0.104,-6.594,0,0.0897,151.891,4,0.877,7708615,Global,1tNJrcVe6gwLEiZCtprs1u
75,Adan y Eva,0.323,0.767,0.709,0.0,0.0676,-4.47,1,0.336,171.993,4,0.72,7619684,Global,6FyRXC8tJUh863JCkyWqtk
