,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,U.S.A.,0.0171,0.653,0.992,0.0,0.221,-0.877,1,0.0587,139.542,4,0.921,176552,Japan,4qZyuyqLoZ3CaH79rGvJFR
1,打上花火,0.288,0.625,0.668,0.0,0.107,-4.315,1,0.0249,95.968,4,0.292,173408,Japan,4IouQaO9GkaHC7AtMErdSa
2,In My Feelings,0.0589,0.835,0.626,6e-05,0.396,-5.833,1,0.125,91.03,4,0.35,152708,Japan,2G7V7zsVDxg1yRsu7Ew9RJ
3,No Brainer,0.0733,0.552,0.76,0.0,0.0865,-4.706,1,0.342,135.702,5,0.639,149557,Japan,5WvAo7DNuPRmk4APhdPzi8
4,HANABI,0.156,0.638,0.766,0.0,0.124,-5.541,1,0.0268,112.0,4,0.595,144880,Japan,77lmDcPPyY6kK907gdgC6i
5,Shape of You,0.581,0.825,0.652,0.0,0.0931,-3.183,0,0.0802,95.977,4,0.931,139427,Japan,7qiZfU4dY1lWllzX7mPBI3
6,My Boo,0.307,0.719,0.718,0.000178,0.0846,-4.996,1,0.0316,153.937,4,0.693,126120,Japan,2gasr6aemUqZIBBN05EO03
7,Rise,0.323,0.69,0.784,0.0,0.203,-4.653,1,0.032,106.066,4,0.669,124836,Japan,3u1S1OmAUhx5DRlLrXqyp3
8,愛唄,0.0839,0.505,0.791,0.0,0.187,-3.729,1,0.0308,169.964,4,0.425,122437,Japan,7iXHLtPosbHvglVSJ4rxLq
9,Change,0.00245,0.357,0.75,0.0,0.372,-4.971,1,0.0533,89.632,4,0.326,121124,Japan,6KBj27Bko8gh71gpx0PzIG
10,Wherever you are,0.0286,0.379,0.69,0.0,0.335,-4.79,1,0.0549,173.716,4,0.288,121042,Japan,0YAMQSmHk6BSUGTYpaoqTJ
11,恋音と雨空,0.0512,0.625,0.86,0.0,0.408,-4.456,1,0.0314,129.064,4,0.533,113799,Japan,46gSY0U7ZZCmd7EuJuo15N
12,小さな恋のうた,0.00465,0.403,0.87,0.0,0.139,-1.871,1,0.0474,115.398,4,0.549,112459,Japan,7swIKcU4tFRk4iFJpi12Fg
13,愛をこめて花束を,0.151,0.37,0.8,3.33e-06,0.089,-3.403,1,0.0436,161.934,4,0.451,110886,Japan,7CmWXD3w1xOO53AAO4LRVQ
14,Solo (feat. Demi Lovato),0.0441,0.737,0.636,6.66e-05,0.35,-4.546,0,0.0437,105.005,4,0.565,109254,Japan,6kPJZM97LwdG9QIsT7khp6
15,花束を君に,0.538,0.521,0.539,0.0,0.307,-7.667,1,0.029,81.979,4,0.358,107305,Japan,31yv1hR9gw1WSEmtqsaZbD
16,Dance The Night Away,0.106,0.711,0.861,4.4e-05,0.112,-2.905,1,0.0924,118.004,4,0.78,105684,Japan,281tmNk46TBQS9ACYMLYyA
17,ワタリドリ,0.00141,0.508,0.964,0.0,0.197,-4.077,1,0.0831,134.982,4,0.609,105432,Japan,0ve9Tpz8Yw0I4eXhWsy21o
18,鱗(うろこ),0.074,0.442,0.748,0.0,0.1,-5.448,1,0.0302,89.956,4,0.493,103672,Japan,4IubwxgmXeZtDtYjTaT9gN
19,Girls Like You (feat. Cardi B),0.568,0.851,0.541,0.0,0.13,-6.825,1,0.0505,124.959,4,0.448,102810,Japan,7fa9MBXhVfQ8P8Df9OEbD8
20,さよならエレジー,0.00333,0.466,0.934,0.0,0.277,-2.739,1,0.0539,154.966,4,0.62,102593,Japan,0QKmcZNAST4GytJYmkN05D
