,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,Dynamite,0.0112,0.746,0.765,0.0,0.0936,-4.41,0,0.0993,114.044,4,0.737,2295884,Japan,4saklk6nie3yiGePpBwUoc
1,ドライフラワー,0.426,0.463,0.624,0.0,0.221,-5.118,1,0.0274,147.929,4,0.521,2105214,Japan,7dH0dpi751EoguDDg3xx6J
2,夜に駆ける,0.00299,0.663,0.871,1.8e-06,0.337,-5.287,1,0.03,130.025,4,0.826,2081217,Japan,6MCjmGYlw6mQVWRFVgBRvB
3,炎,0.105,0.477,0.685,0.0,0.277,-4.554,1,0.0325,152.04,4,0.308,1727089,Japan,0cSkn2l67csUljEy0EEBPn
4,虹,0.071,0.548,0.6,0.0,0.192,-5.049,1,0.0297,143.961,4,0.296,1389322,Japan,7AIj86wFWqm7X1TZ2hzHwS
5,群青,0.305,0.725,0.853,0.0,0.115,-3.193,1,0.0516,134.991,4,0.707,1341058,Japan,1zd35Y44Blc1CwwVbW3Qnk
6,"Stand by me, Stand by you.",0.0892,0.594,0.568,0.0,0.0535,-5.423,1,0.0383,161.887,4,0.58,1335951,Japan,2RbVD1IgXtyQFlLtbthaZ3
7,Kaikai Kitan,0.0119,0.584,0.911,0.0,0.119,-3.515,0,0.09,92.502,4,0.606,1296753,Japan,6y4GYuZszeXNOXuBFsJlos
8,裸の心,0.537,0.559,0.448,1.85e-05,0.0915,-4.11,1,0.0275,148.02,4,0.354,1284288,Japan,4Jv7U0JJpbQnOrjtDwDZTZ
9,Step and a step,0.184,0.844,0.851,8.53e-05,0.0754,-3.762,1,0.0494,116.038,4,0.541,1197768,Japan,5DgAgJbHcm74RyA9YKj6k1
10,猫 〜THE FIRST TAKE ver.〜,0.564,0.641,0.576,0.0,0.114,-6.772,1,0.139,77.005,4,0.622,1191584,Japan,38qQqIxE80HGZWbhCfN7hp
11,ハルジオン,0.0545,0.687,0.873,0.0,0.318,-3.852,1,0.0335,130.024,4,0.884,1178391,Japan,08YwAPnX8sygJUXG9rvhDv
