,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"All I Want for Christmas Is You","Mariah Carey",3777823,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2,"Last Christmas",Wham!,3467237,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
3,"thank u, next","Ariana Grande",3290279,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
4,"Fairytale of New York (feat. Kirsty MacColl)","The Pogues",2960723,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK
5,"Do They Know It's Christmas? - 1984 Version","Band Aid",2810125,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
6,"Sweet but Psycho","Ava Max",2659109,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
7,"Rockin' Around The Christmas Tree","Brenda Lee",2635005,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
8,"It's Beginning to Look a Lot like Christmas","Michael Bublé",2459534,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
9,"Santa Tell Me","Ariana Grande",2323881,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
10,"Without Me",Halsey,2194208,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
11,"Step Into Christmas","Elton John",2115174,https://open.spotify.com/track/11P4sSu6BH2lAbWk1sL6cK
12,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",2112938,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
13,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",2101025,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
14,"Driving Home for Christmas","Chris Rea",2084696,https://open.spotify.com/track/3Z3QhZAZpqwZa1phsbQ3JZ
15,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",1780341,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
16,imagine,"Ariana Grande",1721508,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
17,"One More Sleep","Leona Lewis",1694937,https://open.spotify.com/track/78pn8k7RogKo2oxl0DyX6d
18,"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",1675157,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD
19,"It's the Most Wonderful Time of the Year","Andy Williams",1630343,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
20,"Merry Christmas Everyone - Remastered","Shakin' Stevens",1629913,https://open.spotify.com/track/2ISl1zekPsc26sUQpVt8UB
21,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",1601626,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
22,"Holly Jolly Christmas","Michael Bublé",1516834,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
23,"White Christmas","Bing Crosby",1509932,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW
24,"SICKO MODE","Travis Scott",1509284,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
25,Mistletoe,"Justin Bieber",1499946,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
26,"Jingle Bell Rock","Bobby Helms",1499271,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
27,"Ruin My Life","Zara Larsson",1414411,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
28,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",1404861,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
29,"Santa Baby","Kylie Minogue",1336361,https://open.spotify.com/track/2SBr3MK1sdMs8IxdRcN6qz
30,"Funky Friday",Dave,1317229,https://open.spotify.com/track/01IQ4aQgOf0Kkq3a273hmO
31,"I Wish It Could Be Christmas Everyday",Wizzard,1309922,https://open.spotify.com/track/1mH6tZC6iXIHPI6EixCwxw
32,"Have Yourself A Merry Little Christmas","Sam Smith",1282364,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K
33,"Christmas Lights",Coldplay,1269777,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL
34,"Woman Like Me (feat. Nicki Minaj)","Little Mix",1265415,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
35,"Eastside (with Halsey & Khalid)","benny blanco",1209890,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
36,"Underneath the Tree","Kelly Clarkson",1148719,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
37,"Going Bad (feat. Drake)","Meek Mill",1143016,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
38,Happier,Marshmello,1126669,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
39,Thursday,"Jess Glynne",1116147,https://open.spotify.com/track/3ji4bcQugJj5B6NRGYDNwP
40,"Let You Love Me","Rita Ora",1112407,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
41,Shallow,"Lady Gaga",1107201,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
42,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",1094027,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
43,"Merry Xmas Everybody",Slade,1091451,https://open.spotify.com/track/3iwZ8hg0q1kTBB5kjg0nO4
