,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",2942347,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
2,"Beautiful People (feat. Khalid)","Ed Sheeran",2639394,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
3,"3 Nights","Dominic Fike",2597824,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
4,"Taste (Make It Shake)",Aitch,2435134,https://open.spotify.com/track/3evfXgwjSY5zuFxAHjMW5S
5,"Ladbroke Grove","AJ Tracey",2431993,https://open.spotify.com/track/7b4ky1LlQLFhXHmhZkFgqV
6,Ransom,"Lil Tecca",2224868,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
7,"How Do You Sleep?","Sam Smith",2149162,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
8,"Someone You Loved","Lewis Capaldi",2125679,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
9,"So High (feat. Fredo)",MIST,1981514,https://open.spotify.com/track/5aubXDnDNVKA5pS7EnR0mp
10,"I Don't Care (with Justin Bieber)","Ed Sheeran",1955792,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
11,"boyfriend (with Social House)","Ariana Grande",1892782,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
12,"Higher Love",Kygo,1818039,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
13,"Strike a Pose (feat. Aitch)","Young T & Bugsey",1813662,https://open.spotify.com/track/23GvTfcGK454ppLsts3W44
14,"Take Me Back to London (feat. Stormzy)","Ed Sheeran",1790947,https://open.spotify.com/track/1AI7UPw3fgwAFkvAlZWhE0
15,"Hold Me While You Wait","Lewis Capaldi",1747585,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM
16,"Location (feat. Burna Boy)",Dave,1677958,https://open.spotify.com/track/3z4CGd63tpUn9a6oQSG0CI
17,"Mad Love",Mabel,1634922,https://open.spotify.com/track/0Zp10WiPeEi6EUJZvWcNT9
18,"Goodbyes (Feat. Young Thug)","Post Malone",1569060,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
19,"Vossi Bop",Stormzy,1544760,https://open.spotify.com/track/44ZJ4hLD5onikKsVLQaILr
20,"Wish You Well",Sigala,1512068,https://open.spotify.com/track/1yAPglN5AGf7UoLK062ZYq
21,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",1472364,https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF
22,Sorry,"Joel Corry",1458416,https://open.spotify.com/track/6y1UtRcHQU07aUs3oxZ8Yn
23,"No Guidance (feat. Drake)","Chris Brown",1417322,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
24,"Old Town Road - Remix","Lil Nas X",1366988,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
25,"Piece Of Your Heart",MEDUZA,1342321,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
26,"bad guy","Billie Eilish",1296719,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
27,"Money In The Grave (Drake ft. Rick Ross)",Drake,1251533,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
