,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,Jolie nana,0.269,0.813,0.64,0.0,0.131,-5.908,1,0.272,92.989,4,0.488,3149413,France,34FbkFgAbv4ffvhL2XQMVm
1,Grand bain,0.88,0.63,0.393,0.0,0.0894,-10.762,1,0.183,145.051,4,0.166,2613275,France,1fyVvRQsa095P7QK5Um7xH
2,Djomb - Bien ou quoi,0.172,0.945,0.676,0.00036,0.322,-6.6,1,0.207,123.109,4,0.631,2137751,France,0KBwGCY9RYD9t2zjeW4h48
3,Angela,0.702,0.65,0.469,0.249,0.106,-8.676,0,0.184,191.853,4,0.378,2118960,France,6ab3CQvDlAVttThZucwGQ1
4,ROCKSTAR (feat. Roddy Ricch),0.247,0.746,0.69,0.0,0.101,-7.956,1,0.164,89.977,4,0.497,1667333,France,7ytR5pFWmSjzHJIeQkgog4
5,Savage Love (Laxed - Siren Beat),0.234,0.767,0.481,0.0,0.269,-8.52,0,0.0803,150.076,4,0.761,1646517,France,1xQ6trAsedVPCdbtDAmk0c
6,My Salsa,0.276,0.841,0.574,0.0,0.0752,-6.183,0,0.0834,98.999,4,0.548,1354033,France,7IJIj326qJJA6oi6EpFCBD
7,MAMACITA,0.19,0.88,0.626,0.000755,0.094,-7.062,1,0.0473,105.01,4,0.441,1302378,France,24IgCW19L8lXKyFZwzFtD3
8,NRV,0.629,0.821,0.625,0.0,0.118,-6.733,1,0.368,142.081,4,0.577,1293122,France,65Uc29xtvhUIk6KUASvQ7Z
9,Anissa,0.693,0.873,0.505,0.0017,0.108,-8.554,1,0.0646,100.037,4,0.582,1280156,France,62Pp6exz0ywSlBqvNqiY6Z
10,Moto,0.153,0.931,0.605,0.0,0.214,-6.615,1,0.36,127.004,4,0.601,1261206,France,5DH03Qs3SSG12TNUCSAzMi
11,MACINTOSH,0.326,0.851,0.567,1.74e-06,0.123,-6.506,1,0.202,122.971,4,0.338,1214633,France,70yiVJoOUU6cNbdsgL6ADT
12,Wow,0.364,0.838,0.58,0.000245,0.128,-6.383,0,0.39,144.066,4,0.505,1140284,France,2MhRqUv3z8IgtWDNxVJGUK
13,? la f?te,0.391,0.885,0.689,0.0,0.129,-5.581,0,0.165,100.385,3,0.492,1126479,France,0qARyMVNjA6q1uxxO3nofB
14,Head Shoulders Knees & Toes (feat. Norma Jean Martine),0.0247,0.798,0.828,2.55e-06,0.121,-5.36,1,0.193,124.962,4,0.6,1110722,France,6i7zAdNhzUN2k1HcrBxPHG
15,10K,0.388,0.789,0.702,0.00872,0.11,-6.555,0,0.0382,126.016,4,0.572,1075515,France,07pzk5h8p2qRowPZb3YBKC
