,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,Ma belle,0.764,0.739,0.656,3.8e-06,0.0896,-5.516,1,0.0578,82.011,4,0.47,1993779,France,3Aq1SJ1hWlfazx8IIC6u1D
1,Elle est bonne sa m?re,0.329,0.787,0.741,1.88e-05,0.341,-5.484,0,0.0592,105.0,4,0.466,1576959,France,7j56bK7gq6iV7zsD6lbP4J
2,Se?orita,0.0392,0.759,0.548,0.0,0.0828,-6.049,0,0.029,116.967,4,0.749,1507376,France,6v3KW9xbzN5yKLt9YKDYA2
3,Loco Contigo (feat. J. Balvin & Tyga),0.278,0.694,0.758,1.34e-06,0.102,-2.986,1,0.218,192.091,4,0.371,1386442,France,6osaMSJh9NguagEDQcZaKx
4,Tricheur,0.407,0.758,0.638,0.0,0.178,-7.984,0,0.253,137.981,4,0.188,1344470,France,7C7GtWZmyicqjBDbAWPsCp
5,Dance Monkey,0.688,0.825,0.593,0.000161,0.17,-6.401,0,0.0988,98.078,4,0.54,1226502,France,1rgnBhdG2JDFTbYkYRZAku
6,Probl?mes,0.392,0.616,0.565,0.0,0.201,-8.935,0,0.0622,86.678,4,0.597,1198656,France,5Q9gwUMjyhkgrQCB3EzIEZ
7,Nique la BAC,0.0374,0.952,0.891,0.0,0.0862,-5.719,0,0.337,116.054,4,0.701,1097360,France,4VzalpjiHHK5cKSgrZuNjg
8,Lalala,0.178,0.843,0.39,0.0,0.137,-7.899,1,0.0846,129.972,4,0.495,1051501,France,51Fjme0JiitpyXKuyQiCDo
9,Compliqu?,0.524,0.536,0.752,0.0,0.196,-6.556,1,0.0586,76.217,4,0.939,1048695,France,2On7uB8PN8JJmBNsms8unQ
10,Old Town Road - Remix,0.0533,0.878,0.619,0.0,0.113,-5.56,1,0.102,136.041,4,0.639,1027088,France,2YpeDb67231RjR0MgVLzsG
11,M?dicament,0.693,0.665,0.653,0.0,0.0769,-6.686,0,0.0893,157.38,3,0.381,1010099,France,55mCsKCo4bPuYtZvHppp8z
