,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Blinding Lights","The Weeknd",1654509,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
2,"Dance Monkey","Tones And I",1580882,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
3,"Pa Olvidarte (Beste Zangers Seizoen 2019)","Emma Heesters",1378339,https://open.spotify.com/track/1RO8Q3w2Jkir8cvvGEApI0
4,ROXANNE,"Arizona Zervas",1286614,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
5,Memories,"Maroon 5",1199909,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
6,"Don't Start Now","Dua Lipa",1117345,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
7,Yummy,"Justin Bieber",1062986,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
8,"everything i wanted","Billie Eilish",1048230,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
9,Circles,"Post Malone",984371,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
10,"Ride It",Regard,952711,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
11,Falling,"Trevor Daniel",935854,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
12,"Before You Go","Lewis Capaldi",891955,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
13,"Ze Huilt Maar Ze Lacht",Maan,850885,https://open.spotify.com/track/0JWaEkQmU8oaSukOBCbrJC
14,"My Oh My (feat. DaBaby)","Camila Cabello",848726,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
15,"Roller Coaster","Danny Vera",833541,https://open.spotify.com/track/7rO7Pc5dkC2EIW1OKsCJtQ
16,"3 Nights","Dominic Fike",793663,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
17,"Ze Kent Mij",Snelle,735567,https://open.spotify.com/track/3BiBIgQFa8K4EOxisyhXX7
18,HYENA’S,Idaly,731293,https://open.spotify.com/track/5sLjenGt5pNrDd92Sc4HEw
19,"Lose Control",MEDUZA,727498,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
20,"Lose You To Love Me","Selena Gomez",726825,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
21,"Stil In Mij (Verspijkerd)",Josylvio,700981,https://open.spotify.com/track/0jaehfKrOQzs0XRbJZH8XT
22,"In Die Life",JoeyAK,698411,https://open.spotify.com/track/7xP9xGroL8AoI7t2ik4KRy
23,"Adore You","Harry Styles",687201,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
24,Reünie,Snelle,664219,https://open.spotify.com/track/5S7YAM3lcfPNBSTVyciwCu
25,"Someone You Loved","Lewis Capaldi",656006,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
26,Lippenstift,"Marco Borsato",646740,https://open.spotify.com/track/3D9MKbMaHCZjSEcCWf4wDm
27,"The Box","Roddy Ricch",642842,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
28,Liar,"Camila Cabello",594814,https://open.spotify.com/track/073ILU1C3APNRGF66VhtyA
29,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",592604,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
