,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"17 Miljoen Mensen - Live @538 in Ahoy","Davina Michelle",3482822,https://open.spotify.com/track/7e42rjxCt8tPjglU9VyBcz
2,"Jongen Van De Straat","Lil Kleine",1859674,https://open.spotify.com/track/1G1Tqrn6G7VcWhZmr8r1fz
3,"Blinding Lights","The Weeknd",1783168,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
4,"Roses - Imanbek Remix","SAINt JHN",1491226,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
5,"Anderhalf (feat. Poke & Judeska)","Ali B",1359834,https://open.spotify.com/track/4fmNSmnh5hFOHZ1vXOEgvN
6,"Don't Start Now","Dua Lipa",1290964,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
7,Smoorverliefd,Snelle,1237291,https://open.spotify.com/track/2ryMKWtH2SEQY8fTAclFYb
8,"Loop Niet Weg","Kris Kross Amsterdam",1236905,https://open.spotify.com/track/7fmExiQZjHLyDv5SC1EhDg
9,"Het Is Al Laat Toch",Racoon,1213096,https://open.spotify.com/track/5OhjkylPjKnmR7I2gnVNwz
10,"Intentions (feat. Quavo)","Justin Bieber",1192895,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
11,"Wat Is Je Naam","Yxng Le",1115901,https://open.spotify.com/track/4SlqfJkQNAS7A5cvjBvQ3C
12,"Before You Go","Lewis Capaldi",1058892,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
13,Venus,Frenna,988066,https://open.spotify.com/track/0yq0Hg6IzgaT0Tm91op97y
14,Supalonely,BENEE,972260,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
15,"Pa Olvidarte (Beste Zangers Seizoen 2019)","Emma Heesters",892506,https://open.spotify.com/track/1RO8Q3w2Jkir8cvvGEApI0
16,Physical,"Dua Lipa",887220,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
17,"Never Seen the Rain","Tones And I",882877,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
18,"In Your Eyes (feat. Alida)","Robin Schulz",846084,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
19,"Say So","Doja Cat",837811,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
20,"Dance Monkey","Tones And I",834209,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
21,"Beat Me - Official Song F1 Dutch Grand Prix","Davina Michelle",831340,https://open.spotify.com/track/14gRdLQLwq1qn9chxmAEBY
22,"Break My Heart","Dua Lipa",799597,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
23,"Breaking Me",Topic,786103,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
24,"The Box","Roddy Ricch",776350,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
25,"Alone, Pt. II","Alan Walker",755188,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
26,"3 Nights","Dominic Fike",736709,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
27,Joanne,"Lil Kleine",736176,https://open.spotify.com/track/0JgzUPfK8mrR11ohCKuqYJ
28,"In Your Eyes","The Weeknd",736160,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
29,"Rode Wijn",Maan,722149,https://open.spotify.com/track/4BIS9PtQ3zf5IWYpWZxzjb
30,Falling,"Trevor Daniel",692456,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
31,"Blueberry Faygo","Lil Mosey",669351,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
32,"Adore You","Harry Styles",661452,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
33,"Perfect (feat. Haris)","Lucas & Steve",629567,https://open.spotify.com/track/30cW9fD87IgbYFl8o0lUze
34,"Know Your Worth",Khalid,622697,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
35,"Ze Huilt Maar Ze Lacht",Maan,615346,https://open.spotify.com/track/0MD81YyV6i8t019tqmjq2D
36,"Sunday Best",Surfaces,614925,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
37,Marijuana,Josylvio,596922,https://open.spotify.com/track/6EFqESvZHB2jZVgeJyLYl6
