,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Ma belle,Moha La Squale,1894610,https://open.spotify.com/track/3Aq1SJ1hWlfazx8IIC6u1D
2,Elle est bonne sa m?re,Vegedream,1552951,https://open.spotify.com/track/7j56bK7gq6iV7zsD6lbP4J
3,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,1523037,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
4,Nique la BAC,Lorenzo,1521657,https://open.spotify.com/track/4VzalpjiHHK5cKSgrZuNjg
5,Se?orita,Shawn Mendes,1504221,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
6,Tricheur,Nekfeu,1317581,https://open.spotify.com/track/7C7GtWZmyicqjBDbAWPsCp
7,M?dicament,Niska,1202354,https://open.spotify.com/track/55mCsKCo4bPuYtZvHppp8z
8,Old Town Road - Remix,Lil Nas X,1173522,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
9,Damdamdeo,Lorenzo,1133206,https://open.spotify.com/track/1r7Uste80NvDFq2ejM2K5D
10,Probl?mes,PLK,1082395,https://open.spotify.com/track/5Q9gwUMjyhkgrQCB3EzIEZ
11,Toujours plus,Lorenzo,1056317,https://open.spotify.com/track/2j3OKdwiMwLQUXHYJ5v1y8
12,Power Rangers,Lorenzo,1004586,https://open.spotify.com/track/2WZ09SXfgwAdBXB0KYK6ec
13,Compliqu?,Dadju,996984,https://open.spotify.com/track/2On7uB8PN8JJmBNsms8unQ
14,Four,Koba LaD,935362,https://open.spotify.com/track/3kxl1E1Y43M4vgckXfrSgk
15,Soleil,Rom?o Elvis,931099,https://open.spotify.com/track/5SNfvgi4TUwx4Si0lFn3G2
16,Bitch (feat. Vald),Lefa,924688,https://open.spotify.com/track/65hdAdd1skq94ecWH4vfJI
17,JCVD,Jul,923775,https://open.spotify.com/track/10iesoGb4mCYTcur1QfdO9
18,Maman ne le sait pas (feat. Niska),Ninho,884733,https://open.spotify.com/track/5c2HadbVTsMKjja4gohEFI
19,RR 9.1,Koba LaD,872018,https://open.spotify.com/track/28fP6qcMGPfYOjrx8AOWFn
20,MBK Rocket,Lorenzo,861840,https://open.spotify.com/track/3aleQrFycCdgq6DpxEPBKn
21,Tes parents (feat. Ninho),Leto,856317,https://open.spotify.com/track/0G0ZyEQyc3IBcRnYCvtTwb
22,Kekchose,Lorenzo,851051,https://open.spotify.com/track/1jkQ86kN8w0KKUV2bHJcfN
