,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,POPOPOP,Gambi,4559453,https://open.spotify.com/track/18HNGxDOcshRU2Hdu8tMOM
2,H? OH,Gambi,2739606,https://open.spotify.com/track/1bWafkUCOp6luXRs1cm3w9
3,Dance Monkey,Tones And I,2304428,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
4,Journal perso II,Vald,1964641,https://open.spotify.com/track/1ezjFgjNnCf57TW1sacWBH
5,Dernier retrait,Vald,1877574,https://open.spotify.com/track/1xxKUciQUXkH72PPilWy7K
6,Un peu de haine,PLK,1810022,https://open.spotify.com/track/5yYfCoMrhcuxMP9CAmA2rU
7,Ma belle,Moha La Squale,1676673,https://open.spotify.com/track/3Aq1SJ1hWlfazx8IIC6u1D
8,Halloween,Vald,1460042,https://open.spotify.com/track/15zOksChrybh5ObqKfVPJY
9,NQNTMQMQMB,Vald,1443436,https://open.spotify.com/track/0cFVwGHKYn9MfILYvfksi3
10,Keskivonfer,Vald,1408108,https://open.spotify.com/track/1as6M25UJBpCHuZuASrzPi
11,Ce monde est cruel,Vald,1399573,https://open.spotify.com/track/4sVqufkRucC6hzUBzxKmdd
12,Ignorant,Vald,1342487,https://open.spotify.com/track/4HFNOLnLuwxOHq5lnE0pZQ
13,ASB,Vald,1327869,https://open.spotify.com/track/5NytHkhW5TxcUhynkraLpu
14,Poches pleines,Vald,1281263,https://open.spotify.com/track/4C19GXhZ9i83Bd11tF38yv
15,Probl?mes,PLK,1247467,https://open.spotify.com/track/6lZbLMHu98qpkOY0t3efUK
16,Pensionman,Vald,1245275,https://open.spotify.com/track/0d064qWNSKBDMekOIBZvaS
17,No Friends,Vald,1210525,https://open.spotify.com/track/0BP8fwuCtU8HxJprxTL5rZ
18,Perdus,Ang?le,1208224,https://open.spotify.com/track/7eMBDipvMwVnYiMe0yrS5x
19,Dans la ville,DTF,1192292,https://open.spotify.com/track/6OsqTyesS9pc7pYPCFhlmv
20,M?chant,Niska,1180351,https://open.spotify.com/track/75bVc27bDSOAhMAL38cXpV
21,B?timent,Niska,1168849,https://open.spotify.com/track/7FF6HRsQlc0CtfAbLmrEGX
22,J'pourrai,Vald,1151489,https://open.spotify.com/track/69UfXSOLronhkUh4q3v20g
23,Ma star,Vald,1129644,https://open.spotify.com/track/6LjZ9Hnb8g0Umguqh39a7W
24,Lalala,Y2K,1107279,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
25,Marie,Koba LaD,1102315,https://open.spotify.com/track/4NcZKLjdfTJLpaCOspAjQn
26,Pourquoi,Vald,1072618,https://open.spotify.com/track/4CcV1Nsg3zYvpw1qcRXBge
27,Rari,Gradur,1050866,https://open.spotify.com/track/3jUqLa1ed5K25iZuO5TQMT
