,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Bande organis?e,Kofs,5742186,https://open.spotify.com/track/205HNJ73cgpC0LAOnuQiWT
2,Freeze Ra?l,Freeze corleone,3368667,https://open.spotify.com/track/6DPrYPPGYK218iVIZDix3i
3,Rap cat?chisme,Freeze corleone,2323435,https://open.spotify.com/track/2J0AJV5DsKyDuX1qEgJngB
4,Hors ligne,Freeze corleone,2093770,https://open.spotify.com/track/0wUC6Pc1BCRJc1aXbF7yxp
5,Macaroni (feat. Ninho),Leto,2055568,https://open.spotify.com/track/4Z9CNGHElj2rLkB8mQdvnA
6,Grand bain,Dadju,1998217,https://open.spotify.com/track/1fyVvRQsa095P7QK5Um7xH
7,? la f?te,UZI,1660848,https://open.spotify.com/track/0qARyMVNjA6q1uxxO3nofB
8,Joli b?b?,Naza,1652755,https://open.spotify.com/track/6ARJHbYGKNatxHVghTkWWp
9,On sait jamais (feat. Niska),PLK,1607121,https://open.spotify.com/track/216QmkNpU3hIjeZtGocb9B
10,Carbozo 2.0 - Extrait du projet Carbozo 2020,Carbozo,1512632,https://open.spotify.com/track/7LFVUDIK2h3quyDMybadon
11,Angela,Hatik,1503630,https://open.spotify.com/track/6ab3CQvDlAVttThZucwGQ1
12,Scell? part.2,Freeze corleone,1482313,https://open.spotify.com/track/5IkofYa6Ac1plKIf6nYkDE
13,My Salsa,Franglish,1451037,https://open.spotify.com/track/7IJIj326qJJA6oi6EpFCBD
14,Pilote (feat. Hamza),PLK,1448981,https://open.spotify.com/track/12GV2Wr4p1hBWQCrQcVsew
15,Tarkov,Freeze corleone,1406646,https://open.spotify.com/track/0aSFXdXIOnQz9GTxU4zZ2f
16,C'est mort,PLK,1374101,https://open.spotify.com/track/2N9Ms8Xb9aQw63O5jKKM9b
17,Jolie nana,Aya Nakamura,1357052,https://open.spotify.com/track/34FbkFgAbv4ffvhL2XQMVm
18,Coco,Wejdene,1289469,https://open.spotify.com/track/593oNiMJ6d9PQkaOLOvIDo
19,Cabeza,OBOY,1272286,https://open.spotify.com/track/66tNDqYNR2S6Svwgm3BMi9
20,Djomb - Bien ou quoi,Bosh,1269040,https://open.spotify.com/track/0KBwGCY9RYD9t2zjeW4h48
21,Stretch 4,Freeze corleone,1266306,https://open.spotify.com/track/1EmeUETPQOquxljE27h699
22,Mood (feat. iann dior),24kGoldn,1248148,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
23,La meilleure,Hatik,1194011,https://open.spotify.com/track/2g63GxCZUmhsr4XoKR93F6
24,ROCKSTAR (feat. Roddy Ricch),DaBaby,1127976,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
